Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Maturation Of Lsu-Rrna -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, Tau Homeostasis, Oxidative Stress
GO Term: Endonucleolytic Cleavage To Generate Mature 5'-End Of Ssu-Rrna From (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Immune Response, Oxidative Stress
GO Term: Endonucleolytic Cleavage Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Endolysosome, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Endonucleolytic Cleavage In 5'-Ets Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Maturation Of 5S Rrna -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Box C/D Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Tau Homeostasis, Immune Response, Apoptosis
GO Term: Box H/Aca Snornp Assembly -> Biodomain: Proteostasis, RNA Spliceosome, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Box C/D Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, APP Metabolism, Tau Homeostasis, Immune Response
GO Term: Box H/Aca Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Epigenetic, APP Metabolism
GO Term: Proteasome Complex -> Biodomain: Proteostasis, Autophagy, Synapse, Tau Homeostasis, APP Metabolism
GO Term: Glycosylphosphatidylinositol-N-Acetylglucosaminyltransferase (Gpi-Gnt) Complex -> Biodomain: Proteostasis, APP Metabolism, Synapse, Oxidative Stress, Lipid Metabolism
GO Term: H2A-H2B Histone Complex Chaperone Activity -> Biodomain: Proteostasis, Apoptosis, DNA Repair, Epigenetic, Immune Response
GO Term: Lncrna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: 3-Sulfino-L-Alanine: Proton, Glutamate Antiporter Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Aspartate:Glutamate, Proton Antiporter Activity -> Biodomain: Synapse, Oxidative Stress, App Metabolism, Proteostasis, Tau Homeostasis
GO Term: Embryonic Axis Specification -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Purine-Specific Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Immune Response
GO Term: Oxidized Pyrimidine Nucleobase Lesion Dna N-Glycosylase Activity -> Biodomain: Oxidative Stress, DNA Repair, Apoptosis, Proteostasis, Metal Binding and Homeostasis
GO Term: Meiotic Dna Double-Strand Break Processing -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: Meiotic Dna Recombinase Assembly -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Meiotic Joint Molecule Formation -> Biodomain: DNA Repair, Apoptosis, Immune Response, Oxidative Stress, Proteostasis
GO Term: Meiotic Mismatch Repair -> Biodomain: Oxidative Stress, DNA Repair, Proteostasis, Immune Response, Apoptosis
GO Term: Meiotic Dna Repair Synthesis -> Biodomain: DNA Repair, Apoptosis, Immune Response, Proteostasis, Tau Homeostasis
GO Term: Resolution Of Meiotic Recombination Intermediates -> Biodomain: Immune Response, Proteostasis, Apoptosis, Synapse, DNA Repair
GO Term: Nucleotide-Excision Repair, Dna Damage Recognition -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Photoreactive Repair -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Structural Stabilization
GO Term: Pyrimidine Dimer Repair By Nucleotide-Excision Repair -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Immune Response, Proteostasis
GO Term: (R,R)-Butanediol Dehydrogenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Telomere Maintenance Via Recombination -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Endolysosome
GO Term: Telomere Maintenance -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, DNA Repair, Immune Response
GO Term: Double-Strand Break Repair Via Homologous Recombination -> Biodomain: DNA Repair, Autophagy, Proteostasis, Immune Response, Oxidative Stress
GO Term: Recombinational Repair -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Double-Strand Break Repair Via Break-Induced Replication -> Biodomain: DNA Repair, Autophagy, Tau Homeostasis, Immune Response, Oxidative Stress
GO Term: Dna Double-Strand Break Processing -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Dna Recombinase Assembly -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Dna Synthesis Involved In Dna Repair -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Dna Strand Displacement -> Biodomain: DNA Repair, Apoptosis, Immune Response, Oxidative Stress, Proteostasis
GO Term: Syncytium Formation By Plasma Membrane Fusion -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Phosphatidyl-N-Methylethanolamine N-Methyltransferase Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Adenyl-Nucleotide Exchange Factor Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Endolysosome
GO Term: Chromosome, Centromeric Region -> Biodomain: Tau Homeostasis, Cell Cycle, Proteostasis, Apoptosis, Endolysosome
GO Term: Kinetochore -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Synapse, Tau Homeostasis
GO Term: Condensed Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Immune Response, Tau Homeostasis
GO Term: Chromosome, Telomeric Region -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Immune Response, Synapse
GO Term: Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Apoptosis, Immune Response
GO Term: Nuclear Telomere Cap Complex -> Biodomain: Structural Stabilization, Tau Homeostasis, DNA Repair, Proteostasis, Apoptosis
GO Term: Chromatin -> Biodomain: Epigenetic, Tau Homeostasis, Immune Response, Autophagy, Oxidative Stress
GO Term: Nucleosome -> Biodomain: Epigenetic, DNA Repair, Immune Response, Tau Homeostasis, Proteostasis
GO Term: Euchromatin -> Biodomain: Epigenetic, APP Metabolism, Tau Homeostasis, Oxidative Stress, Proteostasis
GO Term: Heterochromatin -> Biodomain: Proteostasis, Tau Homeostasis, Immune Response, Apoptosis, Endolysosome
GO Term: Condensed Chromosome -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Immune Response
GO Term: Condensed Nuclear Chromosome -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Tau Homeostasis, Oxidative Stress
GO Term: Synaptonemal Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Condensin Complex -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Lateral Element -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Autophagy
GO Term: Central Element -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Apoptosis
GO Term: Transverse Filament -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Structural Stabilization, Immune Response
GO Term: Sex Chromosome -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Oxidative Stress
GO Term: X Chromosome -> Biodomain: Immune Response, Oxidative Stress, Tau Homeostasis, Proteostasis, APP Metabolism
GO Term: Y Chromosome -> Biodomain: Immune Response, Synapse, Apoptosis, Tau Homeostasis, Mitochondrial Metabolism
GO Term: Origin Recognition Complex -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Immune Response, Apoptosis
GO Term: Diacylglycerol Diphosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Synapse, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Gins Complex -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Apoptosis, Immune Response
GO Term: Swr1 Complex -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, Epigenetic, APP Metabolism
GO Term: Escrt I Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, APP Metabolism, Immune Response
GO Term: Escrt Ii Complex -> Biodomain: Endolysosome, Proteostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Escrt Iii Complex -> Biodomain: Endolysosome, APP Metabolism, Synapse, Oxidative Stress, Autophagy
GO Term: Sister Chromatid Segregation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Endolysosome, Immune Response
GO Term: Regulation Of Glutamine Family Amino Acid Metabolic Process -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Regulation Of Arginine Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Inositol Hexakisphosphate Binding -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Autophagy, Immune Response
GO Term: Inositol-1,4,5-Trisphosphate 6-Kinase Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Inositol-1,4,5,6-Tetrakisphosphate 3-Kinase Activity -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Inositol-1,3,4,5-Tetrakisphosphate 6-Kinase Activity -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Synapse, Tau Homeostasis
GO Term: Inositol-1,3,4,5,6-Pentakisphosphate Kinase Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Inositol Hexakisphosphate Kinase Activity -> Biodomain: APP Metabolism, Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Diphosphoinositol Pentakisphosphate Kinase Activity -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Inositol Hexakisphosphate 6-Kinase Activity -> Biodomain: Synapse, APP Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Inositol Hexakisphosphate 5-Kinase Activity -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Er Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis, Oxidative Stress
GO Term: Hrd1P Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Hrd1P Ubiquitin Ligase Erad-L Complex -> Biodomain: Proteostasis, Autophagy, APP Metabolism, Oxidative Stress, Tau Homeostasis
GO Term: Mrna Regulatory Element Binding Translation Repressor Activity -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, APP Metabolism, Oxidative Stress
GO Term: Cell Morphogenesis -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Immune Response
GO Term: Actomyosin Contractile Ring Assembly -> Biodomain: Cytokinesis, Proteostasis, Apoptosis, Cell Cycle, Immune Response
GO Term: Actomyosin Contractile Ring Contraction -> Biodomain: Cell Cycle, Apoptosis, Synapse, Proteostasis, Mitochondrial Metabolism
GO Term: Septin Ring Assembly -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Synapse, Tau Homeostasis
GO Term: Spindle Pole -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Synapse, Tau Homeostasis
GO Term: Gamma-Tubulin Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Gamma-Tubulin Ring Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Immune Response
GO Term: P-Body -> Biodomain: RNA Spliceosome, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Garp Complex -> Biodomain: Endolysosome, APP Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Inner Kinetochore -> Biodomain: Cell Cycle, Proteostasis, Tau Homeostasis, Apoptosis, DNA Repair
GO Term: Outer Kinetochore -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Endolysosome
GO Term: Nuclear-Transcribed Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Tau Homeostasis, Autophagy, Immune Response
GO Term: Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Mitochondrial Mrna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Mitochondrial Rna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Proteostasis
GO Term: Negative Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, APP Metabolism
GO Term: Positive Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, APP Metabolism
GO Term: Mitochondrial Rna Processing -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Mitochondrial Rna 5'-End Processing -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Mitochondrial Rna 3'-End Processing -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Transcription-Dependent Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: Transcription-Dependent Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery, Proteostasis, Epigenetic, Synapse, Tau Homeostasis
GO Term: Post-Transcriptional Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: Oxidative Stress, Proteostasis, Tau Homeostasis, Immune Response, APP Metabolism
GO Term: Prp19 Complex -> Biodomain: Synapse, Proteostasis, RNA Spliceosome, APP Metabolism, Tau Homeostasis
GO Term: Transcription Cis-Regulatory Region Binding -> Biodomain: Transcription Cis-Regulatory Region Binding, Proteostasis, APP Metabolism, Immune Response, Epigenetic
GO Term: Rna Polymerase Ii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Transcription Regulation, Immune Response, Oxidative Stress, Epigenetic, Tau Homeostasis
GO Term: Rna Polymerase Ii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Transcription, Proteostasis, Epigenetic, APP Metabolism, Immune Response
GO Term: Rna Polymerase Ii Core Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Immune Response, Tau Homeostasis
GO Term: Dna-Binding Transcription Factor Activity, Rna Polymerase Ii-Specific -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis, Immune Response
GO Term: Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Proteostasis, App Metabolism, Tau Homeostasis, Immune Response, Oxidative Stress
GO Term: Rna Polymerase Iii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, Immune Response, Epigenetic
GO Term: Rna Polymerase Ii Complex Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Tau Homeostasis
GO Term: Rna Polymerase Iii Core Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Rna Polymerase Iii General Transcription Initiation Factor Activity -> Biodomain: Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism, Autophagy
GO Term: Rna Polymerase Iii Type 1 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, APP Metabolism, Oxidative Stress, Immune Response, Autophagy
GO Term: Rna Polymerase Iii Type 2 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, APP Metabolism, Proteostasis, Oxidative Stress
GO Term: Rna Polymerase Iii Type 3 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Immune Response, Proteostasis
GO Term: Rna Polymerase Ii Sequence-Specific Dna-Binding Transcription Factor Recruiting Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Rna Polymerase Iii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Mitochondrial Promoter Sequence-Specific Dna Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Rna Polymerase Iii General Transcription Initiation Factor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Tau Homeostasis
GO Term: Rna Polymerase I Core Binding -> Biodomain: RNA Spliceosome, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Core Promoter Sequence-Specific Dna Binding -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress, Apoptosis
GO Term: Transcription Regulatory Region Nucleic Acid Binding -> Biodomain: Transcription Regulatory Region Nucleic Acid Binding, DNA Repair, Epigenetic, Immune Response, Oxidative Stress
GO Term: Regulatory Region Rna Binding -> Biodomain: RNA Spliceosome, DNA Repair, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Rna Polymerase Ii General Transcription Initiation Factor Binding -> Biodomain: Proteostasis, Tau Homeostasis, Synapse, Oxidative Stress, APP Metabolism
GO Term: Tfiib-Class Transcription Factor Binding -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Tfiid-Class Transcription Factor Complex Binding -> Biodomain: Proteostasis, Synapse, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Tfiif-Class Transcription Factor Complex Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis
GO Term: Tfiih-Class Transcription Factor Complex Binding -> Biodomain: Transcription Regulation, Proteostasis, Immune Response, Apoptosis, DNA Repair
GO Term: Basal Rna Polymerase Ii Transcription Machinery Binding -> Biodomain: Proteostasis, Synapse, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Negative Regulation Of Exit From Mitosis -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Rna Polymerase Ii Promoter Clearance -> Biodomain: Proteostasis, Synapse, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Dna-Templated Transcription Open Complex Formation -> Biodomain: Transcriptional Regulation, Epigenetic, Immune Response, Oxidative Stress, Proteostasis
