Running with TEMP=0.9, sub_array_index=8
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 8: rows 7000 to 7999
GO Term: Cardiolipin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Oxidative Stress, Autophagy
GO Term: Establishment Of Mitotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Maintenance Of Mitotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, DNA Repair, Autophagy
GO Term: Establishment Of Meiotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Response To Cytokine -> Biodomain: Immune Response, Apoptosis, Autophagy, Oxidative Stress, Proteostasis
GO Term: Vcp-Npl4-Ufd1 Aaa Atpase Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Cell Cycle
GO Term: Erythrocyte Homeostasis -> Biodomain: Vasculature, Apoptosis, Cell Cycle, Immune Response, Proteostasis
GO Term: Regulation Of Tissue Remodeling -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Tissue Remodeling -> Biodomain: Structural Stabilization, Vasculature, Epigenetic, Immune Response, Apoptosis
GO Term: Negative Regulation Of Erythrocyte Clearance -> Biodomain: Immune Response, Vasculature, Apoptosis, Proteostasis, Lipid Metabolism
GO Term: Homotypic Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Synapse, Proteostasis
GO Term: Negative Regulation Of Homotypic Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Cell Cycle, Apoptosis, Immune Response, Vasculature
GO Term: Positive Regulation Of Homotypic Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Vasculature, Apoptosis
GO Term: Heterotypic Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Vasculature, Synapse, Immune Response, Myelination
GO Term: Negative Regulation Of Heterotypic Cell-Cell Adhesion -> Biodomain: Immune Response, Vasculature, Proteostasis, Structural Stabilization, Apoptosis
GO Term: Positive Regulation Of Heterotypic Cell-Cell Adhesion -> Biodomain: Immune Response, Vasculature, Synapse, Structural Stabilization, Cell Cycle
GO Term: Regulation Of Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Negative Regulation Of Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Epigenetic, Oxidative Stress
GO Term: Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Negative Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Regulation Of Myd88-Independent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Negative Regulation Of Myd88-Independent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Toll-Like Receptor 2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Epigenetic
GO Term: Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Toll-Like Receptor 2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, Apoptosis
GO Term: Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Negative Regulation Of Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Regulation Of Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Lipid Metabolism
GO Term: Toll-Like Receptor 5 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor 5 Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Endolysosome
GO Term: Regulation Of Toll-Like Receptor 6 Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Oxidative Stress
GO Term: Negative Regulation Of Toll-Like Receptor 6 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Toll-Like Receptor 7 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Apoptosis, Oxidative Stress, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor 7 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Toll-Like Receptor 8 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Toll-Like Receptor 8 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Autophagy, Proteostasis
GO Term: Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Regulation Of Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Endolysosome, Apoptosis
GO Term: Negative Regulation Of Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Positive Regulation Of Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Apoptosis, Autophagy
GO Term: Positive Regulation Of Maintenance Of Mitotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis, Epigenetic
GO Term: Apolipoprotein Binding -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Apolipoprotein A-I Binding -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Apolipoprotein A-I Receptor Activity -> Biodomain: Lipid Metabolism, Vasculature, Structural Stabilization, Proteostasis, Endolysosome
GO Term: Very-Low-Density Lipoprotein Particle Binding -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Apolipoprotein Receptor Binding -> Biodomain: Lipid Metabolism, Vasculature, Endolysosome, Immune Response, Proteostasis
GO Term: Apolipoprotein A-I Receptor Binding -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Proteostasis, Endolysosome
GO Term: Triglyceride Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Cellular Response To Amino Acid Starvation -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Epigenetic
GO Term: Activation Of Protein Kinase A Activity -> Biodomain: Synapse, Cell Cycle, Proteostasis, Autophagy, Epigenetic
GO Term: Response To Oleic Acid -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Glycolipid Floppase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Endolysosome
GO Term: Glycolipid Translocation -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Structural Stabilization, Autophagy
GO Term: Lipid Translocation -> Biodomain: Lipid Metabolism, Structural Stabilization, Endolysosome, Autophagy, Apoptosis
GO Term: Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Apoptosis, Synapse
GO Term: Gtp-Dependent Protein Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Synapse, Apoptosis, Epigenetic
GO Term: Quinolinate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Immune Response, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Protein Hexamerization -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle
GO Term: Carbohydrate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Monoatomic Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Apoptosis
GO Term: Cellular Response To Zinc Ion Starvation -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Trna Thio-Modification -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Ethanolamine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Mitochondrial Metabolism, Autophagy
GO Term: Ethanolamine Transport -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Enkephalin Processing -> Biodomain: Proteostasis, Synapse, Autophagy, Endolysosome, Apoptosis
GO Term: Islet Amyloid Polypeptide Processing -> Biodomain: Proteostasis, APP Metabolism, Apoptosis, Endolysosome, Lipid Metabolism
GO Term: Gpi Anchor Binding -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Protein Kinase A Catalytic Subunit Binding -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Apoptosis, Lipid Metabolism
GO Term: Protein Kinase A Regulatory Subunit Binding -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Cell Cycle, Epigenetic
GO Term: Macrophage Fusion -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Endolysosome, Oxidative Stress
GO Term: Positive Regulation Of Macrophage Fusion -> Biodomain: Immune Response, Autophagy, Proteostasis, Endolysosome, Apoptosis
GO Term: Negative Regulation Of Syncytium Formation By Plasma Membrane Fusion -> Biodomain: Structural Stabilization, Immune Response, Apoptosis, Lipid Metabolism, Synapse
GO Term: Regulation Of Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, Proteostasis
GO Term: Negative Regulation Of Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Mitochondrial Dna-Directed Rna Polymerase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Structural Stabilization
GO Term: Mitochondrial Transcription Factor Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Snorna Splicing -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Epigenetic, Structural Stabilization
GO Term: Regulation Of Amide Metabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, APP Metabolism, Lipid Metabolism, Autophagy
GO Term: Positive Regulation Of Amide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Regulation Of Urea Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Negative Regulation Of Gtpase Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Immune Response, Synapse
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Iii, Type I -> Biodomain: Autophagy, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Iii, Type Ii -> Biodomain: Autophagy, Endolysosome, Lipid Metabolism, Proteostasis, Apoptosis
GO Term: Atg12-Atg5-Atg16 Complex -> Biodomain: Autophagy, Proteostasis, Endolysosome, Mitochondrial Metabolism, Apoptosis
GO Term: Kynurenic Acid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Response To Monosaccharide -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Response To Disaccharide -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Diol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Structural Stabilization, Cell Cycle, Endolysosome, Immune Response, Synapse
GO Term: Regulation Of Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Negative Regulation Of Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Cell Cycle
GO Term: Nicotinate Riboside Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Cell Junction Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Endolysosome, Vasculature
GO Term: Cell Junction Organization -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Vasculature, Cell Cycle
GO Term: Cell Junction Maintenance -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Adherens Junction Organization -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: Adherens Junction Assembly -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: Adherens Junction Maintenance -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Rna Folding -> Biodomain: RNA Spliceosome, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism
GO Term: Short-Chain Carboxylesterase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Response To Type I Interferon -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, Apoptosis
GO Term: Response To Type Ii Interferon -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Epigenetic
GO Term: Response To Type Iii Interferon -> Biodomain: Immune Response, Endolysosome, Apoptosis, Autophagy, Oxidative Stress
GO Term: Type Iii Interferon Production -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Epigenetic
GO Term: Regulation Of Type Iii Interferon Production -> Biodomain: Immune Response, Autophagy, Apoptosis, Cell Cycle, Oxidative Stress
GO Term: Negative Regulation Of Type Iii Interferon Production -> Biodomain: Immune Response, Apoptosis, Autophagy, Endolysosome, Proteostasis
GO Term: Positive Regulation Of Type Iii Interferon Production -> Biodomain: Immune Response, Epigenetic, Autophagy, Apoptosis, Proteostasis
GO Term: Type Iii Interferon Receptor Activity -> Biodomain: Immune Response, Apoptosis, Autophagy, Oxidative Stress, Proteostasis
GO Term: Glial Cell Apoptotic Process -> Biodomain: Apoptosis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Immune Response
GO Term: Negative Regulation Of Glial Cell Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Myelination
GO Term: Mrna 5'-Diphosphatase Activity -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Proteostasis, Epigenetic, Cell Cycle
GO Term: 'De Novo' Nad+ Biosynthetic Process From L-Tryptophan -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: Nad+ Biosynthetic Process Via The Salvage Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Plasma Lipoprotein Particle -> Biodomain: Lipid Metabolism, Vasculature, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis
GO Term: Mature Chylomicron -> Biodomain: Lipid Metabolism, Vasculature, APP Metabolism, Endolysosome, Proteostasis
GO Term: Chylomicron Remnant -> Biodomain: Lipid Metabolism, Endolysosome, APP Metabolism, Vasculature, Proteostasis
GO Term: Very-Low-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, APP Metabolism, Vasculature, Endolysosome
GO Term: Low-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, APP Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Intermediate-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Endolysosome, Oxidative Stress
GO Term: High-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Autophagy, Vasculature, Immune Response, Structural Stabilization
GO Term: Discoidal High-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Oxidative Stress, Structural Stabilization
GO Term: Spherical High-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Vasculature
GO Term: Protein-Containing Complex Remodeling -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Endolysosome, Synapse
GO Term: Plasma Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Structural Stabilization, Oxidative Stress
GO Term: Triglyceride-Rich Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Autophagy, Endolysosome
GO Term: Chylomicron Remodeling -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Very-Low-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Intermediate-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Endolysosome, Oxidative Stress
GO Term: Low-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: High-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Plasma Lipoprotein Particle Assembly -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Endolysosome
GO Term: Chylomicron Assembly -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Very-Low-Density Lipoprotein Particle Assembly -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: High-Density Lipoprotein Particle Assembly -> Biodomain: Lipid Metabolism, Structural Stabilization, Autophagy, Vasculature, Proteostasis
GO Term: Plasma Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Proteostasis, Structural Stabilization
GO Term: Chylomicron Remnant Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Proteostasis, Autophagy
GO Term: Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Immune Response, Autophagy
GO Term: High-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Oxidative Stress
GO Term: 4-Aminobutyrate:2-Oxoglutarate Transaminase Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Pwp2P-Containing Subcomplex Of 90S Preribosome -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, DNA Repair
GO Term: Lipid Droplet Organization -> Biodomain: Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Endolysosome, Structural Stabilization
GO Term: Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Regulation Of Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Negative Regulation Of Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Positive Regulation Of Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Protein Localization To Cell Surface -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Lipid Metabolism, Endolysosome
GO Term: Telomere Localization -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Telomere Tethering At Nuclear Periphery -> Biodomain: Structural Stabilization, DNA Repair, Cell Cycle, Epigenetic, Proteostasis
GO Term: Nuclear Periphery -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, DNA Repair, Lipid Metabolism
GO Term: Response To Fluid Shear Stress -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Oxidative Stress, Cell Cycle
GO Term: Bisphosphoglycerate 3-Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Urate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Post-Translational Protein Acetylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Autophagosome Lumen -> Biodomain: Autophagy, Proteostasis, Endolysosome, Mitochondrial Metabolism, Apoptosis
GO Term: Bis(5'-Adenosyl)-Hexaphosphatase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Apoptosis, Autophagy, Epigenetic
GO Term: Bis(5'-Adenosyl)-Pentaphosphatase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Apoptosis, Proteostasis
GO Term: Glycoprotein Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Lipoprotein Lipid Oxidation -> Biodomain: Lipid Metabolism, Oxidative Stress, Vasculature, Endolysosome, Proteostasis
GO Term: Lipid Oxidation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Plasma Lipoprotein Particle Oxidation -> Biodomain: Oxidative Stress, Lipid Metabolism, Vasculature, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Plasma Lipoprotein Oxidation -> Biodomain: Oxidative Stress, Lipid Metabolism, Vasculature, Immune Response, Proteostasis
GO Term: Substrate Adhesion-Dependent Cell Spreading -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Synapse
GO Term: Very-Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Vasculature
GO Term: Ubiquitin-Ubiquitin Ligase Activity -> Biodomain: Proteostasis, Ubiquitin Proteasome Pathway, Autophagy, Apoptosis, Immune Response
GO Term: Centriolar Satellite -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Endolysosome
GO Term: Dynactin Binding -> Biodomain: Synapse, Structural Stabilization, Endolysosome, Cell Cycle, Myelination
GO Term: Microtubule Anchoring -> Biodomain: Structural Stabilization, Tau Homeostasis, Synapse, Proteostasis, Autophagy
GO Term: Microtubule Anchoring At Centrosome -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: T-Utp Complex -> Biodomain: Proteostasis, RNA Spliceosome, Cell Cycle, Epigenetic, Autophagy
GO Term: Utp-C Complex -> Biodomain: RNA Spliceosome, Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic
GO Term: Mpp10 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle
GO Term: 3'-5' Rna Helicase Activity -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Oxidative Stress, Autophagy
GO Term: Small-Subunit Processome Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: 90S Preribosome Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Bbsome -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Response To Carbon Monoxide -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Immune Response, Metal Binding and Homeostasis
GO Term: Chromaffin Granule Lumen -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Vasculature, Lipid Metabolism
GO Term: Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, DNA Repair
GO Term: U1 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: U2 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: U4 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: U5 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, DNA Repair, Proteostasis
GO Term: U6 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: Phosphatidylglycerol Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Apoptosis
GO Term: Phosphatidylcholine Phospholipase C Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Oxidative Stress
GO Term: Chondroitin 2-Sulfotransferase Activity -> Biodomain: Structural Stabilization, Lipid Metabolism, Vasculature, Immune Response, Synapse
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatase Activity -> Biodomain: Lipid Metabolism, Signal Transduction, Inositol Phosphate Metabolism, Cell Membrane, Enzyme Regulation
GO Term: Vacuolar Transmembrane Transport -> Biodomain: Endolysosome, Autophagy, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
