Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Glutamyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Epigenetic, DNA Repair
GO Term: Glutaminyl-Trna Aminoacylation -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Glycyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Histidyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Isoleucyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome, Epigenetic
GO Term: Leucyl-Trna Aminoacylation -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Lysyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Metal Binding and Homeostasis
GO Term: Methionyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Epigenetic, Cell Cycle
GO Term: Phenylalanyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Cell Cycle, Autophagy
GO Term: Prolyl-Trna Aminoacylation -> Biodomain: Proteostasis, Amino Acid Metabolic Process, Translation, RNA Metabolic Process, Macromolecule Metabolic Process
GO Term: Seryl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Epigenetic, Cell Cycle
GO Term: Threonyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Autophagy, Apoptosis
GO Term: Tryptophanyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Epigenetic, Cell Cycle
GO Term: Tyrosyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metabolic Process, Autophagy, Apoptosis
GO Term: Valyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome, Lipid Metabolism
GO Term: Regulation Of Translational Initiation -> Biodomain: Proteostasis, Cell Cycle, Autophagy, RNA Spliceosome, Apoptosis
GO Term: Regulation Of Translational Elongation -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, RNA Spliceosome
GO Term: Regulation Of Translational Termination -> Biodomain: Proteostasis, Autophagy, RNA Spliceosome, Apoptosis, Cell Cycle
GO Term: Regulation Of Translational Fidelity -> Biodomain: Proteostasis, Synapse, Structural Stabilization, Autophagy, Oxidative Stress
GO Term: Translational Frameshifting -> Biodomain: Proteostasis, Epigenetic, APP Metabolism, Autophagy, DNA Repair
GO Term: Protein Folding -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: 'De Novo' Protein Folding -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Oxidative Stress
GO Term: Steroid Hormone Receptor Complex Assembly -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Autophagy
GO Term: Signal Peptide Processing -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Apoptosis
GO Term: Protein Phosphorylation -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Immune Response
GO Term: Negative Regulation Of Protein Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Oxidative Stress, Mitochondrial Metabolism
GO Term: Protein Dephosphorylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Protein Acetylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: N-Terminal Protein Amino Acid Acetylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Autophagy, Lipid Metabolism
GO Term: Internal Protein Amino Acid Acetylation -> Biodomain: Proteostasis, Epigenetic, Autophagy, Mitochondrial Metabolism, APP Metabolism
GO Term: Protein Deacetylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Protein Sulfation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Peptidyl-Tyrosine Sulfation -> Biodomain: Proteostasis, Immune Response, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Protein Methylation -> Biodomain: Proteostasis, Epigenetic, Autophagy, Apoptosis, DNA Repair
GO Term: N-Terminal Protein Amino Acid Methylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Cell Cycle, Apoptosis
GO Term: C-Terminal Protein Methylation -> Biodomain: Proteostasis, Epigenetic, Autophagy, Structural Stabilization, Mitochondrial Metabolism
GO Term: Protein Demethylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Protein Glycosylation -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Autophagy, APP Metabolism
GO Term: Protein N-Linked Glycosylation -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Immune Response, Autophagy
GO Term: Dolichol-Linked Oligosaccharide Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Dolichyl Diphosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, APP Metabolism, Endolysosome
GO Term: N-Glycan Processing -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, Endolysosome, Mitochondrial Metabolism
GO Term: Protein O-Linked Glycosylation -> Biodomain: Proteostasis, Cell Cycle, Epigenetic, Autophagy, Oxidative Stress
GO Term: Protein Lipidation -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, APP Metabolism
GO Term: N-Terminal Protein Myristoylation -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Epigenetic
GO Term: C-Terminal Protein Lipidation -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, APP Metabolism
GO Term: Gpi Anchor Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Gpi Anchor Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, APP Metabolism, Endolysosome
GO Term: Proteolysis -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, APP Metabolism
GO Term: Membrane Protein Ectodomain Proteolysis -> Biodomain: Proteostasis, APP Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Tau Homeostasis
GO Term: Protein Monoubiquitination -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, DNA Repair
GO Term: Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins -> Biodomain: Proteostasis, Proteasome, Autophagy, Endolysosome, Apoptosis
GO Term: Glycoprotein Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Protein Deglycosylation -> Biodomain: Proteostasis, Autophagy, Endolysosome, Lipid Metabolism, APP Metabolism
GO Term: Peptide Metabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Amino Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Arginine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: L-Arginine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: L-Arginine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Asparagine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Asparagine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism
GO Term: Aspartate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Aspartate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Cell Cycle
GO Term: L-Aspartate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Cysteine Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Cysteine Biosynthetic Process From Serine -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Glutamate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Amino Acid Metabolism
GO Term: Glutamate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Metabolic Pathways, Proteostasis, Oxidative Stress
GO Term: L-Glutamate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Proteostasis, Autophagy
GO Term: Gamma-Aminobutyrate Shunt -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Glutamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Glutamine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Cell Cycle, Metal Binding and Homeostasis, Proteostasis
GO Term: L-Glutamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Glycine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Glycine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Glycine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Histidine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Immune Response, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: L-Histidine Catabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Carbohydrate Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Isoleucine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: L-Isoleucine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: L-Leucine Metabolic Process -> Biodomain: Amino Acid Metabolism, Branched Chain Amino Acid Metabolism, Metabolic Process, Small Molecule Metabolic Process, Primary Metabolic Process
GO Term: L-Leucine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Lysine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Methionine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, Lipid Metabolism, Cell Cycle, Myelination
GO Term: S-Adenosylmethionine Biosynthetic Process -> Biodomain: Epigenetic, Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: L-Phenylalanine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Proline Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Proline Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: L-Proline Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: L-Serine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Serine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Serine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Threonine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Threonine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Endolysosome
GO Term: L-Tryptophan Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: L-Tryptophan Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Tyrosine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Tyrosine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Tyrosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Valine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: L-Valine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Modified Amino Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Biogenic Amine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Synapse, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Amino-Acid Betaine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Amino-Acid Betaine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Ethanolamine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Autophagy
GO Term: Acetylcholine Catabolic Process -> Biodomain: Synapse, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Melanin Metabolic Process -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Endolysosome, Autophagy, Epigenetic
GO Term: Melanin Biosynthetic Process From Tyrosine -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Catecholamine Metabolic Process -> Biodomain: Oxidative Stress, Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy
GO Term: Dopamine Biosynthetic Process From Tyrosine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Serotonin Biosynthetic Process From Tryptophan -> Biodomain: Mitochondrial Metabolism, Synapse, Metal Binding and Homeostasis, Epigenetic, Oxidative Stress
GO Term: Octopamine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Thyroid Hormone Generation -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Ornithine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Ornithine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: L-Ornithine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Polyamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Polyamine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Spermine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Polyamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Creatine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Epigenetic, Structural Stabilization
GO Term: Creatine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Protein Targeting -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Synapse
GO Term: Protein Import Into Nucleus -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, DNA Repair, Autophagy
GO Term: Nls-Bearing Protein Import Into Nucleus -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, DNA Repair, Epigenetic
GO Term: Ribosomal Protein Import Into Nucleus -> Biodomain: Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle, DNA Repair
GO Term: Protein Export From Nucleus -> Biodomain: Proteostasis, Autophagy, Epigenetic, Cell Cycle, Apoptosis
GO Term: Protein Targeting To Membrane -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Cotranslational Protein Targeting To Membrane -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Srp-Dependent Cotranslational Protein Targeting To Membrane -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Synapse, Lipid Metabolism
GO Term: Srp-Dependent Cotranslational Protein Targeting To Membrane, Translocation -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Autophagy, APP Metabolism
GO Term: Srp-Dependent Cotranslational Protein Targeting To Membrane, Signal Sequence Recognition -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, APP Metabolism
GO Term: Protein Retention In Er Lumen -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Protein Targeting To Lysosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Intracellular Trafficking, Vesicle Trafficking
GO Term: Protein Targeting To Vacuole -> Biodomain: Endolysosome, Autophagy, Proteostasis, APP Metabolism, Lipid Metabolism
GO Term: Vacuolar Protein Processing -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Lipid Metabolism
GO Term: Protein Targeting To Peroxisome -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Protein Targeting To Mitochondrion -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: Protein Processing Involved In Protein Targeting To Mitochondrion -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Myelination
GO Term: Fatty Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Unsaturated Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Proteostasis
GO Term: Acyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Neutral Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Acylglycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Monoacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Triglyceride Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Triglyceride Mobilization -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Membrane Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Phospholipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phosphatidylethanolamine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Phospholipid Transfer To Membrane -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Glycerophospholipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Myelination, Structural Stabilization
GO Term: Diacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Cell Cycle, Proteostasis
GO Term: Phosphatidic Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Myelination, Autophagy
GO Term: Phosphatidylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Endolysosome, Autophagy
GO Term: Phosphatidylcholine Biosynthetic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Cdp-Choline Pathway -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy
GO Term: Phosphatidylserine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Phosphatidylserine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Apoptosis, Endolysosome
GO Term: Phosphatidylserine Catabolic Process -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Mitochondrial Metabolism, Proteostasis
GO Term: Phosphatidylinositol Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Oxidative Stress
GO Term: Platelet Activating Factor Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Oxidative Stress, Structural Stabilization
GO Term: Glycolipid Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Autophagy, APP Metabolism
GO Term: Sphingolipid Metabolic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Autophagy, Endolysosome, Oxidative Stress
GO Term: 3-Keto-Sphinganine Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Sphinganine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Sphinganine-1-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Membrane Lipid Metabolic Process, Phosphate-Containing Compound Metabolic Process, Organelle Metabolic Process, Primary Metabolic Process
GO Term: Sphinganine-1-Phosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Myelination, Endolysosome, Apoptosis, Cell Cycle
GO Term: Sphingosine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Ceramide Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Glycosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Glucosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Glucosylceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Apoptosis, Myelination, Structural Stabilization
GO Term: Glucosylceramide Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Galactosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Myelination, Structural Stabilization, Endolysosome, Autophagy
GO Term: Galactosylceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Myelination, Structural Stabilization, Endolysosome, Autophagy
GO Term: Galactosylceramide Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Sphingomyelin Metabolic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Apoptosis, Autophagy, Mitochondrial Metabolism
GO Term: Sphingomyelin Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Sphingomyelin Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Myelination, Oxidative Stress, Proteostasis
GO Term: Glycosphingolipid Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization, Immune Response
GO Term: Glycosphingolipid Biosynthetic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Endolysosome, Autophagy, Proteostasis
GO Term: Ganglioside Catabolic Process -> Biodomain: Lipid Metabolism, Glycosphingolipid Metabolism, Catabolic Process, Endolysosome, Membrane Trafficking and Structure
GO Term: Icosanoid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Leukotriene Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Apoptosis
GO Term: Prostanoid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Immune Response, Vasculature, Oxidative Stress
GO Term: Prostaglandin Metabolic Process -> Biodomain: Lipid Metabolism, Fatty Acid Metabolism, Eicosanoid Metabolism, Immune Response, Oxidative Stress
Saved results to: Experiment/DeepSeek/01-Reference_free/02-Name_structure/Temp_0/go_biodomain_results_part_3.csv
