Running with TEMP=0.5, sub_array_index=8
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 8: rows 7000 to 7999
GO Term: Cardiolipin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Oxidative Stress, Autophagy
GO Term: Establishment Of Sister Chromatid Cohesion -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Establishment Of Mitotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, DNA Repair
GO Term: Maintenance Of Mitotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis, Autophagy
GO Term: Establishment Of Meiotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Epigenetic, Autophagy
GO Term: Response To Cytokine -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Vcp-Npl4-Ufd1 Aaa Atpase Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Erythrocyte Homeostasis -> Biodomain: Immune Response, Endolysosome, Apoptosis, Lipid Metabolism, Vasculature
GO Term: Regulation Of Tissue Remodeling -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Tissue Remodeling -> Biodomain: Vasculature, Immune Response, Autophagy, Structural Stabilization, Epigenetic
GO Term: Negative Regulation Of Erythrocyte Clearance -> Biodomain: Immune Response, Apoptosis, Proteostasis, Vasculature, Oxidative Stress
GO Term: Homotypic Cell-Cell Adhesion -> Biodomain: Cell Adhesion, Structural Stabilization, Synapse, Vasculature, Proteostasis
GO Term: Negative Regulation Of Homotypic Cell-Cell Adhesion -> Biodomain: Immune Response, Apoptosis, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Positive Regulation Of Homotypic Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Cell Cycle, Lipid Metabolism
GO Term: Heterotypic Cell-Cell Adhesion -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Synapse, Myelination
GO Term: Negative Regulation Of Heterotypic Cell-Cell Adhesion -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Positive Regulation Of Heterotypic Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Proteostasis, Synapse
GO Term: Regulation Of Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Autophagy
GO Term: Positive Regulation Of Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Proteostasis
GO Term: Negative Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Proteostasis
GO Term: Positive Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Inflammatory Response, Signal Transduction, Cellular Response to Stimulus, Regulation of Immune System Process
GO Term: Regulation Of Myd88-Independent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Myd88-Independent Toll-Like Receptor Signaling Pathway -> Biodomain: Immune Response, Signal Transduction, Pathogen Response, Innate Immunity, Cell Signaling
GO Term: Toll-Like Receptor 2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Toll-Like Receptor 2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Endolysosome, Apoptosis
GO Term: Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Endolysosome, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Regulation Of Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Oxidative Stress, Apoptosis
GO Term: Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Regulation Of Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Toll-Like Receptor 5 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Toll-Like Receptor 5 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Regulation Of Toll-Like Receptor 6 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor 6 Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Autophagy, Endolysosome, Apoptosis
GO Term: Toll-Like Receptor 7 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Negative Regulation Of Toll-Like Receptor 7 Signaling Pathway -> Biodomain: Immune Response, Toll-like Receptor Signaling, Innate Immunity, Negative Regulation, Cytokine Signaling
GO Term: Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Autophagy, Proteostasis
GO Term: Toll-Like Receptor 8 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Toll-Like Receptor 8 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Vasculature
GO Term: Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Oxidative Stress
GO Term: Regulation Of Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Negative Regulation Of Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Epigenetic
GO Term: Positive Regulation Of Toll-Like Receptor 9 Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Maintenance Of Mitotic Sister Chromatid Cohesion -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis, Epigenetic
GO Term: Apolipoprotein Binding -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Apolipoprotein A-I Binding -> Biodomain: Lipid Metabolism, Vasculature, Oxidative Stress, Immune Response, Autophagy
GO Term: Apolipoprotein A-I Receptor Activity -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Endolysosome, Proteostasis
GO Term: Very-Low-Density Lipoprotein Particle Binding -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Apolipoprotein Receptor Binding -> Biodomain: Lipid Metabolism, Vasculature, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Apolipoprotein A-I Receptor Binding -> Biodomain: Lipid Metabolism, Vasculature, Oxidative Stress, Immune Response, Endolysosome
GO Term: Triglyceride Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Cellular Response To Amino Acid Starvation -> Biodomain: Amino Acid Metabolism, mTOR Signaling, Proteostasis, Autophagy, Epigenetic
GO Term: Activation Of Protein Kinase A Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Cell Cycle, Epigenetic
GO Term: Response To Oleic Acid -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Glycolipid Floppase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Glycolipid Translocation -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Structural Stabilization, Autophagy
GO Term: Lipid Translocation -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Apoptosis, Lipid Metabolism
GO Term: Gtp-Dependent Protein Kinase Activity -> Biodomain: Proteostasis, Signal Transduction, Autophagy, Apoptosis, Cell Cycle
GO Term: Quinolinate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Autophagy
GO Term: Protein Hexamerization -> Biodomain: Proteostasis, Protein Complex Assembly, Structural Stabilization, Cellular Organization, Autophagy
GO Term: Carbohydrate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Vasculature
GO Term: Monoatomic Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Metal Binding and Homeostasis, Synapse, Vasculature
GO Term: Cellular Response To Zinc Ion Starvation -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Trna Thio-Modification -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Ethanolamine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Ethanolamine Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Enkephalin Processing -> Biodomain: Proteostasis, Endolysosome, Synapse, Lipid Metabolism, Autophagy
GO Term: Islet Amyloid Polypeptide Processing -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Apoptosis, Autophagy
GO Term: Gpi Anchor Binding -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Endolysosome, Immune Response
GO Term: Protein Kinase A Catalytic Subunit Binding -> Biodomain: Signal Transduction, Kinase, Metabolism, Phosphorylation, Cell Signaling
GO Term: Protein Kinase A Regulatory Subunit Binding -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Epigenetic, Cell Cycle
GO Term: Macrophage Fusion -> Biodomain: Immune Response, Inflammatory Response, Cell Adhesion, Cell Differentiation, Tissue Remodeling
GO Term: Positive Regulation Of Macrophage Fusion -> Biodomain: Immune Response, Structural Stabilization, Autophagy, Endolysosome, Cell Cycle
GO Term: Negative Regulation Of Syncytium Formation By Plasma Membrane Fusion -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Negative Regulation Of Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Immune Response, Proteostasis
GO Term: Mitochondrial Dna-Directed Rna Polymerase Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: Mitochondrial Transcription Factor Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Snorna Splicing -> Biodomain: RNA Spliceosome, RNA Processing, Translation, Epigenetic, Proteostasis
GO Term: Regulation Of Amide Metabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, APP Metabolism, Autophagy
GO Term: Positive Regulation Of Amide Metabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Regulation Of Urea Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Negative Regulation Of Gtpase Activity -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Synapse, Lipid Metabolism
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Iii, Type I -> Biodomain: Autophagy, Lipid Metabolism, Proteostasis, Endolysosome, Apoptosis
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Iii, Type Ii -> Biodomain: Endolysosome, Autophagy, Lipid Metabolism, Proteostasis, Structural Stabilization
GO Term: Atg12-Atg5-Atg16 Complex -> Biodomain: Autophagy, Endolysosome, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Kynurenic Acid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Response To Monosaccharide -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Disaccharide -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Diol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Structural Stabilization, Synapse, Cell Cycle, Proteostasis, Autophagy
GO Term: Regulation Of Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Immune Response
GO Term: Negative Regulation Of Arp2/3 Complex-Mediated Actin Nucleation -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Endolysosome, Autophagy
GO Term: Nicotinate Riboside Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Cell Junction Assembly -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Cell Cycle
GO Term: Cell Junction Organization -> Biodomain: Synapse, Structural Stabilization, Myelination, Cell Cycle, Proteostasis
GO Term: Cell Junction Maintenance -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Epigenetic
GO Term: Adherens Junction Organization -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Lipid Metabolism, Vasculature
GO Term: Adherens Junction Assembly -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Cell Cycle, Autophagy
GO Term: Adherens Junction Maintenance -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Endolysosome
GO Term: Rna Folding -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, RNA Spliceosome, Proteostasis, Epigenetic
GO Term: Short-Chain Carboxylesterase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Response To Type I Interferon -> Biodomain: Immune Response, Apoptosis, Epigenetic, Proteostasis, Autophagy
GO Term: Response To Type Ii Interferon -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Epigenetic
GO Term: Response To Type Iii Interferon -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Endolysosome
GO Term: Type Iii Interferon Production -> Biodomain: Immune Response, Endolysosome, Apoptosis, Oxidative Stress, Autophagy
GO Term: Regulation Of Type Iii Interferon Production -> Biodomain: Immune Response, Epigenetic, Autophagy, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Type Iii Interferon Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Type Iii Interferon Production -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Type Iii Interferon Receptor Activity -> Biodomain: Immune Response, Apoptosis, Autophagy, Cell Cycle, Epigenetic
GO Term: Glial Cell Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Synapse, Autophagy, Immune Response
GO Term: Negative Regulation Of Glial Cell Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Synapse, Proteostasis, Structural Stabilization
GO Term: Mrna 5'-Diphosphatase Activity -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Cell Cycle, Autophagy
GO Term: 'De Novo' Nad+ Biosynthetic Process From L-Tryptophan -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Nad+ Biosynthetic Process Via The Salvage Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Plasma Lipoprotein Particle -> Biodomain: Lipid Metabolism, Vasculature, Oxidative Stress, Immune Response, Proteostasis
GO Term: Mature Chylomicron -> Biodomain: Lipid Metabolism, Vasculature, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Chylomicron Remnant -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Mitochondrial Metabolism
GO Term: Very-Low-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, APP Metabolism, Vasculature, Endolysosome, Proteostasis
GO Term: Low-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Vasculature
GO Term: Intermediate-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Vasculature, Endolysosome
GO Term: High-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Vasculature, Oxidative Stress, Proteostasis, Immune Response
GO Term: Discoidal High-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Vasculature, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Spherical High-Density Lipoprotein Particle -> Biodomain: Lipid Metabolism, Vasculature, Oxidative Stress, Structural Stabilization, Immune Response
GO Term: Protein-Containing Complex Remodeling -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Endolysosome, Synapse
GO Term: Plasma Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Triglyceride-Rich Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Vasculature, Proteostasis
GO Term: Chylomicron Remodeling -> Biodomain: Lipid Metabolism, Vasculature, Endolysosome, Proteostasis, Autophagy
GO Term: Very-Low-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: Intermediate-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Vasculature, Oxidative Stress
GO Term: Low-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: High-Density Lipoprotein Particle Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Vasculature
GO Term: Plasma Lipoprotein Particle Assembly -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Chylomicron Assembly -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Very-Low-Density Lipoprotein Particle Assembly -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Vasculature, Oxidative Stress
GO Term: High-Density Lipoprotein Particle Assembly -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Plasma Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Chylomicron Remnant Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Vasculature
GO Term: Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Immune Response
GO Term: High-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Oxidative Stress
GO Term: 4-Aminobutyrate:2-Oxoglutarate Transaminase Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Pwp2P-Containing Subcomplex Of 90S Preribosome -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Structural Stabilization, Autophagy
GO Term: Lipid Droplet Organization -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Regulation Of Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Negative Regulation Of Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Positive Regulation Of Smooth Muscle Cell Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Cell Cycle, Oxidative Stress, Immune Response
GO Term: Protein Localization To Cell Surface -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Vasculature, Immune Response
GO Term: Telomere Localization -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Telomere Tethering At Nuclear Periphery -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, DNA Repair, Proteostasis
GO Term: Nuclear Periphery -> Biodomain: Structural Stabilization, Epigenetic, DNA Repair, Proteostasis, Cell Cycle
GO Term: Response To Fluid Shear Stress -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Endolysosome, Immune Response
GO Term: Bisphosphoglycerate 3-Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Urate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Immune Response, DNA Repair, Metal Binding and Homeostasis
GO Term: Post-Translational Protein Acetylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, APP Metabolism
GO Term: Autophagosome Lumen -> Biodomain: Autophagy, Proteostasis, Endolysosome, Apoptosis, Mitochondrial Metabolism
GO Term: Bis(5'-Adenosyl)-Hexaphosphatase Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Apoptosis, Cell Cycle, Proteostasis
GO Term: Bis(5'-Adenosyl)-Pentaphosphatase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Cell Cycle, DNA Repair
GO Term: Glycoprotein Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Immune Response, APP Metabolism
GO Term: Lipoprotein Lipid Oxidation -> Biodomain: Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Lipid Oxidation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: Plasma Lipoprotein Particle Oxidation -> Biodomain: Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Vasculature
GO Term: Negative Regulation Of Plasma Lipoprotein Oxidation -> Biodomain: Oxidative Stress, Lipid Metabolism, Vasculature, Immune Response, Endolysosome
GO Term: Substrate Adhesion-Dependent Cell Spreading -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Immune Response, Apoptosis
GO Term: Very-Low-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Proteostasis, Autophagy
GO Term: Ubiquitin-Ubiquitin Ligase Activity -> Biodomain: Proteostasis, Immune Response, Apoptosis, Autophagy, Oxidative Stress
GO Term: Centriolar Satellite -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Endolysosome
GO Term: Dynactin Binding -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Microtubule Anchoring -> Biodomain: Structural Stabilization, Proteostasis, Tau Homeostasis, Cell Cycle, Synapse
GO Term: Microtubule Anchoring At Centrosome -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Synapse, Autophagy
GO Term: T-Utp Complex -> Biodomain: Proteostasis, RNA Spliceosome, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Utp-C Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Epigenetic, DNA Repair
GO Term: Mpp10 Complex -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Autophagy, DNA Repair
GO Term: 3'-5' Rna Helicase Activity -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Epigenetic, Protein Synthesis
GO Term: Small-Subunit Processome Assembly -> Biodomain: RNA Spliceosome, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: 90S Preribosome Assembly -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Autophagy, DNA Repair
GO Term: Bbsome -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Endolysosome, Autophagy
GO Term: Response To Carbon Monoxide -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis, Apoptosis
GO Term: Chromaffin Granule Lumen -> Biodomain: Endolysosome, Proteostasis, Vasculature, Lipid Metabolism, Oxidative Stress
GO Term: Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Autophagy
GO Term: U1 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Autophagy
GO Term: U2 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: U4 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: U5 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: U6 Snrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Cell Cycle
GO Term: Phosphatidylglycerol Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Phosphatidylcholine Phospholipase C Activity -> Biodomain: Lipid Metabolism, Signal Transduction, Membrane Dynamics, Structural Stabilization, Autophagy
GO Term: Chondroitin 2-Sulfotransferase Activity -> Biodomain: Structural Stabilization, Synapse, Vasculature, Immune Response, Lipid Metabolism
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Immune Response, Cell Cycle
