Running with TEMP=0.9, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Abc-Type Fatty-Acyl-Coa Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Dna Translocase Activity -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis, Autophagy
GO Term: Actin Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Endolysosome
GO Term: Microtubule Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Tubulin Binding -> Biodomain: Structural Stabilization, Cell Cycle, Endolysosome, Proteostasis, Autophagy
GO Term: Short-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Autophagy, Endolysosome
GO Term: Toxic Substance Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Fatty Acid Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Peptidoglycan Transmembrane Transporter Activity -> Biodomain: Structural Stabilization, Immune Response, Endolysosome, Autophagy, Cell Cycle
GO Term: Lactate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Quaternary Ammonium Group Transmembrane Transporter Activity -> Biodomain: Synapse, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Alanine:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Branched-Chain Amino Acid:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Synapse, Vasculature
GO Term: Branched-Chain Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Endolysosome
GO Term: P-Type Ion Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Carbon Dioxide Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Oxygen Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Nickel Cation Transport -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Vanadium Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Copper Ion Import -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Plasma Membrane Copper Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Molybdate Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Lead Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Endolysosome, Proteostasis, Autophagy
GO Term: Magnesium Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Mercury Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Organic Cation Transport -> Biodomain: Synapse, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Quaternary Ammonium Group Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Inorganic Anion Transport -> Biodomain: Endolysosome, Vasculature, Mitochondrial Metabolism, Oxidative Stress, Synapse
GO Term: Bicarbonate Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Iodide Transport -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Nitrate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Nitrite Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Vasculature, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Thiosulfate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Organic Anion Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Monocarboxylic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Bile Acid And Bile Salt Transport -> Biodomain: Lipid Metabolism, Vasculature, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Canalicular Bile Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Bilirubin Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Vasculature, Endolysosome
GO Term: Formate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Lactate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Immune Response, Autophagy
GO Term: Mevalonate Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Oxaloacetate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Propanoate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Prostaglandin Transport -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Oxidative Stress, Mitochondrial Metabolism
GO Term: Taurine Transmembrane Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Sialic Acid Transport -> Biodomain: Endolysosome, Lipid Metabolism, Synapse, Immune Response, Proteostasis
GO Term: C4-Dicarboxylate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Fumarate Transport -> Biodomain: Mitochondrial Metabolism, Metabolism, Transport, Proteostasis, Oxidative Stress
GO Term: Alpha-Ketoglutarate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism
GO Term: Succinate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Citrate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Urate Transport -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Organophosphate Ester Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Pentose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Fructose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Fucose Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Galactose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Glucose-6-Phosphate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Mannose Transmembrane Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Sucrose Transport -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Polysaccharide Transport -> Biodomain: Lipid Metabolism, Structural Stabilization, Autophagy, Immune Response, Mitochondrial Metabolism
GO Term: Glucuronoside Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Vasculature
GO Term: Nucleotide-Sugar Transmembrane Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Immune Response
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transport -> Biodomain: Synapse, Immune Response, Endolysosome, Myelination, Lipid Metabolism
GO Term: Udp-Glucose Transmembrane Transport -> Biodomain: Lipid Metabolism, Proteostasis, APP Metabolism, Endolysosome, Mitochondrial Metabolism
GO Term: Udp-Glucuronate Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transport -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Udp-Xylose Transmembrane Transport -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Autophagy
GO Term: Polyol Transmembrane Transport -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Glycerol Transmembrane Transport -> Biodomain: Lipid Metabolism, Vasculature, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Mannitol Transmembrane Transport -> Biodomain: Carbohydrate Metabolism, Membrane Transport, Solute Carrier, Small Molecule Transport, Cellular Compartmentalization
GO Term: Myo-Inositol Transport -> Biodomain: Lipid Metabolism, Endolysosome, Synapse, Autophagy, Epigenetic
GO Term: Acidic Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Endolysosome, Autophagy
GO Term: Aromatic Amino Acid Transport -> Biodomain: Amino Acid Metabolism, Proteostasis, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism
GO Term: Basic Amino Acid Transport -> Biodomain: Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Branched-Chain Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Neutral Amino Acid Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism
GO Term: S-Adenosyl-L-Methionine Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: L-Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Alanine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Aspartate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Proteostasis, Cellular Metabolism, Mitochondrial Transport
GO Term: L-Cystine Transport -> Biodomain: Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Endolysosome, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid Transport -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: L-Glutamate Transmembrane Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Glycine Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Histidine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Isoleucine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress
GO Term: Lysine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: L-Leucine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Methionine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Oxidative Stress, Endolysosome
GO Term: Ornithine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism
GO Term: Phenylalanine Transport -> Biodomain: Amino Acid Metabolism, Membrane Transport, Neurotransmitter Systems, Metabolism, Neuronal Support
GO Term: Proline Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: L-Serine Transport -> Biodomain: Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Threonine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Tryptophan Transport -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Immune Response
GO Term: Tyrosine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Valine Transport -> Biodomain: Amino Acid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Peptide Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Immune Response, Mitochondrial Metabolism
GO Term: Peptidoglycan Transport -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Endolysosome, Autophagy
GO Term: Amine Transport -> Biodomain: Synapse, Endolysosome, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Amino-Acid Betaine Transport -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Structural Stabilization, Mitochondrial Metabolism
GO Term: Urea Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Aminergic Neurotransmitter Loading Into Synaptic Vesicle -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Methylammonium Transport -> Biodomain: Ion Homeostasis, Nitrogen Metabolism, Membrane Transport Systems, Cellular Processes, Nutrient Uptake
GO Term: Monoamine Transport -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism
GO Term: Putrescine Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Spermidine Transport -> Biodomain: Autophagy, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Organic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Organic Hydroxy Compound Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Vasculature, Endolysosome, Proteostasis
GO Term: Nucleobase Transport -> Biodomain: Endolysosome, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Epigenetic
GO Term: Adenine Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, RNA Spliceosome, Endolysosome, Autophagy
GO Term: Guanine Transport -> Biodomain: Mitochondrial Metabolism, Nucleotide Metabolism, Purine Metabolism, Metabolic Processes, Small Molecule Transport
GO Term: Pyrimidine Nucleobase Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: Nucleoside Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Synapse, Vasculature, Immune Response
GO Term: Purine Nucleoside Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Synapse, Epigenetic, Immune Response
GO Term: Cytidine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Endolysosome, Proteostasis
GO Term: Uridine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Cell Cycle
GO Term: Pyrimidine Nucleoside Transport -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism
GO Term: Purine Nucleotide Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Adp Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Atp Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Acetylcholine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Choline Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Synapse, Myelination, Endolysosome
GO Term: Dopamine Transport -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Norepinephrine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Acetyl-Coa Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Biotin Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Carnitine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Creatine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Lipid Metabolism, Structural Stabilization
GO Term: L-Ascorbic Acid Transmembrane Transport -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Epigenetic, Immune Response, Vasculature
GO Term: Folic Acid Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Vasculature
GO Term: Heme Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Pantothenate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Thiamine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Cobalamin Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Endolysosome, Vasculature
GO Term: Siderophore Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Tetracycline Transmembrane Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Long-Chain Fatty Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Long-Chain Fatty Acid Import Into Peroxisome -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Long-Chain Fatty Acid Import Across Plasma Membrane -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy
GO Term: Short-Chain Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Short-Chain Fatty Acid Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Autophagy
GO Term: Phospholipid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Fatty-Acyl-Coa Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Aminophospholipid Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Sterol Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Vasculature
GO Term: Peroxisomal Membrane Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Lipopolysaccharide Transport -> Biodomain: Immune Response, Endolysosome, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Mannosidase Activity -> Biodomain: Glycosylation, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Glucosidase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Hexosaminidase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Synapse, Structural Stabilization, Autophagy
GO Term: Nucleobase-Containing Compound Transport -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Autophagy
GO Term: Nucleobase-Containing Compound Transmembrane Transporter Activity -> Biodomain: Endolysosome, Autophagy, Epigenetic, RNA Spliceosome, DNA Repair
GO Term: Large Ribosomal Subunit -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Epigenetic
GO Term: Small Ribosomal Subunit -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Mitochondrial Metabolism, RNA Spliceosome
GO Term: Coenzyme A Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Oxidative Stress, Autophagy
GO Term: Coenzyme A Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Coenzyme A Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Pantothenate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Formate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Cell Cycle, Lipid Metabolism
GO Term: Formate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Nucleobase-Containing Small Molecule Interconversion -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, Mitochondrial Metabolism
GO Term: Diadenosine Polyphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Apoptosis
GO Term: Diadenosine Triphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Diadenosine Tetraphosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, DNA Repair, Proteostasis, Autophagy
GO Term: Energy Derivation By Oxidation Of Organic Compounds -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Proton Motive Force-Driven Atp Synthesis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Electron Transport Coupled Proton Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Phospholipase Activator Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Phospholipase A2 Activator Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Proteostasis
GO Term: Dystrophin-Associated Glycoprotein Complex -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Vasculature, Lipid Metabolism
GO Term: Dystroglycan Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Myelination, Endolysosome
GO Term: Sarcoglycan Complex -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Lipid Metabolism, Autophagy
GO Term: Syntrophin Complex -> Biodomain: Structural Stabilization, Vasculature, Synapse, Oxidative Stress, Proteostasis
GO Term: Morphogen Activity -> Biodomain: Growth Factor, Signal Transduction, Developmental Biology, Cell Adhesion, Cell Differentiation
GO Term: Cyclosporin A Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Lipid Metabolism
GO Term: Peptidoglycan Immune Receptor Activity -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Endolysosome, Synapse, Proteostasis
GO Term: Cdp-Diacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Proteostasis
GO Term: Trna Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism
GO Term: Viral Process -> Biodomain: Immune Response, Apoptosis, Autophagy, Endolysosome, Cell Cycle
GO Term: Maleylacetoacetate Isomerase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Zeta Dna Polymerase Complex -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Cellular Response To Phosphate Starvation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Absorption Of Visible Light -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Lipid Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Detection Of Bacterium -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Apoptosis, Proteostasis
GO Term: Detection Of Fungus -> Biodomain: Immune Response, Endolysosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: Detection Of Temperature Stimulus -> Biodomain: Synapse, Myelination, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Vesicle Organization -> Biodomain: Endolysosome, Proteostasis, Autophagy, Synapse, Lipid Metabolism
GO Term: Carbohydrate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: Carbohydrate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Wnt Signaling Pathway -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Synapse
GO Term: G Protein-Coupled Opsin Signaling Pathway -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Immunoglobulin Mediated Immune Response -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Type I Hypersensitivity -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Mitochondrial Metabolism, Cell Cycle, Immune Response
GO Term: Mrna Metabolic Process -> Biodomain: RNA Spliceosome, Cell Cycle, Epigenetic, Endolysosome, Autophagy
GO Term: Rrna Metabolic Process -> Biodomain: RNA Spliceosome, Cell Cycle, Autophagy, Proteostasis, Mitochondrial Metabolism
