Running with TEMP=0.9, sub_array_index=9
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 9: rows 8000 to 8999
GO Term: Mitochondrial Respiratory Chain Complex Iii Assembly -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Cell Proliferation By Vegf-Activated Platelet Derived Growth Factor Receptor Signaling Pathway -> Biodomain: Vasculature, Cell Cycle, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Nodal Signaling Pathway -> Biodomain: Signaling Pathways, Cell Differentiation, Embryogenesis, Developmental Biology, Signal Transduction
GO Term: Fc Receptor Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Fc-Gamma Receptor Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Fc-Epsilon Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Vasculature
GO Term: Fc-Gamma Receptor Signaling Pathway Involved In Phagocytosis -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Mast Cell Activation By Fc-Epsilon Receptor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Sequestering Of Bmp From Receptor Via Bmp Binding -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Immune Response, Lipid Metabolism
GO Term: Nodal Binding -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Immune Response
GO Term: Sequestering Of Nodal From Receptor Via Nodal Binding -> Biodomain: Proteostasis, Immune Response, Apoptosis, Autophagy, Endolysosome
GO Term: Activin Receptor Antagonist Activity -> Biodomain: Signaling, Cell Growth and Differentiation, Apoptosis, Developmental Processes, Receptor Activity
GO Term: Choriogonadotropin Hormone Binding -> Biodomain: Hormone Activity, Signal Transduction, Cell Communication, Receptor Binding, Reproductive Process
GO Term: Negative Regulation Of Appetite By Leptin-Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Kit Signaling Pathway -> Biodomain: Immune Response, Cell Cycle, Vasculature, Apoptosis, Epigenetic
GO Term: Interleukin-2-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Autophagy, Proteostasis
GO Term: Interleukin-7-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Epigenetic
GO Term: Interleukin-8-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Vasculature, Proteostasis
GO Term: Interleukin-9-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Epigenetic, Autophagy
GO Term: Interleukin-21-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Chemokine (C-C Motif) Ligand 21 Signaling Pathway -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Apoptosis, Endolysosome
GO Term: C-C Motif Chemokine 19 Receptor Activity -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Ccl19-Activated Ccr7 Signaling Pathway -> Biodomain: Immune Response, Vasculature, Proteostasis, Apoptosis, Cell Cycle
GO Term: Ccl21-Activated Ccr7 Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: C-C Motif Chemokine 21 Receptor Activity -> Biodomain: Immune Response, Vasculature, Proteostasis, Endolysosome, Apoptosis
GO Term: Toll-Like Receptor Tlr1:Tlr2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Toll-Like Receptor Tlr6:Tlr2 Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Erbb Signaling Pathway -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Vasculature, Structural Stabilization
GO Term: Erbb2 Signaling Pathway -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Epigenetic, Mitochondrial Metabolism
GO Term: Erbb3 Signaling Pathway -> Biodomain: Signal Transduction, Growth Factor Signaling, Receptor Tyrosine Kinase Signaling, Transcriptional Regulation, Cell Proliferation and Differentiation
GO Term: Erbb4 Signaling Pathway -> Biodomain: Synapse, Vasculature, Apoptosis, Cell Cycle, Myelination
GO Term: Neuregulin Receptor Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Immune Response, Vasculature
GO Term: Neuregulin Binding -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Immune Response
GO Term: Erbb2-Erbb3 Signaling Pathway -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Structural Stabilization
GO Term: Erbb2-Egfr Signaling Pathway -> Biodomain: Cell Cycle, Proteostasis, Endolysosome, Apoptosis, Autophagy
GO Term: Erbb2-Erbb4 Signaling Pathway -> Biodomain: Cell Cycle, Synapse, Apoptosis, Vasculature, Autophagy
GO Term: Erbb4-Erbb4 Signaling Pathway -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Synapse, Proteostasis
GO Term: Erbb3:Erbb2 Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Autophagy
GO Term: Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway -> Biodomain: Immune Response, Vasculature, Apoptosis, Cell Cycle, Epigenetic
GO Term: C-X-C Motif Chemokine 12 Receptor Activity -> Biodomain: Immune Response, Vasculature, Apoptosis, Endolysosome, Autophagy
GO Term: Chemokine (C-C Motif) Ligand 2 Signaling Pathway -> Biodomain: Immune Response, Vasculature, Apoptosis, Proteostasis, Endolysosome
GO Term: Interleukin-11-Mediated Signaling Pathway -> Biodomain: Immune Response, Vasculature, Apoptosis, Cell Cycle, Epigenetic
GO Term: Interleukin-23-Mediated Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Interleukin-3-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Mitochondrial Metabolism
GO Term: Granulocyte-Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Epigenetic, Proteostasis, Cell Cycle, Apoptosis
GO Term: Granulocyte Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Epigenetic, Cell Cycle, Apoptosis
GO Term: C-X-C Chemokine Receptor Cxcr4 Signaling Pathway -> Biodomain: Immune Response, Vasculature, Apoptosis, Proteostasis, Cell Cycle
GO Term: Cxcl12-Activated Cxcr4 Signaling Pathway -> Biodomain: Immune Response, Vasculature, Cell Cycle, Apoptosis, Endolysosome
GO Term: Prolactin Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Erythropoietin-Mediated Signaling Pathway -> Biodomain: Cell Cycle, Apoptosis, Vasculature, Epigenetic, Metal Binding and Homeostasis
GO Term: Thrombopoietin-Mediated Signaling Pathway -> Biodomain: Immune Response, Vasculature, Cell Cycle, Epigenetic, Proteostasis
GO Term: Thrombopoietin Receptor Activity -> Biodomain: Immune Response, Vasculature, Cell Cycle, Apoptosis, Proteostasis
GO Term: Oncostatin-M-Mediated Signaling Pathway -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Autophagy
GO Term: Angiotensin-Activated Signaling Pathway -> Biodomain: Vasculature, Signaling, Immune Response, Oxidative Stress, Apoptosis
GO Term: Somatostatin Signaling Pathway -> Biodomain: Synapse, Vasculature, Lipid Metabolism, Cell Cycle, Immune Response
GO Term: Cannabinoid Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, Apoptosis, Autophagy
GO Term: Interleukin-33-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Epigenetic
GO Term: Interleukin-17A-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Vasculature
GO Term: Death Receptor Agonist Activity -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Proteostasis, Autophagy
GO Term: Complement Component C5A Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Neurotrophin Signaling Pathway -> Biodomain: Synapse, Proteostasis, Apoptosis, Structural Stabilization, Immune Response
GO Term: Nerve Growth Factor Signaling Pathway -> Biodomain: Synapse, Apoptosis, Proteostasis, Endolysosome, Epigenetic
GO Term: G Protein-Coupled Bile Acid Receptor Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Adenylate Cyclase-Activating G Protein-Coupled Bile Acid Receptor Signaling Pathway -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Nuclear Receptor-Mediated Bile Acid Signaling Pathway -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Bile Acid Nuclear Receptor Activity -> Biodomain: Lipid Metabolism, Epigenetic, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Pattern Recognition Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Endolysosome, Proteostasis
GO Term: Cholecystokinin Signaling Pathway -> Biodomain: Synapse, Proteostasis, Endolysosome, Epigenetic, Lipid Metabolism
GO Term: Neuropilin Signaling Pathway -> Biodomain: Vasculature, Synapse, Structural Stabilization, Immune Response, Cell Cycle
GO Term: Vegf-Activated Neuropilin Signaling Pathway -> Biodomain: Vasculature, Cell Cycle, Epigenetic, Immune Response, Structural Stabilization
GO Term: Neuropilin Binding -> Biodomain: Vasculature, Synapse, Immune Response, Proteostasis, Structural Stabilization
GO Term: Gastric Inhibitory Peptide Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Oxidative Stress, Proteostasis
GO Term: Thromboxane A2 Signaling Pathway -> Biodomain: Vasculature, Immune Response, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Thyroid-Stimulating Hormone Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Urokinase Plasminogen Activator Signaling Pathway -> Biodomain: Vasculature, Immune Response, Proteostasis, Apoptosis, Structural Stabilization
GO Term: Type Iii Interferon-Mediated Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Epigenetic
GO Term: Torc1 Signaling -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism
GO Term: Torc2 Signaling -> Biodomain: Autophagy, Cell Cycle, Lipid Metabolism, Proteostasis, Structural Stabilization
GO Term: Pronephric Field Specification -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, Apoptosis, Vasculature
GO Term: Pronephric Nephron Tubule Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism
GO Term: Pronephric Nephron Development -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Oxidative Stress
GO Term: Pronephric Nephron Tubule Development -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: Rig-I Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Mda-5 Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Regulation Of Cytoplasmic Pattern Recognition Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Cytoplasmic Pattern Recognition Receptor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Mda-5 Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Autophagy
GO Term: Regulation Of Rig-I Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Negative Regulation Of Rig-I Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, RNA Spliceosome
GO Term: Symbiont-Mediated Suppression Of Cytoplasmic Pattern Recognition Receptor Signaling Pathway -> Biodomain: Immune Response, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Rig-I Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Pkr/Eifalpha Signaling -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Proteostasis, Autophagy
GO Term: Fusion Of Virus Membrane With Host Endosome Membrane -> Biodomain: Endolysosome, Immune Response, Autophagy, Proteostasis, Apoptosis
GO Term: Negative Stranded Viral Rna Replication -> Biodomain: Immune Response, RNA Spliceosome, Autophagy, Cell Cycle, Proteostasis
GO Term: Single Stranded Viral Rna Replication Via Double Stranded Dna Intermediate -> Biodomain: Immune Response, DNA Repair, RNA Spliceosome, Epigenetic, Apoptosis
GO Term: Viral Rna Genome Replication -> Biodomain: RNA Spliceosome, Cell Cycle, Lipid Metabolism, Autophagy, Immune Response
GO Term: Dna-Templated Viral Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Immune Response, RNA Spliceosome
GO Term: Viral Budding Via Host Escrt Complex -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Apoptosis
GO Term: Co-Receptor Binding -> Biodomain: Immune Response, Synapse, Vasculature, Proteostasis, Endolysosome
GO Term: Establishment Of Mitotic Spindle Localization -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Proteostasis, Epigenetic
GO Term: Regulation Of Growth -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Autophagy, Proteostasis
GO Term: Regulation Of Growth Rate -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Positive Regulation Of Growth Rate -> Biodomain: Cell Cycle, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Autophagy
GO Term: Locomotion -> Biodomain: Immune Response, Cell Cycle, Vasculature, Synapse, Structural Stabilization
GO Term: Regulation Of Locomotion -> Biodomain: Synapse, Immune Response, Cell Cycle, Myelination, Structural Stabilization
GO Term: Negative Regulation Of Locomotion -> Biodomain: Synapse, Apoptosis, Autophagy, Proteostasis, Tau Homeostasis
GO Term: Regulation Of Multicellular Organism Growth -> Biodomain: Cell Cycle, Lipid Metabolism, Epigenetic, Vasculature, Autophagy
GO Term: Negative Regulation Of Multicellular Organism Growth -> Biodomain: Apoptosis, Cell Cycle, Autophagy, Proteostasis, Structural Stabilization
GO Term: Embryonic Cleavage -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Positive Regulation Of Locomotion -> Biodomain: Immune Response, Synapse, Vasculature, Mitochondrial Metabolism, Proteostasis
GO Term: Positive Regulation Of Multicellular Organism Growth -> Biodomain: Cell Cycle, Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Epigenetic
GO Term: Positive Regulation Of Embryonic Development -> Biodomain: Cell Cycle, Epigenetic, Apoptosis, Proteostasis, Structural Stabilization
GO Term: Regulation Of Meiotic Nuclear Division -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Epigenetic Regulation Of Gene Expression -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Snrna Modification -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Cell Cycle
GO Term: Regulation Of Development, Heterochronic -> Biodomain: Epigenetic, Cell Cycle, Apoptosis, Autophagy, Proteostasis
GO Term: Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway -> Biodomain: Vasculature, Cell Cycle, Autophagy, Apoptosis, Endolysosome
GO Term: Polar Body Extrusion After Meiotic Divisions -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Autophagy, Proteostasis
GO Term: Thermosensory Behavior -> Biodomain: Synapse, Myelination, Structural Stabilization, Oxidative Stress, Vasculature
GO Term: Interleukin-18 Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Interleukin-18 Receptor Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Interleukin-15 Receptor Activity -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Endolysosome
GO Term: Interleukin-16 Binding -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Interleukin-16 Receptor Activity -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Synapse
GO Term: Interleukin-20 Binding -> Biodomain: Immune Response, Vasculature, Proteostasis, Apoptosis, Autophagy
GO Term: Interleukin-22 Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Autophagy
GO Term: Interleukin-22 Receptor Activity -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Interleukin-23 Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Interleukin-23 Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Epigenetic
GO Term: Interleukin-12 Receptor Complex -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization
GO Term: Dna Endoreduplication -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Autophagy, Apoptosis
GO Term: Protein Refolding -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Atpase Inhibitor Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Neurexin Family Protein Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Fluid Transport -> Biodomain: Vasculature, Endolysosome, Immune Response, Autophagy, Lipid Metabolism
GO Term: Epithelial Fluid Transport -> Biodomain: Vasculature, Endolysosome, Structural Stabilization, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Olfactory Behavior -> Biodomain: Synapse, Structural Stabilization, Epigenetic, Proteostasis, Lipid Metabolism
GO Term: Regulation Of Dopamine Metabolic Process -> Biodomain: Synapse, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Histone Methyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Chemoattractant Activity -> Biodomain: Immune Response, Vasculature, Apoptosis, Lipid Metabolism, Endolysosome
GO Term: Regulation Of Epidermal Growth Factor Receptor Signaling Pathway -> Biodomain: Cell Cycle, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, DNA Repair
GO Term: Wound Healing -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Gliogenesis -> Biodomain: Structural Stabilization, Synapse, Myelination, Immune Response, Cell Cycle
GO Term: Intraciliary Transport -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Vasculature
GO Term: Cell Migration Involved In Gastrulation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Epigenetic, Vasculature
GO Term: Germ-Line Stem Cell Division -> Biodomain: Cell Cycle, Stem Cells, Reproduction, Genome Integrity, Development
GO Term: T-Helper 1 Type Immune Response -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Type 2 Immune Response -> Biodomain: Immune Response, Apoptosis, Endolysosome, Proteostasis, Autophagy
GO Term: T-Helper Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Oxidative Stress, Apoptosis, Proteostasis
GO Term: T Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Autophagy, Oxidative Stress
GO Term: B Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Autophagy, DNA Repair
GO Term: T Cell Receptor Complex -> Biodomain: Immune Response, Synapse, Proteostasis, Structural Stabilization, Autophagy
GO Term: Positive Regulation Of T Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Autophagy, Proteostasis
GO Term: Positive Regulation Of Activated T Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Epigenetic
GO Term: Alpha-Beta T Cell Receptor Complex -> Biodomain: Immune Response, Synapse, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Gamma-Delta T Cell Receptor Complex -> Biodomain: Immune Response, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: T Cell Activation -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Endolysosome
GO Term: B Cell Activation -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Synapse
GO Term: Macrophage Activation -> Biodomain: Immune Response, Inflammation, Cellular Stress Response, Proteostasis, Autophagy
GO Term: Monocyte Activation -> Biodomain: Immune Response, Apoptosis, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Endothelial Cell Activation -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Neutrophil Activation -> Biodomain: Immune Response, Oxidative Stress, Vasculature, Proteostasis, Apoptosis
GO Term: Nitrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Vasculature, Immune Response
GO Term: Regulation Of Cell Population Proliferation -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Mitochondrial Metabolism, Epigenetic
GO Term: Regulation Of T Cell Proliferation -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Cell Cycle
GO Term: Negative Regulation Of T Cell Proliferation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Epigenetic
GO Term: Thiamine Phosphate Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Fructose 1,6-Bisphosphate 1-Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Rrna Primary Transcript Binding -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Autophagy
GO Term: Meiotic Dna Double-Strand Break Formation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Autophagy
GO Term: Late Meiotic Recombination Nodule Assembly -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Epigenetic, Autophagy
GO Term: Vacuole Fusion, Non-Autophagic -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Structural Stabilization, Autophagy
GO Term: Retrograde Transport, Endosome To Golgi -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, APP Metabolism
GO Term: Dna Strand Invasion -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Apoptosis
GO Term: Cellular Response To Glucose Starvation -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Lipoprotein Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Lipoprotein Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Vasculature
GO Term: Lipoprotein Catabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Telomeric Dna Binding -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis
GO Term: Interleukin-12 Beta Subunit Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Vasculature
GO Term: Interleukin-12 Alpha Subunit Binding -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Acetylcholine Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Immune Response, Metal Binding and Homeostasis
GO Term: Heme Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Apoptosis
GO Term: Heme Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Sh2 Domain Binding -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization
GO Term: Lysophosphatidic Acid Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Structural Stabilization, Autophagy
GO Term: Nuclear Outer Membrane-Endoplasmic Reticulum Membrane Network -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Regulation Of Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Negative Regulation Of Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Tau Homeostasis
GO Term: Xenobiotic Catabolic Process -> Biodomain: Oxidative Stress, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis
GO Term: Ketone Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metabolism, Oxidative Stress, Proteostasis
GO Term: Ketone Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Ketone Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Halogenated Hydrocarbon Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Modified Amino Acid Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Response To Cocaine -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism
GO Term: Rna Repair -> Biodomain: RNA Spliceosome, DNA Repair, Oxidative Stress, Epigenetic, Proteostasis
GO Term: Tissue Regeneration -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Establishment Of Planar Polarity Of Follicular Epithelium -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Lipid Metabolism, Epigenetic
GO Term: Establishment Of Planar Polarity Of Embryonic Epithelium -> Biodomain: Structural Stabilization, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Ribosome Biogenesis -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Epigenetic, DNA Repair
GO Term: Ribosome Assembly -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Autophagy, RNA Spliceosome
