Running with TEMP=0.9, sub_array_index=16
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 16: rows 15000 to 15999
GO Term: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Catalytic Activity, Acting On A Trna -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Cell Cycle
GO Term: Molecular Carrier Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Proteostasis
GO Term: Interleukin-10-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Autophagy, Endolysosome, Cell Cycle
GO Term: Histone H3K4Me1 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Extracellular Vesicle Biogenesis -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Apoptosis, Endolysosome
GO Term: Export Across Plasma Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Histone H4K20Me1 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Histone H3K23Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Histone H3K27Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Chromatin Organization, Transcription Regulation, Proteostasis
GO Term: Negative Regulation Of Lewy Body Formation -> Biodomain: Proteostasis, Autophagy, Structural Stabilization, Oxidative Stress, Synapse
GO Term: Histone H1 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Positive Regulation Of Lymphocyte Chemotaxis -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Autophagy
GO Term: Iron-Sulfur Cluster Chaperone Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Mechanosensitive Monoatomic Cation Channel Activity -> Biodomain: Vasculature, Synapse, Structural Stabilization, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Mitochondrial Potassium Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Proteostasis
GO Term: Ammonium Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Monocarboxylate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Endolysosome, Synapse
GO Term: 3-Alpha-Hydroxysteroid 3-Dehydrogenase [Nad(P)+] Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Dipeptide Import Across Plasma Membrane -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Immune Response
GO Term: Tripeptide Import Across Plasma Membrane -> Biodomain: Proteostasis, Transmembrane Transport, Cellular Processes, Nutrient Transport, Peptide Metabolism
GO Term: Apoptotic Process In Response To Mitochondrial Fragmentation -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Cell Cycle
GO Term: Folic Acid:Proton Symporter Activity -> Biodomain: Vitamin Metabolism, Ion Transport, Membrane Transport, Metabolism, Cellular Processes
GO Term: Regulation Of Long-Chain Fatty Acid Import Into Cell -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Long-Chain Fatty Acid Import Into Cell -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: General Transcription Initiation Factor Activity -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, RNA Spliceosome
GO Term: Dna Topoisomerase Iii-Beta-Tdrd3 Complex -> Biodomain: DNA Repair, Cell Cycle, RNA Spliceosome, Epigenetic, Structural Stabilization
GO Term: Rna Topoisomerase Activity -> Biodomain: RNA Spliceosome, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Epigenetic
GO Term: Serotonin-Gated Cation-Selective Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Vasculature
GO Term: Anterograde Axonal Transport Of Neurotransmitter Receptor Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Intracellular Camp-Activated Cation Channel Activity Involved In Regulation Of Presynaptic Membrane Potential -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Translation At Presynapse -> Biodomain: Synapse, Proteostasis, Structural Stabilization, RNA Spliceosome, Tau Homeostasis
GO Term: Presynaptic Endocytosis -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Perforant Pathway To Dendrate Granule Cell Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Endolysosome
GO Term: Translation At Postsynapse -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Regulation Of Translation At Postsynapse -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Protein Catabolic Process At Postsynapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Apoptosis
GO Term: Regulation Protein Catabolic Process At Presynapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Structural Stabilization
GO Term: Regulation Protein Catabolic Process At Postsynapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Structural Stabilization
GO Term: Cell-Cell Fusion -> Biodomain: Structural Stabilization, Lipid Metabolism, Cell Cycle, Immune Response, Synapse
GO Term: Mitochondrial Proton-Transporting Atp Synthase Complex Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Autophagy
GO Term: Bcor Complex -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, DNA Repair, Immune Response
GO Term: Mrna Cap Binding Complex Binding -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Autophagy
GO Term: Endoplasmic Reticulum-Plasma Membrane Contact Site -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Exogenous Protein Binding -> Biodomain: Immune Response, Proteostasis, Autophagy, Endolysosome, Apoptosis
GO Term: Repair Of Mitotic Kinetochore Microtubule Attachment Defect -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis, Autophagy
GO Term: Mib Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Endoplasmic Reticulum-Endosome Membrane Contact Site -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Endosome Fission -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, APP Metabolism
GO Term: Gbaf Complex -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Peptidyl-Serine Adp-Deribosylation -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Oxidative Stress
GO Term: Peptidyl-Glutamate Adp-Deribosylation -> Biodomain: Proteostasis, Protein Metabolic Process, Macromolecule Metabolic Process, Metabolic Process, Cellular Process
GO Term: Adp-Ribosylserine Hydrolase Activity -> Biodomain: Proteostasis, DNA Repair, Epigenetic, Autophagy, Apoptosis
GO Term: Adp-Ribosylglutamate Hydrolase Activity -> Biodomain: Proteostasis, DNA Repair, Autophagy, Apoptosis, Oxidative Stress
GO Term: Nad Dna Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Metal Binding and Homeostasis
GO Term: General Transcription Initiation Factor Binding -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis, DNA Repair
GO Term: Dna-Binding Transcription Factor Binding -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Endocytic Iron Import Into Cell -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism
GO Term: Molecular Sensor Activity -> Biodomain: Immune Response, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Serine Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Protein Sequestering Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Synapse, Structural Stabilization
GO Term: Cargo Adaptor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, Vasculature
GO Term: Molecular Sequestering Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Tau Homeostasis, Apoptosis
GO Term: Calcium Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism
GO Term: Iron Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Protein Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Synapse
GO Term: Receptor Decoy Activity -> Biodomain: Proteostasis, Apoptosis, Immune Response, Autophagy, Structural Stabilization
GO Term: Atpase-Coupled Intramembrane Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization, Proteostasis
GO Term: Floppase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Endolysosome, Autophagy
GO Term: Lysophospholipid Translocation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Autophagy
GO Term: Aminophospholipid Translocation -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Glycerophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Diacylglyceride Transfer Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Myelination
GO Term: Sphingomyelin Transfer Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Phosphatidylglycerol Transfer Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Cerebroside Transfer Activity -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, Synapse
GO Term: Phosphatidylserine Transfer Activity -> Biodomain: Lipid Metabolism, Apoptosis, Immune Response, Endolysosome, Autophagy
GO Term: Triglyceride Transfer Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Phosphatidylcholine Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Autophagy, Apoptosis
GO Term: Phosphatidylserine Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Apoptosis, Autophagy, Proteostasis
GO Term: N-Retinylidene-Phosphatidylethanolamine Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Structural Stabilization
GO Term: Lysophosphatidylcholine Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Glycosylceramide Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Myelination, Autophagy, Proteostasis
GO Term: Lipid Export From Cell -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Vasculature, Mitochondrial Metabolism
GO Term: Lipid Import Into Cell -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Cargo Receptor Ligand Activity -> Biodomain: Endolysosome, Proteostasis, Synapse, Immune Response, Lipid Metabolism
GO Term: Heme Export From Vacuole To Cytoplasm -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: P-Type Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Abc-Type Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Cyclic-Gmp-Amp Transmembrane Transporter Activity -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Cyclic-Gmp-Amp Transmembrane Import Across Plasma Membrane -> Biodomain: Immune Response, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome
GO Term: Antibacterial Innate Immune Response -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Endolysosome, Proteostasis
GO Term: Antiviral Innate Immune Response -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Immune Receptor Activity -> Biodomain: Immune Response, Endolysosome, Apoptosis, Proteostasis, Autophagy
GO Term: Monoatomic Cation:Bicarbonate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Zinc:Bicarbonate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Epigenetic
GO Term: Transcription Regulator Inhibitor Activity -> Biodomain: Epigenetic, Immune Response, Proteostasis, Autophagy, Apoptosis
GO Term: Dna-(Abasic Site) Binding -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Autophagy
GO Term: Protein-Cysteine S-Stearoyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Cytoskeleton-Nuclear Membrane Anchor Activity -> Biodomain: Structural Stabilization, Cytoskeleton, Proteostasis, DNA Repair, Lipid Metabolism
GO Term: Chromosome, Telomeric Repeat Region -> Biodomain: DNA Repair, Epigenetic, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Cytokine Precursor Processing -> Biodomain: Proteostasis, Immune Response, Autophagy, Endolysosome, Apoptosis
GO Term: Signaling Receptor Ligand Precursor Processing -> Biodomain: Proteostasis, APP Metabolism, Autophagy, Endolysosome, Apoptosis
GO Term: Protein Targeting To Golgi Apparatus -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Protein Aggregate Center Assembly -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Cytoplasm Protein Quality Control -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Structural Stabilization
GO Term: Protein Demethylase Activity -> Biodomain: Epigenetic, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Response To Gram-Positive Bacterium -> Biodomain: Immune Response, Innate Immunity, Inflammation, Antimicrobial Response, Cellular Response to Stress
GO Term: Response To Gram-Negative Bacterium -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Endolysosome, Autophagy
GO Term: Pericentric Heterochromatin Organization -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Cell Cycle, Proteostasis
GO Term: Chromatin-Protein Adaptor Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Iron-Sulfur Cluster Export From The Mitochondrion -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Integrated Stress Response Signaling -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Hri-Mediated Signaling -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Gcn2-Mediated Signaling -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Abc-Type Iron-Sulfur Cluster Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Kinetochore Adaptor Activity -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, DNA Repair, Epigenetic
GO Term: 5-Aminolevulinic Acid Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: 5-Aminolevulinic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Zinc Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Metal Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Microtubule Nucleator Activity -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Metal-Dependent Deubiquitinase Activity -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Apoptosis, Autophagy, Endolysosome
GO Term: Very Long-Chain Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Migrasome -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Mitotic Spindle Assembly Checkpoint Signaling -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Reticulophagy -> Biodomain: Autophagy, Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Reticulophagy -> Biodomain: Autophagy, Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Endoplasmic Reticulum-Autophagosome Adaptor Activity -> Biodomain: Autophagy, Proteostasis, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Granzyme-Mediated Programmed Cell Death Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Protein-Rna Adaptor Activity -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Endolysosome
GO Term: Gtpase-Dependent Fusogenic Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Intracellular Protein-Containing Complex -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism, Endolysosome
GO Term: Transcription Regulator Activator Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Apoptosis, Immune Response
GO Term: Pirna Transcription -> Biodomain: Epigenetic, DNA Repair, Immune Response, Cell Cycle, RNA Spliceosome
GO Term: Positive Regulation Of Pirna Transcription -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Atp-Dependent Protein Disaggregase Activity -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Defense Response To Symbiont -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Tead-Yap Complex -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Autophagy, Apoptosis
GO Term: Xylosyl Alpha-1,3-Xylosyltransferase Activity -> Biodomain: Glycosylation, Post-Translational Modifications, ER/Golgi, Signaling, Secretory Pathway
GO Term: Egf-Domain Serine Glucosyltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Egf-Domain Serine Xylosyltransferase Activity -> Biodomain: APP Metabolism, Proteostasis, Structural Stabilization, Vasculature, Lipid Metabolism
GO Term: Udp-D-Xylose:Beta-D-Glucoside Alpha-1,3-D-Xylosyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Lipid Metabolism, Epigenetic
GO Term: Histone Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Membrane Protein Dislocase Activity -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism
GO Term: Extraction Of Mislocalized Protein From Er Membrane -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Extraction Of Mislocalized Protein From Mitochondrial Outer Membrane -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: Transmembrane Ascorbate Ferrireductase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Transmembrane Monodehydroascorbate Reductase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Ascorbate Homeostasis -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Mitochondrion Autophagosome Adaptor Activity -> Biodomain: Autophagy, Mitochondrial Metabolism, Proteostasis, Endolysosome, Apoptosis
GO Term: P-Type Monovalent Copper Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Adenylate Cyclase-Activating G Protein-Coupled Camp Receptor Signaling Pathway -> Biodomain: Signal Transduction, Immune Response, Autophagy, Cell Cycle, Epigenetic
GO Term: Promoter-Enhancer Loop Anchoring Activity -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Chromatin Loop Anchoring Activity -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis
GO Term: Chromatin Looping -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Nuclear Envelope Budding -> Biodomain: Intracellular Transport, Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Histone H3R8 Methyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Tom Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Protein Carrier Chaperone -> Biodomain: Proteostasis, Autophagy, Endolysosome, Synapse, Structural Stabilization
GO Term: Cysteine-Type Endopeptidase Activator Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Rna Sequestering Activity -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Apoptosis, Epigenetic
GO Term: Dna Damage Sensor Activity -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Structural Stabilization, Oxidative Stress
GO Term: P-Type Manganese Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Iodotyrosine Deiodinase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Opioid Growth Factor Receptor Activity -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Endolysosome
GO Term: Ubiquitin-Dependent Protein Catabolic Process Via The C-End Degron Rule Pathway -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Cell Cycle
GO Term: Canonical Inflammasome Complex Assembly -> Biodomain: Immune Response, Inflammasome-mediated Signaling, Cellular Response to Cytokine, Defense Response, Signal Transduction
GO Term: Card8 Inflammasome Complex Assembly -> Biodomain: Immune Response, Inflammasome, Proteostasis, Apoptosis, Cellular Stress Response
GO Term: Card8 Inflammasome Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Pyroptotic Inflammatory Response -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Catalytic Activity, Acting On A Nucleic Acid -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Oxidative Stress
GO Term: Negative Regulation Of Pre-B Cell Receptor Expression -> Biodomain: Immune Response, Proteostasis, Cell Cycle, Apoptosis, Autophagy
GO Term: P450-Containing Electron Transport Chain -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Radial Glia-Guided Pyramidal Neuron Migration -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Futile Creatine Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Atp-Dependent Chromatin Remodeler Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Cytoskeletal Motor Activator Activity -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Synapse, Endolysosome
GO Term: Atp-Dependent Protein Folding Chaperone -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism, Apoptosis
GO Term: Atp-Dependent Fes Chaperone Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Atp-Dependent Dna Damage Sensor Activity -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Epigenetic
GO Term: Positive Regulation Of Oxytocin Production -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Autophagy, Endolysosome
GO Term: Cohesin Unloader Activity -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Atac Complex -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Autophagy
GO Term: Transcription Elongation-Coupled Chromatin Remodeling -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Atp-Dependent Histone Chaperone Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Structural Stabilization, Cell Cycle
GO Term: Molecular Function Activator Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Cell Cycle, Epigenetic
GO Term: Molecular Function Inhibitor Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Autophagy
GO Term: Histone H3K36Me/H3K36Me2 Demethylase Activity -> Biodomain: Epigenetic, Oxidative Stress, Proteostasis, DNA Repair, Autophagy
GO Term: Histone H3K36Me2/H3K36Me3 Demethylase Activity -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, DNA Repair
GO Term: Fad-Dependent H3K4Me/H3K4Me3 Demethylase Activity -> Biodomain: Epigenetic, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, DNA Repair
GO Term: Histone H3K9Me/H3K9Me2 Demethylase Activity -> Biodomain: Epigenetic, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
