Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 7: rows 6000 to 6999
GO Term: Neuronal-Glial Interaction Involved In Hindbrain Glial-Mediated Radial Cell Migration -> Biodomain: Synapse, Structural Stabilization, Myelination, Proteostasis, Autophagy
GO Term: I Band -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Unknown
GO Term: G-Protein Beta/Gamma-Subunit Complex -> Biodomain: Synapse, Immune Response, Vasculature, Proteostasis, Cell Cycle
GO Term: G-Protein Beta-Subunit Binding -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Cell Cycle, Immune Response
GO Term: G-Protein Gamma-Subunit Binding -> Biodomain: Proteostasis, Synapse, Immune Response, Structural Stabilization, Vasculature
GO Term: G-Protein Beta/Gamma-Subunit Complex Binding -> Biodomain: Proteostasis, Synapse, Immune Response, Vasculature, Endolysosome
GO Term: Adenosine Receptor Binding -> Biodomain: Immune Response, Synapse, Vasculature, Oxidative Stress, Autophagy
GO Term: A1 Adenosine Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Oxidative Stress, Proteostasis
GO Term: A2A Adenosine Receptor Binding -> Biodomain: Synapse, Immune Response, Vasculature, Oxidative Stress, Apoptosis
GO Term: Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Alpha-1B Adrenergic Receptor Binding -> Biodomain: Vasculature, Synapse, Proteostasis, Unknown, Immune Response
GO Term: Alpha-2A Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Alpha-2B Adrenergic Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Proteostasis, Oxidative Stress
GO Term: Alpha-2C Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Beta-1 Adrenergic Receptor Binding -> Biodomain: Vasculature, Synapse, Proteostasis, Immune Response, Oxidative Stress
GO Term: Beta-2 Adrenergic Receptor Binding -> Biodomain: Vasculature, Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Beta-3 Adrenergic Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: Adrenomedullin Receptor Binding -> Biodomain: Vasculature, Immune Response, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Angiotensin Receptor Binding -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Apoptosis, Endolysosome
GO Term: Type 1 Angiotensin Receptor Binding -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Endolysosome
GO Term: Type 2 Angiotensin Receptor Binding -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Apoptosis, Unknown
GO Term: Apelin Receptor Binding -> Biodomain: Vasculature, Oxidative Stress, Lipid Metabolism, Immune Response, Mitochondrial Metabolism
GO Term: Endothelin A Receptor Binding -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Endothelin B Receptor Binding -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Lipid Metabolism, Apoptosis
GO Term: Neuromedin B Receptor Binding -> Biodomain: Synapse, Vasculature, Proteostasis, Apoptosis, Immune Response
GO Term: Bradykinin Receptor Binding -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: C5L2 Anaphylatoxin Chemotactic Receptor Binding -> Biodomain: Immune Response, Proteostasis, Vasculature, Endolysosome, Apoptosis
GO Term: Calcitonin Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Apoptosis, Vasculature, Oxidative Stress, Immune Response
GO Term: Type 1 Cannabinoid Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response
GO Term: Haptoglobin Binding -> Biodomain: Oxidative Stress, Immune Response, Endolysosome, Metal Binding and Homeostasis, Vasculature
GO Term: Hemoglobin Alpha Binding -> Biodomain: Vasculature, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Immune Response
GO Term: Cxcr4 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Autophagy, Proteostasis
GO Term: Cxcr5 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Proteostasis, Endolysosome
GO Term: Ccr1 Chemokine Receptor Binding -> Biodomain: Immune Response, Cell Signaling, Receptor Signaling, GPCR Signaling, Cytokine Signaling
GO Term: Ccr2 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Ccr3 Chemokine Receptor Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Vasculature, Apoptosis
GO Term: Ccr4 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Endolysosome, Proteostasis
GO Term: Ccr5 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Endolysosome, Proteostasis
GO Term: Ccr6 Chemokine Receptor Binding -> Biodomain: Immune Response, Endolysosome, Proteostasis, Apoptosis, Autophagy
GO Term: Ccr7 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Proteostasis, Unknown, Endolysosome
GO Term: Ccr10 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Endolysosome, Autophagy, Apoptosis
GO Term: Cx3C Chemokine Receptor Binding -> Biodomain: Immune Response, Apoptosis, Endolysosome, Proteostasis, Vasculature
GO Term: Type B Gastrin/Cholecystokinin Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Cell Cycle, Apoptosis
GO Term: D1 Dopamine Receptor Binding -> Biodomain: Synapse, Neurotransmission, Receptor Binding, Signaling, Neurodegeneration
GO Term: D2 Dopamine Receptor Binding -> Biodomain: Synapse, Endolysosome, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: D3 Dopamine Receptor Binding -> Biodomain: Synapse, Signal Transduction, Neurodegeneration, Neuronal Activity, Oxidative Stress
GO Term: D4 Dopamine Receptor Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Immune Response, Oxidative Stress
GO Term: D5 Dopamine Receptor Binding -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Edg-2 Lysophosphatidic Acid Receptor Binding -> Biodomain: Lipid Metabolism, Cell Cycle, Immune Response, Vasculature, Synapse
GO Term: Follicle-Stimulating Hormone Receptor Binding -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Apoptosis, Unknown
GO Term: Galanin Receptor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Type 1 Galanin Receptor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, Unknown
GO Term: Type 2 Galanin Receptor Binding -> Biodomain: Synapse, Apoptosis, Oxidative Stress, Vasculature, Lipid Metabolism
GO Term: Type 3 Galanin Receptor Binding -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism
GO Term: Gastric Inhibitory Polypeptide Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Vasculature, Oxidative Stress
GO Term: Ghrelin Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Glucagon Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Growth Hormone-Releasing Hormone Receptor Binding -> Biodomain: Proteostasis, Lipid Metabolism, Cell Cycle, Autophagy, Immune Response
GO Term: Type 1 Orexin Receptor Binding -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Immune Response
GO Term: Type 2 Orexin Receptor Binding -> Biodomain: Synapse, Proteostasis, Vasculature, Oxidative Stress, Apoptosis
GO Term: Kisspeptin Receptor Binding -> Biodomain: Unknown, Endolysosome, Proteostasis, Apoptosis, Synapse
GO Term: Type 1 Melanin-Concentrating Hormone Receptor Binding -> Biodomain: Synapse, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Epigenetic
GO Term: Melanocortin Receptor Binding -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Synapse, Oxidative Stress
GO Term: Corticotropin Hormone Receptor Binding -> Biodomain: Immune Response, Epigenetic, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis
GO Term: Type 3 Melanocortin Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Type 4 Melanocortin Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Type 5 Melanocortin Receptor Binding -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Motilin Receptor Binding -> Biodomain: Unknown, Proteostasis, Lipid Metabolism, Vasculature, Oxidative Stress
GO Term: Type 2 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Type 3 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Type 5 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Oxidative Stress, Unknown
GO Term: Type 8 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Unknown
GO Term: P2Y1 Nucleotide Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Lipid Metabolism, Oxidative Stress
GO Term: G Protein-Coupled Serotonin Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Substance P Receptor Binding -> Biodomain: Synapse, Immune Response, Oxidative Stress, Vasculature, Apoptosis
GO Term: Neuromedin K Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Apoptosis
GO Term: Substance K Receptor Binding -> Biodomain: Synapse, Immune Response, Vasculature, Proteostasis, Oxidative Stress
GO Term: Haptoglobin-Hemoglobin Complex -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Type 1 Neuromedin U Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Mitochondrial Metabolism, Unknown
GO Term: Type 2 Neuromedin U Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response
GO Term: Neuropeptide Y Receptor Binding -> Biodomain: Synapse, Immune Response, Oxidative Stress, Vasculature, Lipid Metabolism
GO Term: Protection From Non-Homologous End Joining At Telomere -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Apoptosis, Epigenetic
GO Term: Olfactory Receptor Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism, Unknown
GO Term: Kappa-Type Opioid Receptor Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Mu-Type Opioid Receptor Binding -> Biodomain: Synapse, Endolysosome, Proteostasis, Immune Response, Apoptosis
GO Term: Orexigenic Neuropeptide Qrfp Receptor Binding -> Biodomain: Synapse, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Oxytocin Receptor Binding -> Biodomain: Synapse, Vasculature, Oxidative Stress, Proteostasis, Immune Response
GO Term: Parathyroid Hormone Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Vasculature, Proteostasis, Mitochondrial Metabolism
GO Term: Type 1 Parathyroid Hormone Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Proteostasis, Lipid Metabolism
GO Term: Telomeric 3' Overhang Formation -> Biodomain: DNA Repair, Structural Stabilization, Cell Cycle, Epigenetic, Apoptosis
GO Term: Prolactin-Releasing Peptide Receptor Binding -> Biodomain: Immune Response, Proteostasis, Autophagy, Cell Cycle, Apoptosis
GO Term: Ep4 Subtype Prostaglandin E2 Receptor Binding -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Lipid Metabolism, Cell Cycle
GO Term: Thromboxane A2 Receptor Binding -> Biodomain: Vasculature, Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis
GO Term: Proteinase Activated Receptor Binding -> Biodomain: Vasculature, Immune Response, Lipid Metabolism, Synapse, Apoptosis
GO Term: Somatostatin Receptor Binding -> Biodomain: Synapse, Proteostasis, Vasculature, Apoptosis, Unknown
GO Term: Taste Receptor Binding -> Biodomain: Sensory Perception, Signal Transduction, Receptor Binding, Cell Surface Receptor Activity, G Protein-Coupled Receptor (GPCR) Signaling
GO Term: Type 1 Vasoactive Intestinal Polypeptide Receptor Binding -> Biodomain: Vasculature, Immune Response, Synapse, Proteostasis, Apoptosis
GO Term: Type 2 Vasoactive Intestinal Polypeptide Receptor Binding -> Biodomain: Vasculature, Immune Response, Synapse, Apoptosis, Proteostasis
GO Term: V1A Vasopressin Receptor Binding -> Biodomain: Vasculature, Proteostasis, Oxidative Stress, Immune Response, Endolysosome
GO Term: V1B Vasopressin Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Oxidative Stress, Apoptosis
GO Term: Early Endosome Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Late Endosome Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Endosome Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Early Endosome Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Late Endosome Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Negative Regulation Of Synaptic Plasticity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Unknown
GO Term: Positive Regulation Of Synaptic Plasticity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Tau Homeostasis
GO Term: Pyridoxine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Tor Signaling -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Cell Cycle
GO Term: Mitochondria-Nucleus Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Torc1 Complex -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress, Cell Cycle
GO Term: Torc2 Complex -> Biodomain: Apoptosis, Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Filamentous Actin -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Autophagy
GO Term: Regulation Of Glucocorticoid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Regulation Of Glucocorticoid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Negative Regulation Of Glucocorticoid Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Glucocorticoid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Regulation Of Protein Autophosphorylation -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Immune Response
GO Term: Negative Regulation Of Protein Autophosphorylation -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Immune Response, Oxidative Stress
GO Term: Positive Regulation Of Protein Autophosphorylation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Oxidative Stress
GO Term: Medium-Chain Fatty Acid-Coa Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Very Long-Chain Fatty Acid-Coa Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Nuclear Receptor-Mediated Corticosteroid Signaling Pathway -> Biodomain: Epigenetic, Oxidative Stress, Mitochondrial Metabolism, Immune Response, Proteostasis
GO Term: Nuclear Receptor-Mediated Mineralocorticoid Signaling Pathway -> Biodomain: Endocrine, Transcriptional Regulation, Ion Homeostasis, Vasculature, Stress Response
GO Term: Response To Corticosteroid -> Biodomain: Immune Response, Oxidative Stress, Lipid Metabolism, Proteostasis, Vasculature
GO Term: Nuclear Mineralocorticoid Receptor Binding -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Oxidative Stress, Vasculature, Proteostasis
GO Term: Nuclear Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Epigenetic, Mitochondrial Metabolism
GO Term: Mitochondrial Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Organelle Envelope -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Nuclear Lumen -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Vesicle -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Organelle Subcompartment -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Epigenetic, DNA Repair
GO Term: Golgi Cisterna -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Locomotion Involved In Locomotory Behavior -> Biodomain: Synapse, Immune Response, Myelination, Structural Stabilization, Unknown
GO Term: Bombesin Receptor Signaling Pathway -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Mrna Export From Nucleus In Response To Heat Stress -> Biodomain: Oxidative Stress, Proteostasis, RNA Spliceosome, Autophagy, Mitochondrial Metabolism
GO Term: Insulin-Like Growth Factor I Binding -> Biodomain: Endolysosome, Cell Cycle, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Insulin-Like Growth Factor Ii Binding -> Biodomain: Cell Cycle, Apoptosis, Vasculature, Autophagy, Epigenetic
GO Term: Thioesterase Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Regulation Of Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Positive Regulation Of Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Interleukin-28 Receptor Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Vasculature, Unknown
GO Term: Interleukin-28 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Tor Signaling -> Biodomain: Autophagy, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Negative Regulation Of Tor Signaling -> Biodomain: Autophagy, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Tor Signaling -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism
GO Term: Early Phagosome -> Biodomain: Immune Response, Endolysosome, Autophagy, Proteostasis, Apoptosis
GO Term: Phagolysosome -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Apoptosis
GO Term: Arf Protein Signal Transduction -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Synapse
GO Term: Regulation Of Arf Protein Signal Transduction -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Negative Regulation Of Arf Protein Signal Transduction -> Biodomain: Proteostasis, Autophagy, Endolysosome, Oxidative Stress, Apoptosis
GO Term: Positive Regulation Of Arf Protein Signal Transduction -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Structural Stabilization
GO Term: Isg15-Protein Conjugation -> Biodomain: Immune Response, Proteostasis, Autophagy, Oxidative Stress, Apoptosis
GO Term: Nelf Complex -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, DNA Repair, Proteostasis
GO Term: Trypsinogen Activation -> Biodomain: Proteostasis, Apoptosis, Autophagy, Lipid Metabolism, Unknown
GO Term: Positive Regulation Of Insulin Secretion -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Response To Cobalt Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis
GO Term: Response To Magnesium Ion -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Myosin Light Chain Binding -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Autophagy
GO Term: Myosin Head/Neck Binding -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Vasculature, Unknown
GO Term: Myosin Tail Binding -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Autophagy
GO Term: Myosin Ii Head/Neck Binding -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Vasculature, Proteostasis
GO Term: Myosin Heavy Chain Binding -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Vasculature, Apoptosis
GO Term: Myosin Ii Heavy Chain Binding -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Autophagy
GO Term: Integrator Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Unknown
GO Term: Small-Subunit Processome -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Histone H3K14 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, Structural Stabilization, DNA Repair
GO Term: Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Autophagy
GO Term: Mitochondrial Dna Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Dsif Complex -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Guanyl-Nucleotide Exchange Factor Complex -> Biodomain: Proteostasis, Cell Cycle, Synapse, Autophagy, Structural Stabilization
Saved results to: Experiment/DeepSeek/01-Reference_free/01-Name/Unknown_0/go_biodomain_results_part_7.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/01-Name/Unknown_0/runtime_log.csv
