Running with TEMP=0.5, sub_array_index=3
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Glycyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Histidyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Isoleucyl-Trna Aminoacylation -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Cell Cycle, Autophagy, Apoptosis
GO Term: Leucyl-Trna Aminoacylation -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, RNA Spliceosome, Lipid Metabolism
GO Term: Lysyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Methionyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, RNA Spliceosome
GO Term: Phenylalanyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Autophagy, RNA Spliceosome
GO Term: Prolyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Cell Cycle, Autophagy, Apoptosis
GO Term: Seryl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Cell Cycle, RNA Spliceosome, Autophagy
GO Term: Threonyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Oxidative Stress
GO Term: Tryptophanyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Tyrosyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Apoptosis
GO Term: Valyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Regulation Of Translational Initiation -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Structural Stabilization
GO Term: Regulation Of Translational Elongation -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Oxidative Stress
GO Term: Regulation Of Translational Termination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Regulation Of Translational Fidelity -> Biodomain: Proteostasis, RNA Spliceosome, Oxidative Stress, Autophagy, Epigenetic
GO Term: Translational Frameshifting -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Autophagy, Mitochondrial Metabolism
GO Term: Protein Folding -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: 'De Novo' Protein Folding -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Steroid Hormone Receptor Complex Assembly -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Mitochondrial Metabolism, Epigenetic
GO Term: Signal Peptide Processing -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Immune Response
GO Term: Protein Phosphorylation -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Immune Response, Autophagy
GO Term: Negative Regulation Of Protein Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Immune Response, Apoptosis, Tau Homeostasis
GO Term: Protein Dephosphorylation -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, DNA Repair, Immune Response
GO Term: Protein Acetylation -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress
GO Term: N-Terminal Protein Amino Acid Acetylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Epigenetic, Structural Stabilization
GO Term: Internal Protein Amino Acid Acetylation -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Autophagy, Apoptosis
GO Term: Protein Deacetylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Apoptosis, Autophagy
GO Term: Protein Sulfation -> Biodomain: Proteostasis, Immune Response, Vasculature, Structural Stabilization, Synapse
GO Term: Peptidyl-Tyrosine Sulfation -> Biodomain: Proteostasis, Structural Stabilization, Immune Response, Endolysosome, Vasculature
GO Term: Protein Methylation -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Structural Stabilization
GO Term: N-Terminal Protein Amino Acid Methylation -> Biodomain: Proteostasis, Epigenetic, Structural Stabilization, Autophagy, Endolysosome
GO Term: C-Terminal Protein Methylation -> Biodomain: Proteostasis, Epigenetic, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Protein Demethylation -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Metal Binding and Homeostasis
GO Term: Protein Glycosylation -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Endolysosome, Immune Response
GO Term: Protein N-Linked Glycosylation -> Biodomain: Proteostasis, Immune Response, Lipid Metabolism, APP Metabolism, Epigenetic
GO Term: Dolichol-Linked Oligosaccharide Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Dolichyl Diphosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Mitochondrial Metabolism
GO Term: N-Glycan Processing -> Biodomain: Proteostasis, Endolysosome, Autophagy, Immune Response, Lipid Metabolism
GO Term: Protein O-Linked Glycosylation -> Biodomain: Proteostasis, Structural Stabilization, Tau Homeostasis, Endolysosome, Autophagy
GO Term: Protein Lipidation -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: N-Terminal Protein Myristoylation -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Autophagy, Apoptosis
GO Term: C-Terminal Protein Lipidation -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, APP Metabolism
GO Term: Gpi Anchor Metabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Gpi Anchor Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Proteolysis -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, APP Metabolism
GO Term: Membrane Protein Ectodomain Proteolysis -> Biodomain: Proteostasis, Immune Response, APP Metabolism, Structural Stabilization, Autophagy
GO Term: Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Protein Monoubiquitination -> Biodomain: Proteostasis, Autophagy, Endolysosome, Immune Response, Apoptosis
GO Term: Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Glycoprotein Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Immune Response
GO Term: Protein Deglycosylation -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Structural Stabilization
GO Term: Peptide Metabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Amino Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Arginine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Immune Response, Vasculature
GO Term: L-Arginine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: L-Arginine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Immune Response, Vasculature, Apoptosis
GO Term: Asparagine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Apoptosis, Autophagy, Cell Cycle
GO Term: Asparagine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Aspartate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Aspartate Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Metabolism, Cellular Metabolism, Mitochondrial Metabolism, Biosynthesis
GO Term: L-Aspartate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Cysteine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Cysteine Biosynthetic Process From Serine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Immune Response, Proteostasis
GO Term: Glutamate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Neurotransmitter Metabolism, Energy Metabolism, Nitrogen Metabolism
GO Term: Glutamate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: L-Glutamate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Gamma-Aminobutyrate Shunt -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Glutamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Immune Response, Autophagy
GO Term: Glutamine Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Cell Cycle
GO Term: L-Glutamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Catabolic Process, Proteostasis, Oxidative Stress
GO Term: Glycine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Glycine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Glycine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Histidine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: L-Histidine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Isoleucine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Isoleucine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Leucine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: L-Leucine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Lysine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Methionine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: S-Adenosylmethionine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: L-Phenylalanine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome, Proteostasis
GO Term: Proline Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Proline Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: L-Proline Catabolic Process -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Metabolism, Oxidative Stress, Autophagy
GO Term: L-Serine Metabolic Process -> Biodomain: Amino Acid Metabolism, Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: L-Serine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Epigenetic, DNA Repair
GO Term: L-Serine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Threonine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: L-Threonine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: L-Tryptophan Metabolic Process -> Biodomain: Mitochondrial Metabolism, Immune Response, Oxidative Stress, Epigenetic, Lipid Metabolism
GO Term: L-Tryptophan Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Tyrosine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Tyrosine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: L-Tyrosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Valine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Valine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Modified Amino Acid Metabolic Process -> Biodomain: Proteostasis, Epigenetic, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Biogenic Amine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Immune Response, Proteostasis
GO Term: Amino-Acid Betaine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Amino-Acid Betaine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Ethanolamine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Proteostasis
GO Term: Acetylcholine Catabolic Process -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Melanin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Melanin Biosynthetic Process From Tyrosine -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Catecholamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Dopamine Biosynthetic Process From Tyrosine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Proteostasis, Lipid Metabolism
GO Term: Serotonin Biosynthetic Process From Tryptophan -> Biodomain: Synapse, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: Octopamine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Thyroid Hormone Generation -> Biodomain: Oxidative Stress, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Ornithine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis, Proteostasis
GO Term: Ornithine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: L-Ornithine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Urea Cycle, Nitrogen Compound Metabolism, Metabolic Pathways
GO Term: Polyamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Polyamine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Spermine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Oxidative Stress, Cell Cycle
GO Term: Polyamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis
GO Term: Creatine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Creatine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Protein Targeting -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Synapse
GO Term: Protein Import Into Nucleus -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization
GO Term: Nls-Bearing Protein Import Into Nucleus -> Biodomain: Proteostasis, Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization
GO Term: Ribosomal Protein Import Into Nucleus -> Biodomain: Proteostasis, Autophagy, Cell Cycle, RNA Spliceosome, Epigenetic
GO Term: Protein Export From Nucleus -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Cell Cycle
GO Term: Protein Targeting To Membrane -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization
GO Term: Cotranslational Protein Targeting To Membrane -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Srp-Dependent Cotranslational Protein Targeting To Membrane -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Autophagy, Lipid Metabolism
GO Term: Srp-Dependent Cotranslational Protein Targeting To Membrane, Translocation -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Srp-Dependent Cotranslational Protein Targeting To Membrane, Signal Sequence Recognition -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Synapse
GO Term: Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Protein Retention In Er Lumen -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Apoptosis
GO Term: Protein Targeting To Lysosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Protein Targeting To Vacuole -> Biodomain: Endolysosome, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Vacuolar Protein Processing -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Lipid Metabolism
GO Term: Protein Targeting To Peroxisome -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Protein Targeting To Mitochondrion -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Protein Processing Involved In Protein Targeting To Mitochondrion -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Fatty Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Cell Cycle
GO Term: Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Unsaturated Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Acyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Neutral Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Acylglycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Monoacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Triglyceride Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Triglyceride Mobilization -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Membrane Lipid Metabolic Process -> Biodomain: Lipid Metabolism, Myelination, Autophagy, Endolysosome, APP Metabolism
GO Term: Phospholipid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Phosphatidylethanolamine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Phospholipid Transfer To Membrane -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Glycerophospholipid Metabolic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Autophagy, Mitochondrial Metabolism, Endolysosome
GO Term: Diacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Phosphatidic Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Cell Cycle, Autophagy, Endolysosome
GO Term: Phosphatidylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Phosphatidylcholine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Cdp-Choline Pathway -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Phosphatidylserine Metabolic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Autophagy
GO Term: Phosphatidylserine Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Cell Cycle, Myelination
GO Term: Phosphatidylserine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Phosphatidylinositol Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Platelet Activating Factor Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Oxidative Stress, Apoptosis
GO Term: Glycolipid Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Sphingolipid Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Myelination, Apoptosis, Structural Stabilization
GO Term: 3-Keto-Sphinganine Metabolic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Sphinganine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Sphinganine-1-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Apoptosis
GO Term: Sphinganine-1-Phosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Sphingosine Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Apoptosis, Immune Response, Myelination
GO Term: Ceramide Metabolic Process -> Biodomain: Lipid Metabolism, Apoptosis, Autophagy, Mitochondrial Metabolism, Structural Stabilization
GO Term: Glycosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Autophagy, Oxidative Stress
GO Term: Glucosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Glucosylceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Glucosylceramide Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Galactosylceramide Metabolic Process -> Biodomain: Lipid Metabolism, Myelination, Structural Stabilization, Endolysosome, Autophagy
GO Term: Galactosylceramide Biosynthetic Process -> Biodomain: Lipid Metabolism, Myelination, Structural Stabilization, Immune Response, Endolysosome
GO Term: Galactosylceramide Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Myelination, Proteostasis
GO Term: Sphingomyelin Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Oxidative Stress, Structural Stabilization
GO Term: Sphingomyelin Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Apoptosis, Mitochondrial Metabolism
GO Term: Sphingomyelin Biosynthetic Process -> Biodomain: Lipid Metabolism, Myelination, Structural Stabilization, Endolysosome, Autophagy
GO Term: Glycosphingolipid Metabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Myelination, Autophagy, Proteostasis
GO Term: Glycosphingolipid Biosynthetic Process -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Myelination, Immune Response
GO Term: Ganglioside Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Synapse
GO Term: Icosanoid Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Apoptosis
GO Term: Leukotriene Metabolic Process -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Apoptosis
GO Term: Prostanoid Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Oxidative Stress, Mitochondrial Metabolism
GO Term: Prostaglandin Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Mitochondrial Metabolism
Saved results to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.5/go_biodomain_results_part_3.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.5/runtime_log.csv
