Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Abc-Type Fatty-Acyl-Coa Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Dna Translocase Activity -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Mitochondrial Metabolism, Autophagy
GO Term: Actin Cytoskeleton -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Immune Response, Cell Cycle
GO Term: Microtubule Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Tau Homeostasis, Proteostasis, Synapse
GO Term: Tubulin Binding -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Short-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Toxic Substance Binding -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Fatty Acid Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Peptidoglycan Transmembrane Transporter Activity -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Autophagy, Immune Response
GO Term: Lactate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Quaternary Ammonium Group Transmembrane Transporter Activity -> Biodomain: Synapse, Endolysosome, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Alanine:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Branched-Chain Amino Acid:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Branched-Chain Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: P-Type Ion Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Carbon Dioxide Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: Oxygen Transport -> Biodomain: Vasculature, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Nickel Cation Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Vanadium Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Copper Ion Import -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Plasma Membrane Copper Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Molybdate Ion Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Ion Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Lead Ion Transport -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome, Mitochondrial Metabolism
GO Term: Magnesium Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Mercury Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Organic Cation Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Quaternary Ammonium Group Transport -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Inorganic Anion Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Vasculature, Endolysosome, Oxidative Stress
GO Term: Bicarbonate Transport -> Biodomain: Vasculature, Mitochondrial Metabolism, Endolysosome, Synapse, Oxidative Stress
GO Term: Iodide Transport -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Nitrate Transmembrane Transport -> Biodomain: Proteostasis, Lipid Metabolism, Oxidative Stress, Endolysosome, Mitochondrial Metabolism
GO Term: Nitrite Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Vasculature, Immune Response, Metal Binding and Homeostasis
GO Term: Thiosulfate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Organic Anion Transport -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Mitochondrial Metabolism, Proteostasis
GO Term: Monocarboxylic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Synapse, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Bile Acid And Bile Salt Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Canalicular Bile Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Bilirubin Transport -> Biodomain: Lipid Metabolism, Vasculature, Endolysosome, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Formate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Lactate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Immune Response
GO Term: Mevalonate Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Oxaloacetate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Propanoate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Prostaglandin Transport -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Mitochondrial Metabolism, Endolysosome
GO Term: Taurine Transmembrane Transport -> Biodomain: Synapse, Structural Stabilization, Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Sialic Acid Transport -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Autophagy, Endolysosome
GO Term: C4-Dicarboxylate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Fumarate Transport -> Biodomain: Mitochondrial Metabolism, Metabolic, Amino Acid Metabolism, Transporters, Oxidative Stress
GO Term: Alpha-Ketoglutarate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Succinate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Citrate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Urate Transport -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Lipid Metabolism, Endolysosome
GO Term: Organophosphate Ester Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Pentose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Fructose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Fucose Transmembrane Transport -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Galactose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Glucose-6-Phosphate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Mannose Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Sucrose Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Vasculature, Proteostasis, Structural Stabilization
GO Term: Polysaccharide Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Glucuronoside Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Endolysosome, Mitochondrial Metabolism, Autophagy
GO Term: Nucleotide-Sugar Transmembrane Transport -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Structural Stabilization, Autophagy
GO Term: Udp-Glucose Transmembrane Transport -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Udp-Glucuronate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Udp-Xylose Transmembrane Transport -> Biodomain: Transport Processes, Glycosylation, Metabolism, Cell Membrane, Carbohydrate Metabolism
GO Term: Polyol Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Glycerol Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Vasculature
GO Term: Mannitol Transmembrane Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Myo-Inositol Transport -> Biodomain: Lipid Metabolism, Endolysosome, Synapse, Myelination, Mitochondrial Metabolism
GO Term: Acidic Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Aromatic Amino Acid Transport -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Basic Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Branched-Chain Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Neutral Amino Acid Transport -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism
GO Term: S-Adenosyl-L-Methionine Transport -> Biodomain: Epigenetic, Lipid Metabolism, Mitochondrial Metabolism, Cell Cycle, DNA Repair
GO Term: L-Amino Acid Transport -> Biodomain: Proteostasis, Synapse, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: L-Alanine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Cell Cycle, Proteostasis
GO Term: Aspartate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Lipid Metabolism, Amino Acid Metabolism
GO Term: L-Cystine Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: L-Glutamate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Glycine Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Histidine Transport -> Biodomain: Transporters, Amino Acid Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Isoleucine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Lysine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: L-Leucine Transport -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Methionine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Ornithine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Phenylalanine Transport -> Biodomain: Proteostasis, Synapse, Vasculature, Lipid Metabolism, Autophagy
GO Term: Proline Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: L-Serine Transport -> Biodomain: Amino Acid Metabolism, Membrane Transport, Cellular Metabolism, Proteostasis, Lipid Metabolism
GO Term: Threonine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Tryptophan Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Endolysosome, Autophagy, Proteostasis
GO Term: Tyrosine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Valine Transport -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Endolysosome, Mitochondrial Metabolism
GO Term: Peptide Transport -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Peptidoglycan Transport -> Biodomain: Immune Response, Endolysosome, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Amine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis
GO Term: Amino-Acid Betaine Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Structural Stabilization
GO Term: Urea Transport -> Biodomain: Vasculature, Endolysosome, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Aminergic Neurotransmitter Loading Into Synaptic Vesicle -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Methylammonium Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Monoamine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Putrescine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Spermidine Transport -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Lipid Metabolism, Cell Cycle
GO Term: Organic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Organic Hydroxy Compound Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Nucleobase Transport -> Biodomain: Cell Cycle, DNA Repair, RNA Spliceosome, Epigenetic, Autophagy
GO Term: Adenine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Guanine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Pyrimidine Nucleobase Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Endolysosome, Autophagy
GO Term: Nucleoside Transport -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Immune Response, Synapse
GO Term: Purine Nucleoside Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Cell Cycle, Autophagy, Immune Response
GO Term: Cytidine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Uridine Transmembrane Transport -> Biodomain: Lipid Metabolism, Cell Cycle, RNA Spliceosome, Endolysosome, Autophagy
GO Term: Pyrimidine Nucleoside Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Purine Nucleotide Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Lipid Metabolism, Immune Response
GO Term: Adp Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Atp Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, DNA Repair, Cell Cycle
GO Term: Acetylcholine Transport -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Vasculature, Endolysosome
GO Term: Choline Transport -> Biodomain: Lipid Metabolism, Synapse, Myelination, Structural Stabilization, Vasculature
GO Term: Dopamine Transport -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Norepinephrine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism
GO Term: Acetyl-Coa Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Proteostasis, Autophagy
GO Term: Biotin Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Carnitine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Creatine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Lipid Metabolism, Structural Stabilization
GO Term: L-Ascorbic Acid Transmembrane Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Folic Acid Transport -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Oxidative Stress
GO Term: Heme Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Pantothenate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Thiamine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Endolysosome
GO Term: Cobalamin Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Metal Binding and Homeostasis, Vasculature, Cell Cycle
GO Term: Siderophore Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Endolysosome
GO Term: Tetracycline Transmembrane Transport -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Immune Response, Endolysosome, Lipid Metabolism
GO Term: Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Long-Chain Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Long-Chain Fatty Acid Import Into Peroxisome -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Long-Chain Fatty Acid Import Across Plasma Membrane -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Short-Chain Fatty Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Short-Chain Fatty Acid Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Phospholipid Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Fatty-Acyl-Coa Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Aminophospholipid Transport -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Myelination
GO Term: Sterol Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Immune Response
GO Term: Peroxisomal Membrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Lipopolysaccharide Transport -> Biodomain: Lipid Metabolism, Immune Response, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Mannosidase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Glucosidase Activity -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: Hexosaminidase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Immune Response
GO Term: Nucleobase-Containing Compound Transport -> Biodomain: DNA Repair, Cell Cycle, RNA Spliceosome, Autophagy, Proteostasis
GO Term: Nucleobase-Containing Compound Transmembrane Transporter Activity -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Mitochondrial Metabolism
GO Term: Large Ribosomal Subunit -> Biodomain: Proteostasis, Structural Stabilization, RNA Spliceosome, Epigenetic, Mitochondrial Metabolism
GO Term: Small Ribosomal Subunit -> Biodomain: Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: Coenzyme A Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Coenzyme A Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Proteostasis, Autophagy
GO Term: Coenzyme A Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Pantothenate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Formate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, Cell Cycle, DNA Repair, Lipid Metabolism
GO Term: Formate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Nucleobase-Containing Small Molecule Interconversion -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Epigenetic, RNA Spliceosome
GO Term: Diadenosine Polyphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Diadenosine Triphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, RNA Spliceosome, Oxidative Stress, Proteostasis
GO Term: Diadenosine Tetraphosphate Biosynthetic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Cell Cycle
GO Term: Energy Derivation By Oxidation Of Organic Compounds -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Proton Motive Force-Driven Atp Synthesis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, Apoptosis
GO Term: Electron Transport Coupled Proton Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: Phospholipase Activator Activity -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome, Mitochondrial Metabolism
GO Term: Phospholipase A2 Activator Activity -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Structural Stabilization, Endolysosome
GO Term: Dystrophin-Associated Glycoprotein Complex -> Biodomain: Structural Stabilization, Muscle System, Cell Adhesion, Signal Transduction, Cellular Component Organization
GO Term: Dystroglycan Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Sarcoglycan Complex -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Syntrophin Complex -> Biodomain: Structural Stabilization, Oxidative Stress, Vasculature, Synapse, Proteostasis
GO Term: Morphogen Activity -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, Synapse, Apoptosis
GO Term: Cyclosporin A Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Structural Stabilization
GO Term: Peptidoglycan Immune Receptor Activity -> Biodomain: Immune Response, Endolysosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: Membrane -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Cdp-Diacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Autophagy
GO Term: Trna Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Viral Process -> Biodomain: Immune Response, Apoptosis, DNA Repair, Proteostasis, Autophagy
GO Term: Maleylacetoacetate Isomerase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Zeta Dna Polymerase Complex -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Apoptosis, Structural Stabilization
GO Term: Cellular Response To Phosphate Starvation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Absorption Of Visible Light -> Biodomain: Photoreception, Sensory Perception, Energy Metabolism, Cell Signaling, Molecular Interaction
GO Term: Lipid Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Detection Of Bacterium -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Endolysosome
GO Term: Detection Of Fungus -> Biodomain: Immune Response, Endolysosome, Proteostasis, Oxidative Stress, Autophagy
GO Term: Detection Of Temperature Stimulus -> Biodomain: Sensory, Neuronal Signaling, Homeostasis, Cell Surface Receptor Signaling, Ion Homeostasis
GO Term: Vesicle Organization -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Synapse
GO Term: Carbohydrate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Carbohydrate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, Proteostasis
GO Term: Wnt Signaling Pathway -> Biodomain: Cell Cycle, Autophagy, Apoptosis, Proteostasis, Structural Stabilization
GO Term: G Protein-Coupled Opsin Signaling Pathway -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Immunoglobulin Mediated Immune Response -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Vasculature
GO Term: Type I Hypersensitivity -> Biodomain: Immune Response, Vasculature, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair
GO Term: Mrna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair
