Running with TEMP=0.9, sub_array_index=14
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 14: rows 13000 to 13999
GO Term: Peroxynitrite Isomerase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Catenin-Tcf7L2 Complex -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, Autophagy, Proteostasis
GO Term: Gamma-Catenin-Tcf7L2 Complex -> Biodomain: Structural Stabilization, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: Dna/Rna Hybrid Binding -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Proteostasis, Autophagy
GO Term: Smooth Muscle Cell Chemotaxis -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Smooth Muscle Cell Chemotaxis -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Smooth Muscle Cell Chemotaxis -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Lipid Metabolism, Apoptosis
GO Term: Mononuclear Cell Migration -> Biodomain: Immune Response, Vasculature, Autophagy, Endolysosome, Proteostasis
GO Term: Regulation Of Mononuclear Cell Migration -> Biodomain: Immune Response, Vasculature, Endolysosome, Apoptosis, Proteostasis
GO Term: Negative Regulation Of Mononuclear Cell Migration -> Biodomain: Immune Response, Vasculature, Apoptosis, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Mononuclear Cell Migration -> Biodomain: Immune Response, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis
GO Term: Olfactory Bulb Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Vasculature, Proteostasis, Autophagy
GO Term: Commissural Neuron Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Vasculature
GO Term: Response To Indole-3-Methanol -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Autophagy
GO Term: Cellular Response To Indole-3-Methanol -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Endocytic Vesicle Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Cardiac Muscle Thin Filament Assembly -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Protein Localization To Extracellular Region -> Biodomain: Proteostasis, Vasculature, Synapse, Immune Response, Endolysosome
GO Term: Protein Transport Within Extracellular Region -> Biodomain: Proteostasis, Endolysosome, Vasculature, Immune Response, Autophagy
GO Term: Immunoglobulin Heavy Chain V-D-J Recombination -> Biodomain: Immune Response, DNA Repair, Epigenetic, Cell Cycle, Apoptosis
GO Term: Membrane Assembly -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Basement Membrane Organization -> Biodomain: Structural Stabilization, Vasculature, Extracellular Matrix Organization, Cell Adhesion, Proteostasis
GO Term: Para-Aminobenzoyl-Glutamate Hydrolase Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Icosanoid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Endolysosome, Oxidative Stress
GO Term: Leukotriene Transport -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Proteostasis, Endolysosome
GO Term: Detoxification Of Arsenic-Containing Substance -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Autophagy
GO Term: Lipopeptide Binding -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Cellular Response To Diacyl Bacterial Lipopeptide -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Cellular Response To Triacyl Bacterial Lipopeptide -> Biodomain: Immune Response, Endolysosome, Proteostasis, Oxidative Stress, Autophagy
GO Term: Response To Nitric Oxide -> Biodomain: Oxidative Stress, Immune Response, Vasculature, Apoptosis, Mitochondrial Metabolism
GO Term: Cellular Response To Nitric Oxide -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Immune Response, Vasculature, Apoptosis
GO Term: Igg Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Autophagy
GO Term: Igd Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Cell Cycle, Epigenetic
GO Term: Ige Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Apoptosis, Endolysosome
GO Term: Ige B Cell Receptor Complex -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Vasculature, Structural Stabilization
GO Term: Monomeric Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Vasculature, Endolysosome
GO Term: Dimeric Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Vasculature, Synapse
GO Term: Secretory Iga Immunoglobulin Complex -> Biodomain: Immune Response, Endolysosome, Proteostasis, Vasculature, Autophagy
GO Term: Secretory Dimeric Iga Immunoglobulin Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Vasculature, Autophagy
GO Term: Igm Immunoglobulin Complex -> Biodomain: Immune Response, Vasculature, Apoptosis, Lipid Metabolism, Proteostasis
GO Term: Igm B Cell Receptor Complex -> Biodomain: Immune Response, Proteostasis, Synapse, Structural Stabilization, Autophagy
GO Term: Pentameric Igm Immunoglobulin Complex -> Biodomain: Immune Response, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Hexameric Igm Immunoglobulin Complex -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Vasculature, Endolysosome
GO Term: Nuclear Membrane Organization -> Biodomain: Structural Stabilization, Cell Cycle, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Nuclear Inner Membrane Organization -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Cellular Response To Bmp Stimulus -> Biodomain: Vasculature, Structural Stabilization, Synapse, Cell Cycle, Apoptosis
GO Term: Response To Fibroblast Growth Factor -> Biodomain: Vasculature, Cell Cycle, Synapse, Structural Stabilization, Epigenetic
GO Term: Endoplasmic Reticulum Tubular Network -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Endoplasmic Reticulum Tubular Network Organization -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Endoplasmic Reticulum Tubular Network Formation -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Endoplasmic Reticulum Tubular Network Maintenance -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Chemokine (C-C Motif) Ligand 5 Binding -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Apoptosis, Proteostasis
GO Term: K11-Linked Polyubiquitin Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Mitochondrial Metabolism
GO Term: K6-Linked Polyubiquitin Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Lubac Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, Oxidative Stress
GO Term: Cellular Response To Prostaglandin D Stimulus -> Biodomain: Immune Response, Lipid Metabolism, Apoptosis, Autophagy, Oxidative Stress
GO Term: Podosome Assembly -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Cell Cycle, Proteostasis
GO Term: Regulation Of Podosome Assembly -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Vasculature, Apoptosis
GO Term: Positive Regulation Of Podosome Assembly -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Protein Transmembrane Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Apoptosis
GO Term: Positive Regulation Of Fever Generation By Positive Regulation Of Prostaglandin Secretion -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Vasculature, Apoptosis
GO Term: Lipoprotein Particle Binding -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Tail-Anchored Membrane Protein Insertion Into Er Membrane -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Mmxd Complex -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Bat3 Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Mitochondrial Metabolism
GO Term: Dubm Complex -> Biodomain: Epigenetic, Proteostasis, Apoptosis, DNA Repair, Cell Cycle
GO Term: N-Box Binding -> Biodomain: Synapse, Epigenetic, DNA Repair, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Fancm-Mhf Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Triglyceride-Rich Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Immune Response
GO Term: Intermediate-Density Lipoprotein Particle Clearance -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Immune Response
GO Term: Hmg Box Domain Binding -> Biodomain: DNA Repair, Epigenetic, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Cell Proliferation In Bone Marrow -> Biodomain: Cell Cycle, Immune Response, Mitochondrial Metabolism, Apoptosis, Autophagy
GO Term: Apoptotic Process In Bone Marrow Cell -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Proteostasis, Endolysosome
GO Term: Actin Filament Debranching -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Mitochondrial Metabolism
GO Term: Neuropeptide Receptor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Endolysosome
GO Term: Regulation Of Cell Proliferation In Bone Marrow -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis
GO Term: Positive Regulation Of Cell Proliferation In Bone Marrow -> Biodomain: Cell Cycle, Immune Response, DNA Repair, Apoptosis, Epigenetic
GO Term: Negative Regulation Of Apoptotic Process In Bone Marrow Cell -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Response To Catecholamine -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Cellular Response To Catecholamine Stimulus -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Synapse, Epigenetic
GO Term: Response To Epinephrine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Cellular Response To Epinephrine Stimulus -> Biodomain: Vasculature, Lipid Metabolism, Mitochondrial Metabolism, Synapse, Epigenetic
GO Term: Response To Norepinephrine -> Biodomain: Synapse, Vasculature, Oxidative Stress, Lipid Metabolism, Immune Response
GO Term: Cellular Response To Norepinephrine Stimulus -> Biodomain: Synapse, Vasculature, Oxidative Stress, Autophagy, Immune Response
GO Term: Adrenergic Receptor Signaling Pathway -> Biodomain: Vasculature, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress
GO Term: Regulation Of Adenylate Cyclase-Inhibiting Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Vasculature, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Negative Regulation Of Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Endolysosome, Vasculature
GO Term: Positive Regulation Of Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Vasculature, Synapse, Lipid Metabolism, Epigenetic, Proteostasis
GO Term: Adenylate Cyclase-Inhibiting Adrenergic Receptor Signaling Pathway -> Biodomain: Synapse, Vasculature, Immune Response, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Phospholipase C-Activating Adrenergic Receptor Signaling Pathway -> Biodomain: Receptor Signaling, GPCR Signaling, Intracellular Signaling, Neuronal Signaling, Transcriptional Regulation
GO Term: N-Terminal Protein N-Methyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: 1-(4-Iodo-2,5-Dimethoxyphenyl)Propan-2-Amine Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Lipid Metabolism, Epigenetic
GO Term: Leukocyte Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Proteostasis, Oxidative Stress
GO Term: Macrophage Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Proteostasis, Autophagy, Oxidative Stress
GO Term: 14-3-3 Protein Binding -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Structural Stabilization, Tau Homeostasis
GO Term: Bicarbonate Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Oxidative Stress, Proteostasis
GO Term: Odontoblast Differentiation -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Cell Cycle, Epigenetic, Proteostasis
GO Term: Protein Localization To Adherens Junction -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Vasculature
GO Term: Dna Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Regulation Of Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Epigenetic
GO Term: Negative Regulation Of Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Oxidative Stress
GO Term: Positive Regulation Of Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress, Autophagy
GO Term: Determination Of Digestive Tract Left/Right Asymmetry -> Biodomain: Structural Stabilization, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Epigenetic
GO Term: Determination Of Intestine Left/Right Asymmetry -> Biodomain: Structural Stabilization, Epigenetic, Cell Cycle, Vasculature, Endolysosome
GO Term: Determination Of Stomach Left/Right Asymmetry -> Biodomain: Epigenetic, Structural Stabilization, Cell Cycle, Autophagy, Apoptosis
GO Term: Determination Of Liver Left/Right Asymmetry -> Biodomain: Structural Stabilization, Epigenetic, Vasculature, Lipid Metabolism, Autophagy
GO Term: Synchronous Neurotransmitter Secretion -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Structural Stabilization
GO Term: Citrate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Prominosome -> Biodomain: Structural Stabilization, Lipid Metabolism, Synapse, Cell Cycle, Proteostasis
GO Term: Dipeptide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Urea Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: G-Quadruplex Dna Formation -> Biodomain: DNA Repair, Epigenetic, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis
GO Term: Cleavage Body -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Structural Stabilization, Cell Cycle
GO Term: Endocannabinoid Signaling Pathway -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Alpha-Tubulin Acetylation -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Mitochondrial Metabolism
GO Term: Replication Fork Reversal -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Oxidative Stress, Apoptosis
GO Term: Arp2/3 Complex Binding -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Synapse, Apoptosis
GO Term: Thiamine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Synapse
GO Term: Vitamin A Import Into Cell -> Biodomain: Lipid Metabolism, Endolysosome, Immune Response, Proteostasis, Autophagy
GO Term: Nitrogen Cycle Metabolic Process -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Xpc Complex -> Biodomain: DNA Repair, Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis
GO Term: Myc-Max Complex -> Biodomain: Cell Cycle, Epigenetic, Apoptosis, DNA Repair, Proteostasis
GO Term: Cell Periphery -> Biodomain: Structural Stabilization, Lipid Metabolism, Synapse, Immune Response, Myelination
GO Term: Protein Deubiquitination Involved In Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Fad Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Conversion Of Methionyl-Trna To N-Formyl-Methionyl-Trna -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Elastic Fiber -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Recycling Endosome To Golgi Transport -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Mitotic Sister Chromatid Cohesion, Centromeric -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis, Epigenetic
GO Term: Establishment Or Maintenance Of Cell Polarity Regulating Cell Shape -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Vasculature
GO Term: Multicellular Organismal Locomotion -> Biodomain: Mitochondrial Metabolism, Myelination, Synapse, Lipid Metabolism, Structural Stabilization
GO Term: Extracellular Exosome Assembly -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, Immune Response
GO Term: Cell Gliding -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Autophagy, Cell Cycle
GO Term: Multivesicular Body Sorting Pathway -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Ragulator Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Cell Cycle
GO Term: Wd40-Repeat Domain Binding -> Biodomain: Proteostasis, Structural Stabilization, Epigenetic, DNA Repair, Cell Cycle
GO Term: Renal System Development -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Apoptosis, Cell Cycle
GO Term: Kidney Rudiment Formation -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Immune Response
GO Term: Nephron Development -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Apoptosis
GO Term: Glomerular Epithelium Development -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic
GO Term: Glomerular Endothelium Development -> Biodomain: Vasculature, Structural Stabilization, Endolysosome, Immune Response, Lipid Metabolism
GO Term: Glomerulus Vasculature Development -> Biodomain: Vasculature, Cell Cycle, Epigenetic, Structural Stabilization, Lipid Metabolism
GO Term: Proximal Tubule Development -> Biodomain: Structural Stabilization, Vasculature, Epigenetic, Cell Cycle, Autophagy
GO Term: Podocyte Development -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Autophagy
GO Term: Glomerular Parietal Epithelial Cell Development -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Cell Cycle, Lipid Metabolism
GO Term: Distal Tubule Development -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Epigenetic, Lipid Metabolism
GO Term: Nephron Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Autophagy, Epigenetic
GO Term: Renal Vesicle Formation -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Proteostasis
GO Term: Renal Vesicle Induction -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Immune Response, Apoptosis
GO Term: Mesenchymal Stem Cell Maintenance Involved In Nephron Morphogenesis -> Biodomain: Cell Cycle, Structural Stabilization, Vasculature, Epigenetic, Proteostasis
GO Term: Negative Regulation Of Mesenchymal Cell Apoptotic Process Involved In Nephron Morphogenesis -> Biodomain: Apoptosis, Structural Stabilization, Vasculature, Cell Cycle, Proteostasis
GO Term: Collecting Duct Development -> Biodomain: Vasculature, Metal Binding and Homeostasis, Cell Cycle, Epigenetic, Structural Stabilization
GO Term: Establishment Of Planar Polarity Involved In Nephron Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle
GO Term: Proximal/Distal Pattern Formation Involved In Nephron Development -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Autophagy
GO Term: Comma-Shaped Body Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: S-Shaped Body Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Apoptosis, Cell Cycle
GO Term: Juxtaglomerular Apparatus Development -> Biodomain: Vasculature, Structural Stabilization, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Renal Inner Medulla Development -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Apoptosis
GO Term: Renal Outer Medulla Development -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Epigenetic, Lipid Metabolism
GO Term: Outer Medullary Collecting Duct Development -> Biodomain: Vasculature, Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Inner Medullary Collecting Duct Development -> Biodomain: Vasculature, Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Loop Of Henle Development -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: Kidney Epithelium Development -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, Autophagy, Vasculature
GO Term: Metanephric Mesenchyme Development -> Biodomain: Structural Stabilization, Vasculature, Epigenetic, Cell Cycle, Apoptosis
GO Term: Nephrogenic Mesenchyme Development -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Autophagy
GO Term: Renal Vesicle Morphogenesis -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, Autophagy, Proteostasis
GO Term: Nephron Tubule Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Immune Response
GO Term: Nephron Tubule Formation -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Endolysosome, Proteostasis
GO Term: Nephron Tubule Development -> Biodomain: Structural Stabilization, Vasculature, Endolysosome, Apoptosis, Cell Cycle
GO Term: Specification Of Loop Of Henle Identity -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, RNA Spliceosome, Mitochondrial Metabolism
GO Term: Stem Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Autophagy, Mitochondrial Metabolism
GO Term: Regulation Of Stem Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, Immune Response, Structural Stabilization, Autophagy
GO Term: Ureteric Bud Invasion -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Autophagy, Apoptosis
GO Term: Regulation Of Branch Elongation Involved In Ureteric Bud Branching -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Proteostasis, Endolysosome
GO Term: Glomerulus Morphogenesis -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Lipid Metabolism, Proteostasis
GO Term: Glomerular Capillary Formation -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Ureteric Peristalsis -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Positive Regulation Of Ureteric Bud Formation -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis
GO Term: Positive Regulation Of Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Epigenetic, Cell Cycle, Proteostasis
GO Term: Glomerular Mesangial Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Immune Response, Oxidative Stress, Vasculature
GO Term: Cell Proliferation Involved In Kidney Development -> Biodomain: Cell Cycle, Structural Stabilization, Vasculature, Apoptosis, Epigenetic
GO Term: Podocyte Differentiation -> Biodomain: Structural Stabilization, Vasculature, Epigenetic, Proteostasis, Autophagy
GO Term: Regulation Of Glomerular Mesangial Cell Proliferation -> Biodomain: Cell Cycle, Vasculature, Structural Stabilization, Immune Response, Apoptosis
GO Term: Negative Regulation Of Glomerular Mesangial Cell Proliferation -> Biodomain: Vasculature, Cell Cycle, Immune Response, Structural Stabilization, Apoptosis
GO Term: Positive Regulation Of Glomerular Mesangial Cell Proliferation -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism
GO Term: Metanephric Mesenchyme Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Autophagy
GO Term: Nephrogenic Mesenchyme Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Autophagy
GO Term: Metanephric Mesenchymal Cell Proliferation Involved In Metanephros Development -> Biodomain: Cell Cycle, Structural Stabilization, Lipid Metabolism, DNA Repair, Epigenetic
GO Term: Condensed Mesenchymal Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Epigenetic
GO Term: Mesenchymal Cell Proliferation Involved In Ureteric Bud Development -> Biodomain: Cell Cycle, Vasculature, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Glomerular Parietal Epithelial Cell Differentiation -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Epigenetic, Lipid Metabolism
GO Term: Renal Interstitial Fibroblast Development -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Mitochondrial Metabolism
GO Term: Mesangial Cell Development -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Cell Cycle
GO Term: Glomerular Mesangial Cell Development -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Proteostasis
GO Term: Epithelial Cell Fate Commitment -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, DNA Repair, Proteostasis
GO Term: Distal Tubule Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: Nephron Tubule Epithelial Cell Differentiation -> Biodomain: Structural Stabilization, Vasculature, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Mesenchymal Cell Differentiation Involved In Kidney Development -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Epigenetic, Autophagy
GO Term: Metanephric Mesenchymal Cell Differentiation -> Biodomain: Structural Stabilization, Cell Cycle, Vasculature, Epigenetic, Apoptosis
