Running with TEMP=0.9, sub_array_index=2
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 2: rows 1000 to 1999
GO Term: Positive Regulation Of B Cell Tolerance Induction -> Biodomain: Immune Response, Apoptosis, Proteostasis, Epigenetic, Autophagy
GO Term: Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Drug Metabolism & Detoxification, Lipid Metabolism, Steroid Metabolism, Reactive Oxygen Species
GO Term: Calcidiol 1-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Immune Response
GO Term: N,N-Dimethylaniline Monooxygenase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Proteostasis
GO Term: Dopamine Beta-Monooxygenase Activity -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Vasculature, Proteostasis
GO Term: Kynurenine 3-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Immune Response, Metal Binding and Homeostasis
GO Term: Tyrosinase Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Peptidylglycine Monooxygenase Activity -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Vasculature
GO Term: Phenylalanine 4-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Squalene Monooxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Structural Stabilization, Mitochondrial Metabolism, Proteostasis
GO Term: Steroid 11-Beta-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Steroid 17-Alpha-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Steroid 21-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Immune Response
GO Term: Tryptophan 5-Monooxygenase Activity -> Biodomain: Synapse, Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis
GO Term: Tyrosine 3-Monooxygenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Synapse
GO Term: Inositol-3-Phosphate Synthase Activity -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Proteostasis, Cell Cycle
GO Term: Nicotinate-Nucleotide Diphosphorylase (Carboxylating) Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Nicotinate-Nucleotide Adenylyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Nicotinate Phosphoribosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Lipid Metabolism, Oxidative Stress
GO Term: Nitric-Oxide Synthase Activity -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Nuclease Activity -> Biodomain: DNA Repair, Apoptosis, Epigenetic, Metal Binding and Homeostasis, Cell Cycle
GO Term: Endonuclease Activity -> Biodomain: DNA Repair, Apoptosis, RNA Spliceosome, Metal Binding and Homeostasis, Epigenetic
GO Term: Dna Endonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Rna Endonuclease Activity -> Biodomain: RNA Spliceosome, Immune Response, Apoptosis, Autophagy, Endolysosome
GO Term: Ribonuclease A Activity -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Rna-Dna Hybrid Ribonuclease Activity -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome
GO Term: Ribonuclease Iii Activity -> Biodomain: RNA Spliceosome, Immune Response, Epigenetic, Autophagy, Proteostasis
GO Term: Ribonuclease P Activity -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Mitochondrial Metabolism, Epigenetic, Proteostasis
GO Term: Exonuclease Activity -> Biodomain: DNA Repair, RNA Spliceosome, Apoptosis, Cell Cycle, Metal Binding and Homeostasis
GO Term: Phosphodiesterase I Activity -> Biodomain: DNA Repair, Endolysosome, Autophagy, RNA Spliceosome, Metal Binding and Homeostasis
GO Term: Dna Exonuclease Activity -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Deoxyribonuclease I Activity -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Immune Response, Metal Binding and Homeostasis
GO Term: Deoxyribonuclease Ii Activity -> Biodomain: DNA Repair, Apoptosis, Endolysosome, Proteostasis, Autophagy
GO Term: Rna Exonuclease Activity -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Metal Binding and Homeostasis, Endolysosome
GO Term: 5'-3' Rna Exonuclease Activity -> Biodomain: RNA Spliceosome, Mitochondrial Metabolism, Immune Response, Proteostasis, Epigenetic
GO Term: Poly(A)-Specific Ribonuclease Activity -> Biodomain: RNA Spliceosome, Cell Cycle, Autophagy, Proteostasis, Epigenetic
GO Term: Dna Nuclease Activity -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Proteostasis, Metal Binding and Homeostasis
GO Term: Rna Nuclease Activity -> Biodomain: RNA Spliceosome, Autophagy, Endolysosome, Oxidative Stress, Immune Response
GO Term: Trna-Specific Ribonuclease Activity -> Biodomain: RNA Spliceosome, Mitochondrial Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Nucleoside Diphosphate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Lipid Metabolism, Oxidative Stress
GO Term: Dinucleotide Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Hydrolase Activity, Hydrolyzing O-Glycosyl Compounds -> Biodomain: Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Alpha,Alpha-Trehalase Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Alpha-Amylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Alpha-Galactosidase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Oxidative Stress
GO Term: Alpha-1,4-Glucosidase Activity -> Biodomain: Endolysosome, Autophagy, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism
GO Term: Alpha-Mannosidase Activity -> Biodomain: Glycosylation, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Alpha-L-Fucosidase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Immune Response
GO Term: Alpha-N-Acetylglucosaminidase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Beta-N-Acetylhexosaminidase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, APP Metabolism
GO Term: Beta-Galactosidase Activity -> Biodomain: Lysosome, Glycosphingolipid Metabolism, Glycoprotein Degradation, Carbohydrate Metabolism, Endolysosome
GO Term: Beta-Glucuronidase Activity -> Biodomain: Endolysosome, Glycosaminoglycan Metabolism, Proteostasis, Autophagy, Immune Response
GO Term: Beta-Mannosidase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Chitinase Activity -> Biodomain: Immune Response, Endolysosome, Autophagy, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Glycoprotein Endo-Alpha-1,2-Mannosidase Activity -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Autophagy, Immune Response
GO Term: Mannosyl-Oligosaccharide 1,2-Alpha-Mannosidase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Immune Response, Apoptosis
GO Term: Mannosyl-Oligosaccharide 1,3-1,6-Alpha-Mannosidase Activity -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Glc3Man9Glcnac2 Oligosaccharide Glucosidase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Oligo-1,6-Glucosidase Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Sucrose Alpha-Glucosidase Activity -> Biodomain: Carbohydrate Metabolism, Digestion, Metabolic Processes, Enzyme Activity, Glycoside Hydrolase Activity
GO Term: Oligosaccharyl Transferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, Immune Response
GO Term: N-Acetylglucosaminyldiphosphodolichol N-Acetylglucosaminyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Chitobiosyldiphosphodolichol Beta-Mannosyltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, APP Metabolism
GO Term: Dolichyl-Diphosphooligosaccharide-Protein Glycotransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Structural Stabilization, Autophagy
GO Term: Dolichyl-Phosphate Beta-Glucosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Dolichyl-Phosphate Beta-D-Mannosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Dolichyl-Phosphate-Glucose-Glycolipid Alpha-Glucosyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Ornithine Carbamoyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Nitrogen Metabolism, Metabolic Pathways, Enzyme Activity
GO Term: Ornithine Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Ornithine Aminotransferase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Orotate Phosphoribosyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, DNA Repair, Epigenetic
GO Term: Orotidine-5'-Phosphate Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, RNA Spliceosome, Cell Cycle, Epigenetic
GO Term: Oxoglutarate Dehydrogenase (Succinyl-Transferring) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Pantothenate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Pantetheine-Phosphate Adenylyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Protein-N-Terminal Amino-Acid Acetyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Peptidylamidoglycolate Lyase Activity -> Biodomain: Proteostasis, Synapse, Endolysosome, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Peroxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Mitochondrial Metabolism, Apoptosis, Proteostasis
GO Term: Glutathione Peroxidase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Phenylethanolamine N-Methyltransferase Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Epigenetic, Lipid Metabolism, Oxidative Stress
GO Term: Phosphatidate Cytidylyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Endolysosome
GO Term: Phosphatidylcholine-Sterol O-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Vasculature, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Phosphatidylethanolamine N-Methyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Phosphatidylserine Decarboxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Apoptosis
GO Term: Phosphoacetylglucosamine Mutase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy
GO Term: Phosphoenolpyruvate Carboxykinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phosphoenolpyruvate Carboxykinase (Gtp) Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Phosphoglucomutase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Phosphomannomutase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Phosphogluconate Dehydrogenase (Decarboxylating) Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, DNA Repair, Immune Response, Epigenetic
GO Term: Phosphoglycerate Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Phosphoglycerate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Phosphoglycerate Mutase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phospholipase Activity -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Glycosylphosphatidylinositol Phospholipase D Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Immune Response
GO Term: Phosphatidylcholine Lysophospholipase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Phospholipase A2 Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Immune Response
GO Term: Phospholipase C Activity -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis
GO Term: Phospholipase D Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Phosphomevalonate Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Phosphopantothenate--Cysteine Ligase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Phosphopantothenoylcysteine Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Phosphopyruvate Hydratase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phosphoribosylamine-Glycine Ligase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Epigenetic, Proteostasis
GO Term: Phosphoribosylaminoimidazole Carboxylase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle
GO Term: Phosphoribosylaminoimidazolesuccinocarboxamide Synthase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, DNA Repair, RNA Spliceosome
GO Term: Phosphoribosylformylglycinamidine Cyclo-Ligase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, RNA Spliceosome, Epigenetic
GO Term: Phosphoribosylformylglycinamidine Synthase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis, Immune Response
GO Term: Phosphoribosylaminoimidazolecarboxamide Formyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Phosphoribosylglycinamide Formyltransferase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, Cell Cycle, Apoptosis
GO Term: 1,4-Alpha-Oligoglucan Phosphorylase Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: O-Phospho-L-Serine:2-Oxoglutarate Aminotransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Poly(Adp-Ribose) Glycohydrolase Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Polynucleotide 5'-Phosphatase Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, DNA Repair, Epigenetic, Mitochondrial Metabolism
GO Term: Polypeptide N-Acetylgalactosaminyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Immune Response, Endolysosome, Autophagy
GO Term: Polyribonucleotide Nucleotidyltransferase Activity -> Biodomain: RNA Spliceosome, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Porphobilinogen Synthase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Procollagen-Proline 4-Dioxygenase Activity -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Proline Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Propionyl-Coa Carboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: Prenyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Mitochondrial Metabolism, Epigenetic
GO Term: Protein Farnesyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Cell Cycle, Structural Stabilization
GO Term: Protein Geranylgeranyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Cell Cycle, Structural Stabilization
GO Term: Caax-Protein Geranylgeranyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Cell Cycle, Structural Stabilization, Apoptosis
GO Term: Rab Geranylgeranyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Prostaglandin-Endoperoxide Synthase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Vasculature
GO Term: Prostaglandin-D Synthase Activity -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Oxidative Stress, Apoptosis
GO Term: Protein-Arginine Deiminase Activity -> Biodomain: Immune Response, Epigenetic, Proteostasis, Apoptosis, Autophagy
GO Term: Protein C-Terminal S-Isoprenylcysteine Carboxyl O-Methyltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Protein Kinase Activity -> Biodomain: Signal Transduction, Cell Cycle, Apoptosis, Immune Response, Proteostasis
GO Term: Protein Histidine Kinase Activity -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Immune Response
GO Term: Transmembrane Receptor Protein Serine/Threonine Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Immune Response, Structural Stabilization
GO Term: 3-Phosphoinositide-Dependent Protein Kinase Activity -> Biodomain: Lipid Metabolism, Signal Transduction, Intracellular Signaling, Cellular Growth and Proliferation, Kinase Activity
GO Term: Dna-Dependent Protein Kinase Activity -> Biodomain: DNA Repair, Proteostasis, Cell Cycle, Epigenetic, Structural Stabilization
GO Term: Amp-Activated Protein Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Calcium/Calmodulin-Dependent Protein Kinase Activity -> Biodomain: Synapse, Tau Homeostasis, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Elongation Factor-2 Kinase Activity -> Biodomain: Proteostasis, Synapse, Cell Cycle, Autophagy, Metal Binding and Homeostasis
GO Term: Myosin Light Chain Kinase Activity -> Biodomain: Vasculature, Structural Stabilization, Synapse, Proteostasis, Mitochondrial Metabolism
GO Term: Phosphorylase Kinase Activity -> Biodomain: Glycogen Metabolism, Protein Modification, Enzyme Activity, Cell Signaling, Mitochondrial Metabolism
GO Term: Camp-Dependent Protein Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Apoptosis, Autophagy
GO Term: Cgmp-Dependent Protein Kinase Activity -> Biodomain: Vasculature, Synapse, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Cyclin-Dependent Protein Serine/Threonine Kinase Activity -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy
GO Term: Eukaryotic Translation Initiation Factor 2Alpha Kinase Activity -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Diacylglycerol-Dependent Serine/Threonine Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Immune Response, Proteostasis
GO Term: Calcium,Diacylglycerol-Dependent Serine/Threonine Kinase Activity -> Biodomain: Synapse, Apoptosis, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Diacylglycerol-Dependent, Calcium-Independent Serine/Threonine Kinase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Synapse, Autophagy, Immune Response
GO Term: G Protein-Coupled Receptor Kinase Activity -> Biodomain: Proteostasis, Synapse, Vasculature, Immune Response, Cell Cycle
GO Term: Jun Kinase Activity -> Biodomain: Oxidative Stress, Apoptosis, Cell Cycle, Immune Response, Proteostasis
GO Term: Jun Kinase Kinase Kinase Activity -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Proteostasis, Cell Cycle
GO Term: Map Kinase Activity -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Oxidative Stress, Autophagy
GO Term: Map Kinase Kinase Activity -> Biodomain: Apoptosis, Cell Cycle, Immune Response, Oxidative Stress, Proteostasis
GO Term: Map Kinase Kinase Kinase Activity -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Oxidative Stress, Proteostasis
GO Term: Ribosomal Protein S6 Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism
GO Term: Protein Serine/Threonine/Tyrosine Kinase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, DNA Repair, Oxidative Stress
GO Term: Protein Tyrosine Kinase Activity -> Biodomain: Immune Response, Proteostasis, Synapse, Cell Cycle, Vasculature
GO Term: Transmembrane Receptor Protein Tyrosine Kinase Activity -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Cell Cycle
GO Term: Non-Membrane Spanning Protein Tyrosine Kinase Activity -> Biodomain: Proteostasis, Signal Transduction, Autophagy, Apoptosis, Cell Cycle
GO Term: Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase Activity -> Biodomain: Proteostasis, Protein Damage and Repair, Protein Aggregation and Clearance, Structural Stabilization, Oxidative Stress
GO Term: Protein-Lysine 6-Oxidase Activity -> Biodomain: Structural Stabilization, Oxidative Stress, Proteostasis, Vasculature, Metal Binding and Homeostasis
GO Term: Phosphoprotein Phosphatase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Oxidative Stress
GO Term: Protein Serine/Threonine Phosphatase Activity -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Oxidative Stress
GO Term: Calcium-Dependent Protein Serine/Threonine Phosphatase Activity -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Apoptosis, Immune Response
GO Term: Protein Tyrosine Phosphatase Activity -> Biodomain: Immune Response, Cell Cycle, Synapse, Apoptosis, Proteostasis
GO Term: Non-Membrane Spanning Protein Tyrosine Phosphatase Activity -> Biodomain: Proteostasis, Immune Response, Apoptosis, Cell Cycle, Oxidative Stress
GO Term: Oxygen-Dependent Protoporphyrinogen Oxidase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Purine-Nucleoside Phosphorylase Activity -> Biodomain: Immune Response, Mitochondrial Metabolism, DNA Repair, Cell Cycle, Autophagy
GO Term: Pyridoxamine Phosphate Oxidase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Pyrroline-5-Carboxylate Reductase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Autophagy
GO Term: Pyruvate Carboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Pyruvate Dehydrogenase (Acetyl-Transferring) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Pyruvate Dehydrogenase (Acetyl-Transferring) Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: [Pyruvate Dehydrogenase (Acetyl-Transferring)]-Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Dihydrolipoyllysine-Residue Acetyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Pyruvate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Cell Cycle
GO Term: All-Trans-Retinol Dehydrogenase (Nad+) Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Epigenetic, Oxidative Stress, Proteostasis
GO Term: Ribokinase Activity -> Biodomain: Oxidative Stress, Lipid Metabolism, Immune Response, DNA Repair, Cell Cycle
GO Term: Ribonucleoside-Diphosphate Reductase Activity, Thioredoxin Disulfide As Acceptor -> Biodomain: Cell Cycle, Oxidative Stress, Metal Binding and Homeostasis, DNA Repair, Proteostasis
GO Term: Ribose Phosphate Diphosphokinase Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Proteostasis
GO Term: D-Ribulose-Phosphate 3-Epimerase Activity -> Biodomain: Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, Epigenetic, DNA Repair
GO Term: Ribose-5-Phosphate Isomerase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, DNA Repair, Lipid Metabolism, Autophagy
