Running with TEMP=0.9, sub_array_index=16
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 16: rows 15000 to 15999
GO Term: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Extracellular Vesicle Biogenesis -> Biodomain: Endolysosome, Apoptosis, Lipid Metabolism, Immune Response, Autophagy
GO Term: Export Across Plasma Membrane -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Immune Response, Proteostasis, APP Metabolism
GO Term: Histone H4K20Me1 Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Histone H3K23Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Histone H3K27Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Negative Regulation Of Lewy Body Formation -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Histone H1 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Positive Regulation Of Lymphocyte Chemotaxis -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Lipid Metabolism, Proteostasis
GO Term: Iron-Sulfur Cluster Chaperone Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Mechanosensitive Monoatomic Cation Channel Activity -> Biodomain: Structural Stabilization, Vasculature, Synapse, Oxidative Stress, Proteostasis
GO Term: Mitochondrial Potassium Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Ammonium Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Structural Stabilization
GO Term: Monocarboxylate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Oxidative Stress, Proteostasis
GO Term: 3-Alpha-Hydroxysteroid 3-Dehydrogenase [Nad(P)+] Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Dipeptide Import Across Plasma Membrane -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Tripeptide Import Across Plasma Membrane -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Apoptotic Process In Response To Mitochondrial Fragmentation -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Folic Acid:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome
GO Term: Regulation Of Long-Chain Fatty Acid Import Into Cell -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Long-Chain Fatty Acid Import Into Cell -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: General Transcription Initiation Factor Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, RNA Spliceosome, Cell Cycle
GO Term: Dna Topoisomerase Iii-Beta-Tdrd3 Complex -> Biodomain: DNA Repair, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: Rna Topoisomerase Activity -> Biodomain: RNA Spliceosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Epigenetic
GO Term: Serotonin-Gated Cation-Selective Signaling Pathway -> Biodomain: Synapse, Epigenetic, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Anterograde Axonal Transport Of Neurotransmitter Receptor Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Intracellular Camp-Activated Cation Channel Activity Involved In Regulation Of Presynaptic Membrane Potential -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Mitochondrial Metabolism
GO Term: Translation At Presynapse -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism
GO Term: Presynaptic Endocytosis -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Perforant Pathway To Dendrate Granule Cell Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Translation At Postsynapse -> Biodomain: Synapse, Proteostasis, Epigenetic, Mitochondrial Metabolism, Structural Stabilization
GO Term: Regulation Of Translation At Postsynapse -> Biodomain: Synapse, Proteostasis, Translation, Structural Stabilization, Autophagy
GO Term: Protein Catabolic Process At Postsynapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Structural Stabilization
GO Term: Regulation Protein Catabolic Process At Presynapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: Regulation Protein Catabolic Process At Postsynapse -> Biodomain: Synapse, Proteostasis, Autophagy, Endolysosome, Structural Stabilization
GO Term: Cell-Cell Fusion -> Biodomain: Structural Stabilization, Synapse, Apoptosis, Immune Response, Cell Cycle
GO Term: Mitochondrial Proton-Transporting Atp Synthase Complex Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: Bcor Complex -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Mrna Cap Binding Complex Binding -> Biodomain: RNA Spliceosome, Proteostasis, Cell Cycle, Epigenetic, Autophagy
GO Term: Endoplasmic Reticulum-Plasma Membrane Contact Site -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Mitochondrial Metabolism
GO Term: Exogenous Protein Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Repair Of Mitotic Kinetochore Microtubule Attachment Defect -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, DNA Repair, Autophagy
GO Term: Mib Complex -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Autophagy, Oxidative Stress
GO Term: Endoplasmic Reticulum-Endosome Membrane Contact Site -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Endosome Fission -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Gbaf Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Peptidyl-Serine Adp-Deribosylation -> Biodomain: DNA Repair, Proteostasis, Oxidative Stress, Apoptosis, Epigenetic
GO Term: Peptidyl-Glutamate Adp-Deribosylation -> Biodomain: Proteostasis, DNA Repair, Oxidative Stress, Apoptosis, Epigenetic
GO Term: Adp-Ribosylserine Hydrolase Activity -> Biodomain: Proteostasis, DNA Repair, Oxidative Stress, Apoptosis, Autophagy
GO Term: Adp-Ribosylglutamate Hydrolase Activity -> Biodomain: Proteostasis, DNA Repair, Epigenetic, Autophagy, Oxidative Stress
GO Term: Nad Dna Adp-Ribosyltransferase Activity -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Autophagy
GO Term: General Transcription Initiation Factor Binding -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Dna-Binding Transcription Factor Binding -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Endocytic Iron Import Into Cell -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Molecular Sensor Activity -> Biodomain: Metal Binding and Homeostasis, Immune Response, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Serine Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Protein Sequestering Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Structural Stabilization
GO Term: Cargo Adaptor Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Synapse, APP Metabolism
GO Term: Molecular Sequestering Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Calcium Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Synapse, Apoptosis
GO Term: Iron Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Immune Response, Endolysosome, DNA Repair
GO Term: Protein Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Structural Stabilization
GO Term: Receptor Decoy Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Vasculature, Synapse
GO Term: Atpase-Coupled Intramembrane Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Endolysosome, Structural Stabilization
GO Term: Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Mitochondrial Metabolism
GO Term: Floppase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Lysophospholipid Translocation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Aminophospholipid Translocation -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Structural Stabilization
GO Term: Glycerophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Endolysosome, Proteostasis
GO Term: Diacylglyceride Transfer Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Sphingomyelin Transfer Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Phosphatidylglycerol Transfer Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Cerebroside Transfer Activity -> Biodomain: Lipid Metabolism, Myelination, Endolysosome, Structural Stabilization, Synapse
GO Term: Phosphatidylserine Transfer Activity -> Biodomain: Lipid Metabolism, Apoptosis, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Triglyceride Transfer Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Phosphatidylcholine Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Apoptosis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Phosphatidylserine Flippase Activity -> Biodomain: Lipid Metabolism, Apoptosis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: N-Retinylidene-Phosphatidylethanolamine Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Lysophosphatidylcholine Flippase Activity -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Glycosylceramide Flippase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Oxidative Stress
GO Term: Lipid Export From Cell -> Biodomain: Lipid Metabolism, Vasculature, Endolysosome, Proteostasis, Autophagy
GO Term: Lipid Import Into Cell -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Vasculature
GO Term: Cargo Receptor Ligand Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, APP Metabolism
GO Term: Heme Export From Vacuole To Cytoplasm -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: P-Type Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Vasculature
GO Term: Abc-Type Transporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Immune Response, Endolysosome, APP Metabolism
GO Term: Cyclic-Gmp-Amp Transmembrane Transporter Activity -> Biodomain: Immune Response, Endolysosome, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Cyclic-Gmp-Amp Transmembrane Import Across Plasma Membrane -> Biodomain: Immune Response, Endolysosome, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Antibacterial Innate Immune Response -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Proteostasis, Autophagy
GO Term: Antiviral Innate Immune Response -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Immune Receptor Activity -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Monoatomic Cation:Bicarbonate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Zinc:Bicarbonate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Endolysosome, Oxidative Stress, Immune Response
GO Term: Transcription Regulator Inhibitor Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, Apoptosis, Immune Response
GO Term: Dna-(Abasic Site) Binding -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Metal Binding and Homeostasis, Apoptosis
GO Term: Protein-Cysteine S-Stearoyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Cytoskeleton-Nuclear Membrane Anchor Activity -> Biodomain: Structural Stabilization, Tau Homeostasis, Cell Cycle, Lipid Metabolism, Proteostasis
GO Term: Chromosome, Telomeric Repeat Region -> Biodomain: DNA Repair, Epigenetic, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Cytokine Precursor Processing -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Signaling Receptor Ligand Precursor Processing -> Biodomain: Proteostasis, APP Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Protein Targeting To Golgi Apparatus -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Structural Stabilization, Autophagy
GO Term: Protein Aggregate Center Assembly -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Cytoplasm Protein Quality Control -> Biodomain: Proteostasis, Autophagy, Endolysosome, Structural Stabilization, Oxidative Stress
GO Term: Protein Demethylase Activity -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, DNA Repair, Metal Binding and Homeostasis
GO Term: Response To Gram-Positive Bacterium -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Endolysosome, Proteostasis
GO Term: Response To Gram-Negative Bacterium -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Endolysosome
GO Term: Pericentric Heterochromatin Organization -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Chromatin-Protein Adaptor Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Iron-Sulfur Cluster Export From The Mitochondrion -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Integrated Stress Response Signaling -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Apoptosis, Endolysosome
GO Term: Hri-Mediated Signaling -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Gcn2-Mediated Signaling -> Biodomain: Proteostasis, Autophagy, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Abc-Type Iron-Sulfur Cluster Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Kinetochore Adaptor Activity -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, DNA Repair, Apoptosis
GO Term: 5-Aminolevulinic Acid Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Amino Acid Metabolism, Metal Binding and Homeostasis
GO Term: 5-Aminolevulinic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Zinc Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Metal Ion Sequestering Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Microtubule Nucleator Activity -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Metal-Dependent Deubiquitinase Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Autophagy, Apoptosis, DNA Repair
GO Term: Very Long-Chain Fatty Acid Beta-Oxidation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Migrasome -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Endolysosome, Apoptosis
GO Term: Negative Regulation Of Mitotic Spindle Assembly Checkpoint Signaling -> Biodomain: Cell Cycle, Proteostasis, Epigenetic, DNA Repair, Apoptosis
GO Term: Regulation Of Reticulophagy -> Biodomain: Autophagy, Proteostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Reticulophagy -> Biodomain: Autophagy, Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Endoplasmic Reticulum-Autophagosome Adaptor Activity -> Biodomain: Autophagy, Endolysosome, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Granzyme-Mediated Programmed Cell Death Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Protein-Rna Adaptor Activity -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Autophagy
GO Term: Gtpase-Dependent Fusogenic Activity -> Biodomain: Endolysosome, Autophagy, Synapse, Immune Response, Lipid Metabolism
GO Term: Intracellular Protein-Containing Complex -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Mitochondrial Metabolism, Autophagy
GO Term: Transcription Regulator Activator Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Apoptosis
GO Term: Pirna Transcription -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Positive Regulation Of Pirna Transcription -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Autophagy, Cell Cycle
GO Term: Atp-Dependent Protein Disaggregase Activity -> Biodomain: Proteostasis, Autophagy, Structural Stabilization, Endolysosome, Synapse
GO Term: Defense Response To Symbiont -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Tead-Yap Complex -> Biodomain: Epigenetic, Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization
GO Term: Xylosyl Alpha-1,3-Xylosyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Endolysosome, Immune Response
GO Term: Egf-Domain Serine Glucosyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, APP Metabolism, Vasculature, Lipid Metabolism
GO Term: Egf-Domain Serine Xylosyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Synapse, Lipid Metabolism
GO Term: Udp-D-Xylose:Beta-D-Glucoside Alpha-1,3-D-Xylosyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Lipid Metabolism, Endolysosome
GO Term: Histone Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Membrane Protein Dislocase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Structural Stabilization
GO Term: Extraction Of Mislocalized Protein From Er Membrane -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Structural Stabilization
GO Term: Extraction Of Mislocalized Protein From Mitochondrial Outer Membrane -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Apoptosis
GO Term: Transmembrane Ascorbate Ferrireductase Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Transmembrane Monodehydroascorbate Reductase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Ascorbate Homeostasis -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Epigenetic, Mitochondrial Metabolism, Endolysosome
GO Term: Mitochondrion Autophagosome Adaptor Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome, Apoptosis
GO Term: P-Type Monovalent Copper Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Adenylate Cyclase-Activating G Protein-Coupled Camp Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Cell Cycle, Vasculature, Epigenetic
GO Term: Promoter-Enhancer Loop Anchoring Activity -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Cell Cycle, Apoptosis
GO Term: Chromatin Loop Anchoring Activity -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Cell Cycle, Proteostasis
GO Term: Chromatin Looping -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Nuclear Envelope Budding -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Histone H3R8 Methyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Tom Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Protein Carrier Chaperone -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Structural Stabilization
GO Term: Cysteine-Type Endopeptidase Activator Activity -> Biodomain: Apoptosis, Proteostasis, Immune Response, Endolysosome, Autophagy
GO Term: Rna Sequestering Activity -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, Immune Response
GO Term: Dna Damage Sensor Activity -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Structural Stabilization, Oxidative Stress
GO Term: P-Type Manganese Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Iodotyrosine Deiodinase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Opioid Growth Factor Receptor Activity -> Biodomain: Synapse, Epigenetic, Cell Cycle, Proteostasis, Apoptosis
GO Term: Ubiquitin-Dependent Protein Catabolic Process Via The C-End Degron Rule Pathway -> Biodomain: Proteostasis, Ubiquitin-Dependent Protein Catabolism, Autophagy, Endolysosome, Cell Cycle
GO Term: Canonical Inflammasome Complex Assembly -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Card8 Inflammasome Complex Assembly -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Card8 Inflammasome Complex -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Positive Regulation Of Pyroptotic Inflammatory Response -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Catalytic Activity, Acting On A Nucleic Acid -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Metal Binding and Homeostasis, Proteostasis
GO Term: Negative Regulation Of Pre-B Cell Receptor Expression -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Epigenetic
GO Term: P450-Containing Electron Transport Chain -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Radial Glia-Guided Pyramidal Neuron Migration -> Biodomain: Structural Stabilization, Tau Homeostasis, Synapse, Myelination, Lipid Metabolism
GO Term: Futile Creatine Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Atp-Dependent Chromatin Remodeler Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Cytoskeletal Motor Activator Activity -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Autophagy
GO Term: Atp-Dependent Protein Folding Chaperone -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Oxidative Stress, Apoptosis
GO Term: Atp-Dependent Fes Chaperone Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Atp-Dependent Dna Damage Sensor Activity -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Oxidative Stress
GO Term: Positive Regulation Of Oxytocin Production -> Biodomain: Synapse, Epigenetic, Proteostasis, RNA Spliceosome, Immune Response
GO Term: Cohesin Unloader Activity -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis, Autophagy
GO Term: Atac Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Transcription Elongation-Coupled Chromatin Remodeling -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Atp-Dependent Histone Chaperone Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Structural Stabilization
GO Term: Molecular Function Activator Activity -> Biodomain: Proteostasis, Epigenetic, Autophagy, Oxidative Stress, Apoptosis
GO Term: Molecular Function Inhibitor Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, Epigenetic
GO Term: Histone H3K36Me/H3K36Me2 Demethylase Activity -> Biodomain: Epigenetic, DNA Repair, Metal Binding and Homeostasis, Proteostasis, Apoptosis
GO Term: Histone H3K36Me2/H3K36Me3 Demethylase Activity -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, DNA Repair, Cell Cycle
GO Term: Fad-Dependent H3K4Me/H3K4Me3 Demethylase Activity -> Biodomain: Epigenetic, Oxidative Stress, Proteostasis, DNA Repair, Cell Cycle
GO Term: Histone H3K9Me/H3K9Me2 Demethylase Activity -> Biodomain: Epigenetic, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, DNA Repair
GO Term: Histone H3K9Me2/H3K9Me3 Demethylase Activity -> Biodomain: Epigenetic, Metal Binding and Homeostasis, DNA Repair, Proteostasis, Apoptosis
GO Term: Rna Folding Chaperone -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Very Long-Chain Fatty Acid Omega-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Molecular Condensate Scaffold Activity -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Autophagy, Epigenetic
GO Term: Membraneless Organelle Assembly -> Biodomain: Proteostasis, Synapse, RNA Spliceosome, Autophagy, Oxidative Stress
GO Term: Protein-Containing Complex Localization To Centriolar Satellite -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
