Running with TEMP=0.1, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Organophosphate Ester Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Spermidine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Abc-Type Fatty-Acyl-Coa Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Dna Translocase Activity -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization, Autophagy
GO Term: Actin Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Immune Response, Vasculature
GO Term: Microtubule Cytoskeleton -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Tau Homeostasis
GO Term: Tubulin Binding -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Short-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Immune Response
GO Term: Toxic Substance Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Fatty Acid Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Peptidoglycan Transmembrane Transporter Activity -> Biodomain: Immune Response, Endolysosome, Autophagy, Cell Cycle, Structural Stabilization
GO Term: Lactate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Quaternary Ammonium Group Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis
GO Term: Alanine:Sodium Symporter Activity -> Biodomain: Amino Acid Transport, Ion Transport, Solute Carrier, Membrane Transport, Metal Binding and Homeostasis
GO Term: Branched-Chain Amino Acid:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Branched-Chain Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: P-Type Ion Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Carbon Dioxide Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Oxygen Transport -> Biodomain: Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Immune Response
GO Term: Nickel Cation Transport -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism
GO Term: Vanadium Ion Transport -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Copper Ion Import -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Plasma Membrane Copper Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Structural Stabilization, Autophagy
GO Term: Molybdate Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Lead Ion Transport -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism
GO Term: Magnesium Ion Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Mercury Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Proteostasis
GO Term: Organic Cation Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Vasculature, Immune Response, Endolysosome
GO Term: Quaternary Ammonium Group Transport -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Inorganic Anion Transport -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Synapse, Oxidative Stress
GO Term: Bicarbonate Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: Iodide Transport -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Nitrate Transmembrane Transport -> Biodomain: Vasculature, Immune Response, Endolysosome, Autophagy, Cell Cycle
GO Term: Nitrite Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Vasculature, Immune Response, Metal Binding and Homeostasis
GO Term: Thiosulfate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Immune Response
GO Term: Organic Anion Transport -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Synapse, Metal Binding and Homeostasis
GO Term: Monocarboxylic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Bile Acid And Bile Salt Transport -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Mitochondrial Metabolism, Proteostasis
GO Term: Canalicular Bile Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Bilirubin Transport -> Biodomain: Lipid Metabolism, Vasculature, Mitochondrial Metabolism, Endolysosome, Oxidative Stress
GO Term: Formate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Lactate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Mevalonate Transport -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress, Endolysosome
GO Term: Oxaloacetate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Propanoate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Prostaglandin Transport -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Endolysosome, Oxidative Stress
GO Term: Taurine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Sialic Acid Transport -> Biodomain: Endolysosome, Lipid Metabolism, Proteostasis, Immune Response, Autophagy
GO Term: C4-Dicarboxylate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Fumarate Transport -> Biodomain: Mitochondrial Metabolism, Metabolism, Cellular Metabolism, Transport, Metabolite Transport
GO Term: Alpha-Ketoglutarate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Succinate Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Citrate Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Urate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Endolysosome, Vasculature
GO Term: Organophosphate Ester Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Pentose Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Epigenetic
GO Term: Fructose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Fucose Transmembrane Transport -> Biodomain: Endolysosome, Lipid Metabolism, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Galactose Transmembrane Transport -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Glucose-6-Phosphate Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Mannose Transmembrane Transport -> Biodomain: Endolysosome, APP Metabolism, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Sucrose Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Polysaccharide Transport -> Biodomain: Carbohydrate Metabolism, Glycogen Metabolism, Membrane Transport, Metabolism, Energy Metabolism
GO Term: Glucuronoside Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Nucleotide-Sugar Transmembrane Transport -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Cell Cycle
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transport -> Biodomain: Endolysosome, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Structural Stabilization
GO Term: Udp-Glucose Transmembrane Transport -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Udp-Glucuronate Transmembrane Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Proteostasis
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transport -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Udp-Xylose Transmembrane Transport -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Structural Stabilization, Mitochondrial Metabolism
GO Term: Polyol Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Glycerol Transmembrane Transport -> Biodomain: Lipid Metabolism, Vasculature, Mitochondrial Metabolism, Structural Stabilization, Endolysosome
GO Term: Mannitol Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Myo-Inositol Transport -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Acidic Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Aromatic Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Vasculature, Synapse
GO Term: Basic Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Branched-Chain Amino Acid Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Neutral Amino Acid Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy
GO Term: S-Adenosyl-L-Methionine Transport -> Biodomain: Epigenetic, Mitochondrial Metabolism, Lipid Metabolism, DNA Repair, Proteostasis
GO Term: L-Amino Acid Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Vasculature
GO Term: L-Alanine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Aspartate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Proteostasis
GO Term: L-Cystine Transport -> Biodomain: Oxidative Stress, Endolysosome, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid Transport -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: L-Glutamate Transmembrane Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Glycine Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Histidine Transport -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Isoleucine Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Immune Response
GO Term: Lysine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Leucine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Methionine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Ornithine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome
GO Term: Phenylalanine Transport -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Proline Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Oxidative Stress
GO Term: L-Serine Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Synapse, Myelination
GO Term: Threonine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Tryptophan Transport -> Biodomain: Proteostasis, Endolysosome, Vasculature, Immune Response, Autophagy
GO Term: Tyrosine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Valine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: Peptide Transport -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, APP Metabolism
GO Term: Peptidoglycan Transport -> Biodomain: Proteostasis, Immune Response, Structural Stabilization, Endolysosome, Lipid Metabolism
GO Term: Amine Transport -> Biodomain: Synapse, Endolysosome, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism
GO Term: Amino-Acid Betaine Transport -> Biodomain: Lipid Metabolism, Epigenetic, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress
GO Term: Urea Transport -> Biodomain: Mitochondrial Metabolism, Vasculature, Oxidative Stress, Immune Response, Proteostasis
GO Term: Aminergic Neurotransmitter Loading Into Synaptic Vesicle -> Biodomain: Synapse, Vesicle Trafficking, Proteostasis, Mitochondrial Metabolism, Structural Stabilization
GO Term: Methylammonium Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Monoamine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Oxidative Stress, Autophagy
GO Term: Putrescine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Spermidine Transport -> Biodomain: Lipid Metabolism, Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Organic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Synapse, Oxidative Stress
GO Term: Organic Hydroxy Compound Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Nucleobase Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Proteostasis, Autophagy, RNA Spliceosome
GO Term: Adenine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Guanine Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome
GO Term: Pyrimidine Nucleobase Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, RNA Spliceosome, Epigenetic
GO Term: Nucleoside Transport -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Epigenetic, RNA Spliceosome
GO Term: Purine Nucleoside Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Synapse, Vasculature, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Cytidine Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Uridine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Pyrimidine Nucleoside Transport -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Mitochondrial Metabolism, RNA Spliceosome
GO Term: Purine Nucleotide Transport -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Epigenetic, DNA Repair, Lipid Metabolism
GO Term: Adp Transport -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, Cell Cycle, Autophagy
GO Term: Atp Transport -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Synapse, Proteostasis
GO Term: Acetylcholine Transport -> Biodomain: Synapse, Endolysosome, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Choline Transport -> Biodomain: Lipid Metabolism, Synapse, Endolysosome, Proteostasis, Metal Binding and Homeostasis
GO Term: Dopamine Transport -> Biodomain: Synapse, Neuronal Signaling, Membrane Transport, Metabolism, Cellular Homeostasis
GO Term: Norepinephrine Transport -> Biodomain: Synapse, Neurotransmission, Stress Response, Neurodegeneration, Mitochondrial Metabolism
GO Term: Acetyl-Coa Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Autophagy, Proteostasis
GO Term: Biotin Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Carnitine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Apoptosis, Autophagy
GO Term: Creatine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: L-Ascorbic Acid Transmembrane Transport -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Immune Response, Lipid Metabolism
GO Term: Folic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis, Immune Response
GO Term: Heme Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Pantothenate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Thiamine Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Cobalamin Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Siderophore Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Endolysosome
GO Term: Tetracycline Transmembrane Transport -> Biodomain: Transmembrane Transport, Antibiotic Response, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Long-Chain Fatty Acid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Long-Chain Fatty Acid Import Into Peroxisome -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Long-Chain Fatty Acid Import Across Plasma Membrane -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Short-Chain Fatty Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Short-Chain Fatty Acid Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Phospholipid Transport -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Autophagy, Mitochondrial Metabolism
GO Term: Fatty-Acyl-Coa Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Aminophospholipid Transport -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Vasculature, Apoptosis
GO Term: Sterol Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Peroxisomal Membrane Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Lipopolysaccharide Transport -> Biodomain: Immune Response, Endolysosome, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Mannosidase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Immune Response
GO Term: Glucosidase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Hexosaminidase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: Nucleobase-Containing Compound Transport -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Immune Response, Proteostasis
GO Term: Nucleobase-Containing Compound Transmembrane Transporter Activity -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism
GO Term: Large Ribosomal Subunit -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, RNA Spliceosome, Autophagy
GO Term: Small Ribosomal Subunit -> Biodomain: Proteostasis, Mitochondrial Metabolism, Cell Cycle, Structural Stabilization, Epigenetic
GO Term: Coenzyme A Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Coenzyme A Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Coenzyme A Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Pantothenate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Formate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Formate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Oxidative Stress, Lipid Metabolism
GO Term: Nucleobase-Containing Small Molecule Interconversion -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, RNA Spliceosome, Metal Binding and Homeostasis
GO Term: Diadenosine Polyphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Diadenosine Triphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Diadenosine Tetraphosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, DNA Repair, Proteostasis, Autophagy
GO Term: Energy Derivation By Oxidation Of Organic Compounds -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Proton Motive Force-Driven Atp Synthesis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Endolysosome, Proteostasis
GO Term: Electron Transport Coupled Proton Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Phospholipase Activator Activity -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phospholipase A2 Activator Activity -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Structural Stabilization, Endolysosome
GO Term: Dystrophin-Associated Glycoprotein Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Dystroglycan Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Vasculature, Apoptosis
GO Term: Sarcoglycan Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Syntrophin Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Morphogen Activity -> Biodomain: Vasculature, Cell Cycle, Epigenetic, Proteostasis, Synapse
GO Term: Cyclosporin A Binding -> Biodomain: Immune Response, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Peptidoglycan Immune Receptor Activity -> Biodomain: Immune Response, Endolysosome, Apoptosis, Autophagy, Oxidative Stress
GO Term: Membrane -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism
GO Term: Cdp-Diacylglycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Proteostasis
GO Term: Trna Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Viral Process -> Biodomain: Immune Response, Apoptosis, Endolysosome, Proteostasis, Autophagy
GO Term: Maleylacetoacetate Isomerase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Zeta Dna Polymerase Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Mitochondrial Metabolism, Epigenetic
GO Term: Cellular Response To Phosphate Starvation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Epigenetic
GO Term: Absorption Of Visible Light -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Epigenetic, Cell Cycle, Oxidative Stress
GO Term: Lipid Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Detection Of Bacterium -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Detection Of Fungus -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Detection Of Temperature Stimulus -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: Vesicle Organization -> Biodomain: Endolysosome, Autophagy, Synapse, Proteostasis, Lipid Metabolism
GO Term: Carbohydrate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Cell Cycle
GO Term: Carbohydrate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Wnt Signaling Pathway -> Biodomain: Cell Cycle, Epigenetic, Proteostasis, Synapse, Autophagy
GO Term: G Protein-Coupled Opsin Signaling Pathway -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Immunoglobulin Mediated Immune Response -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Type I Hypersensitivity -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Vasculature
