Running with TEMP=0.5, sub_array_index=15
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 15: rows 14000 to 14999
GO Term: Nephric Duct Development -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Autophagy
GO Term: Ripoptosome Assembly -> Biodomain: Apoptosis, Proteostasis, Immune Response, Oxidative Stress, Autophagy
GO Term: Mitochondrial Outer Membrane Permeabilization -> Biodomain: Apoptosis, Mitochondrial Metabolism, Cell Cycle, Proteostasis, Oxidative Stress
GO Term: Neutrophil Clearance -> Biodomain: Immune Response, Apoptosis, Autophagy, Endolysosome, Proteostasis
GO Term: Autophagosome Maturation -> Biodomain: Autophagy, Endolysosome, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Protein Localization To Heterochromatin -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle
GO Term: Perinucleolar Compartment -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Structural Stabilization, Autophagy
GO Term: Udp-Glucosylation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Cytosolic [4Fe-4S] Assembly Targeting Complex -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, DNA Repair, Autophagy
GO Term: Mcm8-Mcm9 Complex -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Structural Stabilization
GO Term: Protein O-Acetylglucosaminyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, APP Metabolism, Synapse, Autophagy
GO Term: Carbohydrate Derivative Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Metal Binding and Homeostasis, Endolysosome
GO Term: Establishment Of Sertoli Cell Barrier -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Apoptosis, Vasculature
GO Term: Protein O-Glcnacylation Via Threonine -> Biodomain: Proteostasis, Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism, Epigenetic
GO Term: Mdm2/Mdm4 Family Protein Binding -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Epigenetic, DNA Repair
GO Term: Histone H3K18 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, DNA Repair, Cell Cycle
GO Term: Sensory Neuron Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Proteostasis, RNA Spliceosome, Endolysosome
GO Term: Interneuron Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Endolysosome, Cell Cycle, Autophagy
GO Term: Spinal Cord Interneuron Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Mitochondrial Metabolism
GO Term: Dorsal Spinal Cord Interneuron Posterior Axon Guidance -> Biodomain: Neuronal System, Peripheral Nervous System, Signal Transduction, Neurotrophic Factor Signaling, Cytoskeleton Organization
GO Term: Dorsal Spinal Cord Interneuron Anterior Axon Guidance -> Biodomain: Structural Stabilization, Synapse, Tau Homeostasis, APP Metabolism, Proteostasis
GO Term: Photoreceptor Disc Membrane -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Oxidative Stress
GO Term: Didp Phosphatase Activity -> Biodomain: DNA Repair, Epigenetic, Metal Binding and Homeostasis, Cell Cycle, Mitochondrial Metabolism
GO Term: Glial Cell Projection -> Biodomain: Synapse, Myelination, Structural Stabilization, Proteostasis, Autophagy
GO Term: Cellular Response To Interleukin-17 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Interleukin-17-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Structural Stabilization, Vasculature
GO Term: Synaptic Vesicle Lumen Acidification -> Biodomain: Synapse, Endolysosome, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Neuroblast Migration -> Biodomain: Cell Migration, Developmental Biology, Neural Development, Neurogenesis, Signal Transduction
GO Term: Cellular Response To Raffinose -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Endolysosome
GO Term: Glial Cytoplasmic Inclusion -> Biodomain: Proteostasis, Autophagy, Endolysosome, Synapse, Apoptosis
GO Term: Hippocampal Interneuron Differentiation -> Biodomain: Synapse, Structural Stabilization, Apoptosis, Cell Cycle, Epigenetic
GO Term: Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Vasculature, Cell Cycle, Proteostasis
GO Term: Lewy Body -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Autophagy, Apoptosis
GO Term: Classical Lewy Body -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Neurofibrillary Tangle -> Biodomain: Tau Homeostasis, Proteostasis, Apoptosis, Synapse, Structural Stabilization
GO Term: Liver Regeneration -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Apoptosis, Autophagy, Structural Stabilization
GO Term: Tubular Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Microtubule Bundle -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Mitotic Spindle Pole -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Epigenetic, Mitochondrial Metabolism
GO Term: Dense Body -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Supramolecular Fiber Organization -> Biodomain: Structural Stabilization, Proteostasis, Tau Homeostasis, APP Metabolism, Synapse
GO Term: Apical Dendrite -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Basal Dendrite -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Myelination
GO Term: Ca3 Pyramidal Cell Dendrite -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Sorting Endosome -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Spine Apparatus -> Biodomain: Synapse, Structural Stabilization, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Dendritic Tree -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Astrocyte Projection -> Biodomain: Synapse, Structural Stabilization, Vasculature, Endolysosome, Mitochondrial Metabolism
GO Term: Astrocyte End-Foot -> Biodomain: Vasculature, Structural Stabilization, Synapse, Immune Response, Proteostasis
GO Term: Glial Limiting End-Foot -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Synapse, Myelination
GO Term: Gait Complex -> Biodomain: Immune Response, Proteostasis, RNA Spliceosome, Oxidative Stress, Epigenetic
GO Term: Mesaxon -> Biodomain: Myelination, Synapse, Structural Stabilization, Proteostasis, Endolysosome
GO Term: Hippocampal Mossy Fiber -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Oxidative Stress
GO Term: Lewy Neurite -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Ubiquitin-Dependent Glycoprotein Erad Pathway -> Biodomain: Proteostasis, Ubiquitin-Proteasome System, Glycosylation & Glycobiology, Endolysosome, Cellular Homeostasis
GO Term: Programmed Cell Death In Response To Reactive Oxygen Species -> Biodomain: Oxidative Stress, Apoptosis, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Ribbon Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Mossy Fiber Rosette -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Cyclin-Dependent Protein Kinase Activity -> Biodomain: Cell Cycle, Proteostasis, DNA Repair, Epigenetic, Autophagy
GO Term: Retinal Rod Cell Apoptotic Process -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Retinal Cone Cell Apoptotic Process -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Motor Neuron Migration -> Biodomain: Structural Stabilization, Synapse, Vasculature, Myelination, Immune Response
GO Term: Spinal Cord Motor Neuron Migration -> Biodomain: Structural Stabilization, Synapse, Myelination, Autophagy, Proteostasis
GO Term: Lateral Motor Column Neuron Migration -> Biodomain: Neuronal Migration, Axon Guidance, Neurogenesis, Development, Cell Migration
GO Term: Dendrite Extension -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Neuron Projection Guidance -> Biodomain: Synapse, Structural Stabilization, Myelination, Vasculature, Immune Response
GO Term: Multivesicular Body Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Multivesicular Body, Internal Vesicle -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Multivesicular Body, Internal Vesicle Lumen -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Sympathetic Neuron Projection Extension -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Sympathetic Neuron Projection Guidance -> Biodomain: Synapse, Vasculature, Structural Stabilization, Tau Homeostasis, Proteostasis
GO Term: Sympathetic Neuron Axon Guidance -> Biodomain: Synapse, Vasculature, Structural Stabilization, Lipid Metabolism, Proteostasis
GO Term: Structural Molecule Activity Conferring Elasticity -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Vasculature, Tau Homeostasis
GO Term: Regulation Of Vesicle Size -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, Lipid Metabolism
GO Term: Blood Vessel Endothelial Cell Delamination -> Biodomain: Vasculature, Structural Stabilization, Apoptosis, Proteostasis, Endolysosome
GO Term: Endothelial Tube Lumen Extension -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Endolysosome, Lipid Metabolism
GO Term: Protein Localization To Non-Motile Cilium -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Synapse
GO Term: Receptor Localization To Non-Motile Cilium -> Biodomain: Lipid Metabolism, Cell Cycle, Proteostasis, Structural Stabilization, Vasculature
GO Term: Sialylation -> Biodomain: Glycosylation, Lipid Metabolism, Immune Response, Proteostasis, Cell Adhesion
GO Term: Gemini Of Cajal Bodies -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Synapse, Epigenetic
GO Term: Rad6-Rad18 Complex -> Biodomain: DNA Repair, Proteostasis, Cell Cycle, Epigenetic, Oxidative Stress
GO Term: Base-Excision Repair, Ap Site Formation Via Deaminated Base Removal -> Biodomain: DNA Repair, Epigenetic, Oxidative Stress, Autophagy, Proteostasis
GO Term: Cardiac Myofibril -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy
GO Term: Myosin Ii Filament -> Biodomain: Structural Stabilization, Cell Cycle, Vasculature, Immune Response, Apoptosis
GO Term: Dna Recombinase Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Sperm Plasma Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome, Apoptosis
GO Term: Spliceosomal Snrnp Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: Spliceosomal Tri-Snrnp Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair
GO Term: Necroptotic Signaling Pathway -> Biodomain: Apoptosis, DNA Repair, Oxidative Stress, Proteostasis, Immune Response
GO Term: Execution Phase Of Necroptosis -> Biodomain: Apoptosis, Cellular Compartments, Epigenetic, Membrane Integrity, Immune Response
GO Term: Myeloid Leukocyte Migration -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Granulocyte Migration -> Biodomain: Immune Response, Vasculature, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress
GO Term: Mast Cell Migration -> Biodomain: Immune Response, Cell Adhesion and Migration, Inflammation, Vasculature, Immune System
GO Term: Cellular Stress Response To Acid Chemical -> Biodomain: Oxidative Stress, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Lymphoid Lineage Cell Migration Into Thymus -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Endolysosome, Autophagy
GO Term: Thymus Epithelium Morphogenesis -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Epigenetic, Vasculature
GO Term: Ciliary Transition Fiber -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Endolysosome
GO Term: Axonemal Basal Plate -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Ciliary Tip -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Ciliary Inversin Compartment -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Tau Homeostasis
GO Term: Axonemal Doublet Microtubule -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Apoptosis, Cell Cycle
GO Term: Ciliary Base -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Endolysosome, Lipid Metabolism
GO Term: Transcription Preinitiation Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Mitochondrial Double-Strand Break Repair Via Homologous Recombination -> Biodomain: Mitochondrial Metabolism, DNA Repair, Proteostasis, Oxidative Stress, Autophagy
GO Term: Calcium Ion Transmembrane Import Into Cytosol -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Proteostasis
GO Term: Lateral Cell Cortex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Lipid Metabolism
GO Term: Lamellipodium Organization -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Synapse, Proteostasis
GO Term: Sperm Cytoplasmic Droplet -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Retina Blood Vessel Maintenance -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Cullin Family Protein Binding -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, DNA Repair
GO Term: Temperature-Gated Ion Channel Activity -> Biodomain: Vasculature, Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Temperature-Gated Cation Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Vasculature
GO Term: Monoamine Oxidase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: Potassium Ion Export Across Plasma Membrane -> Biodomain: Synapse, Vasculature, Immune Response, Apoptosis, Metal Binding and Homeostasis
GO Term: Extrinsic Component Of Omegasome Membrane -> Biodomain: Autophagy, Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Extrinsic Component Of Phagophore Assembly Site Membrane -> Biodomain: Autophagy, Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism
GO Term: L-Arginine Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: L-Lysine Import Across Plasma Membrane -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism
GO Term: L-Ornithine Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Calcitonin Family Receptor Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Lipid Metabolism, Immune Response, Oxidative Stress
GO Term: Amylin Receptor Activity -> Biodomain: Metabolic Pathways, Energy Metabolism, Glucose Metabolism, Hormonal Signaling, Neuronal Signaling
GO Term: Amylin Binding -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis, Autophagy
GO Term: Calcitonin Family Receptor Signaling Pathway -> Biodomain: Vasculature, Metal Binding and Homeostasis, Synapse, Lipid Metabolism, Immune Response
GO Term: Amylin Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Autophagy, Apoptosis, Lipid Metabolism
GO Term: G Protein-Coupled Receptor Complex -> Biodomain: Synapse, Vasculature, Immune Response, Lipid Metabolism, Proteostasis
GO Term: A Axonemal Microtubule -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Autophagy
GO Term: Serpin Family Protein Binding -> Biodomain: Proteostasis, Immune Response, Apoptosis, Structural Stabilization, Lipid Metabolism
GO Term: 3',5'-Nucleotide Bisphosphate Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Cell Cycle
GO Term: Stat Family Protein Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Epigenetic
GO Term: Double-Strand Break Repair Via Classical Nonhomologous End Joining -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Structural Stabilization
GO Term: Double-Strand Break Repair Via Alternative Nonhomologous End Joining -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Autophagy
GO Term: Intracellularly Phosphatidylinositol-3,5-Bisphosphate-Gated Monatomic Cation Channel Activity -> Biodomain: Lipid Metabolism, Signal Transduction, Ion Transport, Endolysosome, Proteostasis
GO Term: Iron Ion Transmembrane Transporter Inhibitor Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Immune Response
GO Term: Establishment Of Rna Localization To Telomere -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Establishment Of Protein-Containing Complex Localization To Telomere -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Cell Surface Receptor Signaling Pathway Via Stat -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Epigenetic, Proteostasis
GO Term: Telomere Maintenance Via Base-Excision Repair -> Biodomain: DNA Repair, Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Cell Cycle
GO Term: Vascular Endothelial Cell Response To Fluid Shear Stress -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Immune Response, Proteostasis
GO Term: Vascular Endothelial Cell Response To Laminar Fluid Shear Stress -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Immune Response, Lipid Metabolism
GO Term: Vascular Endothelial Cell Response To Oscillatory Fluid Shear Stress -> Biodomain: Vasculature, Oxidative Stress, Structural Stabilization, Immune Response, Proteostasis
GO Term: Ferroptosis -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Intracellular Vesicle -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Connective Tissue Replacement -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Ciliary Basal Body-Plasma Membrane Docking -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Cell Cycle, Endolysosome
GO Term: Vesicle Targeting, Trans-Golgi To Periciliary Membrane Compartment -> Biodomain: Endolysosome, Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Disordered Domain Specific Binding -> Biodomain: Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle, Autophagy
GO Term: Neural Tissue Regeneration -> Biodomain: Synapse, Structural Stabilization, Myelination, Proteostasis, Autophagy
GO Term: Calcineurin-Mediated Signaling -> Biodomain: Immune Response, Cell Cycle, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Sperm Motility -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Cell Cycle, Proteostasis
GO Term: 9+0 Motile Cilium -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: 9+2 Motile Cilium -> Biodomain: Structural Stabilization, Cell Motility, Cellular Signaling, Developmental Biology, Tissue Morphogenesis
GO Term: Non-Motile Cilium -> Biodomain: Signal Transduction, Structural Stabilization, Vasculature, Autophagy, Cell Cycle
GO Term: 9+0 Non-Motile Cilium -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Endolysosome
GO Term: Photoreceptor Cell Cilium -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Extracellular Exosome Biogenesis -> Biodomain: Endolysosome, Autophagy, Lipid Metabolism, Proteostasis, Immune Response
GO Term: De Novo Centriole Assembly -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Epigenetic
GO Term: Renal Urate Salt Excretion -> Biodomain: Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Mitochondrial Trna 5'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Oxidative Stress, Autophagy
GO Term: Blood Vessel Diameter Maintenance -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism
GO Term: Membrane Tubulation -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Endosome Membrane Tubulation -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Regulation Of Dna Stability -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Autophagy
GO Term: Membrane Bending -> Biodomain: Structural Stabilization, Endolysosome, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Non-Replicative Dna Transposition -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis
GO Term: G-Rich Strand Telomeric Dna Binding -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Endothelial To Hematopoietic Transition -> Biodomain: Vasculature, Cell Cycle, Structural Stabilization, Immune Response, Apoptosis
GO Term: Skeletal Muscle Fiber Differentiation -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Neuromuscular Junction Development, Skeletal Muscle Fiber -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Myelination, Mitochondrial Metabolism
GO Term: Positive Regulation Of Strand Invasion -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Ligand-Modulated Transcription Factor Activity -> Biodomain: Epigenetic, Lipid Metabolism, Immune Response, Cell Cycle, Metal Binding and Homeostasis
GO Term: Centriole Assembly -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Autophagy
GO Term: De Novo Centriole Assembly Involved In Multi-Ciliated Epithelial Cell Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Deuterosome -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Cytoplasmic Side Of Trans-Golgi Network Transport Vesicle Membrane -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Defense Response To Other Organism -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, Apoptosis
GO Term: Maintenance Of Protein Complex Location -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Endolysosome, Autophagy
GO Term: Cytoplasmic Side Of Golgi Membrane -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Structural Stabilization, Autophagy
GO Term: Side Of Membrane -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Lumenal Side Of Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Autophagy
GO Term: Cytoplasmic Side Of Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Structural Stabilization, Autophagy
GO Term: Cytoplasmic Side Of Rough Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Cytoplasmic Side Of Early Endosome Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Structural Stabilization
GO Term: Cytoplasmic Side Of Late Endosome Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Cytoplasmic Side Of Membrane -> Biodomain: Proteostasis, Synapse, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Cytoplasmic Side Of Lysosomal Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Lumenal Side Of Lysosomal Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Lumenal Side Of Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Inactive Sex Chromosome -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Cell Cycle, Proteostasis
GO Term: Learned Vocalization Behavior -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Epigenetic, Tau Homeostasis
GO Term: Cellular Response To Virus -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Endolysosome
GO Term: Bounding Membrane Of Organelle -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: External Side Of Apical Plasma Membrane -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Vasculature, Endolysosome
GO Term: Cytoplasmic Side Of Apical Plasma Membrane -> Biodomain: Structural Stabilization, Endolysosome, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Mucin Granule -> Biodomain: Immune Response, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Perivitelline Space -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Apoptosis, Proteostasis
GO Term: Observational Learning -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Immune Response
GO Term: Palmitoyl Hydrolase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress, Mitochondrial Metabolism
GO Term: Selenocystathionine Gamma-Lyase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Cell-Cell Adhesion -> Biodomain: Structural Stabilization, Immune Response, Synapse, Vasculature, Proteostasis
GO Term: Selenocysteine-Trna Ligase Activity -> Biodomain: Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: O-Phosphoseryl-Trna(Sec) Selenium Transferase Activity -> Biodomain: Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Trans-Golgi Network Membrane Organization -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Cell Adhesion Mediator Activity -> Biodomain: Structural Stabilization, Synapse, Vasculature, Immune Response, Proteostasis
GO Term: Cell-Cell Adhesion Mediator Activity -> Biodomain: Synapse, Structural Stabilization, Vasculature, Immune Response, Proteostasis
GO Term: Collagen Fibril Binding -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Immune Response
