Running with TEMP=0.5, sub_array_index=7
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 7: rows 6000 to 6999
GO Term: Neuronal-Glial Interaction Involved In Hindbrain Glial-Mediated Radial Cell Migration -> Biodomain: Synapse, Structural Stabilization, Myelination, Proteostasis, Autophagy
GO Term: Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Apoptosis, Autophagy
GO Term: Regulation Of Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Proteostasis
GO Term: Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Response To Nutrient Levels -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Cell Cycle, Endolysosome
GO Term: Cellular Response To Nutrient Levels -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Cellular Response To Nutrient -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: A Band -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy
GO Term: H Zone -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: I Band -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: G-Protein Beta/Gamma-Subunit Complex -> Biodomain: Synapse, Structural Stabilization, Immune Response, Vasculature, Proteostasis
GO Term: G-Protein Beta-Subunit Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism, Immune Response
GO Term: G-Protein Gamma-Subunit Binding -> Biodomain: Proteostasis, Synapse, Vasculature, Immune Response, Cell Cycle
GO Term: G-Protein Beta/Gamma-Subunit Complex Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Cell Cycle, Immune Response
GO Term: Adenosine Receptor Binding -> Biodomain: Synapse, Immune Response, Vasculature, Oxidative Stress, Autophagy
GO Term: A1 Adenosine Receptor Binding -> Biodomain: GPCR, Synapse, Mitochondrial Metabolism, Immune Response, Oxidative Stress
GO Term: A2A Adenosine Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Adrenergic Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Alpha-1B Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Alpha-2A Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Alpha-2B Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Alpha-2C Adrenergic Receptor Binding -> Biodomain: Synapse, Vasculature, Immune Response, Lipid Metabolism, Apoptosis
GO Term: Beta-1 Adrenergic Receptor Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Vasculature, Proteostasis, Lipid Metabolism
GO Term: Beta-2 Adrenergic Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Proteostasis, Structural Stabilization
GO Term: Beta-3 Adrenergic Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: Adrenomedullin Receptor Binding -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Endolysosome
GO Term: Angiotensin Receptor Binding -> Biodomain: Vasculature, Immune Response, Proteostasis, Endolysosome, Apoptosis
GO Term: Type 1 Angiotensin Receptor Binding -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Synapse, Lipid Metabolism
GO Term: Type 2 Angiotensin Receptor Binding -> Biodomain: Vasculature, Immune Response, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Apelin Receptor Binding -> Biodomain: Vasculature, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Endothelin A Receptor Binding -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Proteostasis, Immune Response
GO Term: Endothelin B Receptor Binding -> Biodomain: Vasculature, Oxidative Stress, Apoptosis, Proteostasis, Immune Response
GO Term: Neuromedin B Receptor Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Lipid Metabolism
GO Term: Bradykinin Receptor Binding -> Biodomain: Vasculature, Immune Response, Apoptosis, Oxidative Stress, Proteostasis
GO Term: C5L2 Anaphylatoxin Chemotactic Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Vasculature, Endolysosome
GO Term: Calcitonin Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Apoptosis, Vasculature, Epigenetic
GO Term: Type 1 Cannabinoid Receptor Binding -> Biodomain: Synapse, Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Haptoglobin Binding -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Vasculature, Metal Binding and Homeostasis
GO Term: Hemoglobin Alpha Binding -> Biodomain: Metal Binding and Homeostasis, Vasculature, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Cxcr4 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Endolysosome, Apoptosis, Cell Cycle
GO Term: Cxcr5 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Synapse, Proteostasis, Endolysosome
GO Term: Ccr1 Chemokine Receptor Binding -> Biodomain: Immune Response, Endolysosome, Apoptosis, Vasculature, Oxidative Stress
GO Term: Ccr2 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Proteostasis, Apoptosis, Endolysosome
GO Term: Ccr3 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Ccr4 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Proteostasis, Endolysosome, Apoptosis
GO Term: Ccr5 Chemokine Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Vasculature, Synapse
GO Term: Ccr6 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Autophagy
GO Term: Ccr7 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Endolysosome, Proteostasis
GO Term: Ccr10 Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Cx3C Chemokine Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Lipid Metabolism, Proteostasis
GO Term: Type B Gastrin/Cholecystokinin Receptor Binding -> Biodomain: Lipid Metabolism, Synapse, Immune Response, Vasculature, Proteostasis
GO Term: D1 Dopamine Receptor Binding -> Biodomain: Synapse, Proteostasis, Cell Cycle, Immune Response, Oxidative Stress
GO Term: D2 Dopamine Receptor Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism
GO Term: D3 Dopamine Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response
GO Term: D4 Dopamine Receptor Binding -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Structural Stabilization
GO Term: D5 Dopamine Receptor Binding -> Biodomain: Synapse, Proteostasis, Endolysosome, Oxidative Stress, Lipid Metabolism
GO Term: Edg-2 Lysophosphatidic Acid Receptor Binding -> Biodomain: Lipid Metabolism, Vasculature, Synapse, Cell Cycle, Immune Response
GO Term: Follicle-Stimulating Hormone Receptor Binding -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Proteostasis, Lipid Metabolism
GO Term: Galanin Receptor Binding -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Immune Response
GO Term: Type 1 Galanin Receptor Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Endolysosome
GO Term: Type 2 Galanin Receptor Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Immune Response, Endolysosome
GO Term: Type 3 Galanin Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Gastric Inhibitory Polypeptide Receptor Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Vasculature
GO Term: Ghrelin Receptor Binding -> Biodomain: Synapse, Immune Response, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Glucagon Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Growth Hormone-Releasing Hormone Receptor Binding -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Autophagy, Apoptosis
GO Term: Type 1 Orexin Receptor Binding -> Biodomain: Synapse, Lipid Metabolism, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Type 2 Orexin Receptor Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Kisspeptin Receptor Binding -> Biodomain: Synapse, Proteostasis, Endolysosome, Immune Response, Apoptosis
GO Term: Type 1 Melanin-Concentrating Hormone Receptor Binding -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Melanocortin Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Corticotropin Hormone Receptor Binding -> Biodomain: Immune Response, Lipid Metabolism, Apoptosis, Cell Cycle, Vasculature
GO Term: Type 3 Melanocortin Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Type 4 Melanocortin Receptor Binding -> Biodomain: Immune Response, Lipid Metabolism, Vasculature, Synapse, Autophagy
GO Term: Type 5 Melanocortin Receptor Binding -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Motilin Receptor Binding -> Biodomain: Proteostasis, Lipid Metabolism, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Type 2 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Signal Transduction, Neuronal Signaling, Cell Communication, Neurotransmission
GO Term: Type 3 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Type 5 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, APP Metabolism, Apoptosis, Autophagy, Oxidative Stress
GO Term: Type 8 Metabotropic Glutamate Receptor Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Oxidative Stress, Endolysosome
GO Term: P2Y1 Nucleotide Receptor Binding -> Biodomain: Vasculature, Synapse, Immune Response, Lipid Metabolism, Autophagy
GO Term: G Protein-Coupled Serotonin Receptor Binding -> Biodomain: Synapse, Signaling, Neurogenesis, Membrane, Epigenetic
GO Term: Substance P Receptor Binding -> Biodomain: Immune Response, Synapse, Vasculature, Proteostasis, Apoptosis
GO Term: Neuromedin K Receptor Binding -> Biodomain: Synapse, Immune Response, Vasculature, Proteostasis, Lipid Metabolism
GO Term: Substance K Receptor Binding -> Biodomain: Synapse, Immune Response, Vasculature, Apoptosis, Proteostasis
GO Term: Haptoglobin-Hemoglobin Complex -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Type 1 Neuromedin U Receptor Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Type 2 Neuromedin U Receptor Binding -> Biodomain: Synapse, Endolysosome, Proteostasis, Immune Response, Vasculature
GO Term: Neuropeptide Y Receptor Binding -> Biodomain: Synapse, Lipid Metabolism, Mitochondrial Metabolism, Vasculature, Oxidative Stress
GO Term: Protection From Non-Homologous End Joining At Telomere -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Autophagy
GO Term: Olfactory Receptor Binding -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Epigenetic, Metal Binding and Homeostasis
GO Term: Kappa-Type Opioid Receptor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Lipid Metabolism
GO Term: Mu-Type Opioid Receptor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Lipid Metabolism, Vasculature
GO Term: Orexigenic Neuropeptide Qrfp Receptor Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Vasculature, Endolysosome
GO Term: Oxytocin Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Endolysosome, Immune Response
GO Term: Parathyroid Hormone Receptor Binding -> Biodomain: Receptor Binding, Hormone Signaling, Endocrine System, Calcium Homeostasis, Bone Remodeling
GO Term: Type 1 Parathyroid Hormone Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Proteostasis, Lipid Metabolism
GO Term: Telomeric 3' Overhang Formation -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Apoptosis
GO Term: Prolactin-Releasing Peptide Receptor Binding -> Biodomain: Synapse, Immune Response, Proteostasis, Lipid Metabolism, Epigenetic
GO Term: Ep4 Subtype Prostaglandin E2 Receptor Binding -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Oxidative Stress, Proteostasis
GO Term: Thromboxane A2 Receptor Binding -> Biodomain: Vasculature, Lipid Metabolism, Immune Response, Apoptosis, Oxidative Stress
GO Term: Proteinase Activated Receptor Binding -> Biodomain: Vasculature, Immune Response, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Somatostatin Receptor Binding -> Biodomain: Synapse, Immune Response, Vasculature, Proteostasis, Cell Cycle
GO Term: Taste Receptor Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Immune Response, Metal Binding and Homeostasis
GO Term: Type 1 Vasoactive Intestinal Polypeptide Receptor Binding -> Biodomain: Vasculature, Immune Response, Synapse, Oxidative Stress, Epigenetic
GO Term: Type 2 Vasoactive Intestinal Polypeptide Receptor Binding -> Biodomain: Vasculature, Immune Response, Proteostasis, Oxidative Stress, Apoptosis
GO Term: V1A Vasopressin Receptor Binding -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Apoptosis
GO Term: V1B Vasopressin Receptor Binding -> Biodomain: Vasculature, Proteostasis, Lipid Metabolism, Synapse, Oxidative Stress
GO Term: Early Endosome Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Late Endosome Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Endosome Lumen -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Early Endosome Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Late Endosome Lumen -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Negative Regulation Of Synaptic Plasticity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Tau Homeostasis, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Synaptic Plasticity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Pyridoxine Transport -> Biodomain: Vitamin Metabolism, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Tor Signaling -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Mitochondria-Nucleus Signaling Pathway -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Torc1 Complex -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle
GO Term: Torc2 Complex -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Filamentous Actin -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Synapse, Vasculature
GO Term: Regulation Of Glucocorticoid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Epigenetic
GO Term: Regulation Of Glucocorticoid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Immune Response, Proteostasis
GO Term: Negative Regulation Of Glucocorticoid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis
GO Term: Positive Regulation Of Glucocorticoid Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Epigenetic, Oxidative Stress
GO Term: Regulation Of Protein Autophosphorylation -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Protein Autophosphorylation -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, DNA Repair, Synapse
GO Term: Positive Regulation Of Protein Autophosphorylation -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Mitochondrial Metabolism
GO Term: Medium-Chain Fatty Acid-Coa Ligase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Very Long-Chain Fatty Acid-Coa Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Nuclear Receptor-Mediated Corticosteroid Signaling Pathway -> Biodomain: Immune Response, Epigenetic, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Nuclear Receptor-Mediated Mineralocorticoid Signaling Pathway -> Biodomain: Epigenetic, Vasculature, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Response To Corticosteroid -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: Nuclear Mineralocorticoid Receptor Binding -> Biodomain: Epigenetic, Oxidative Stress, Immune Response, Vasculature, Lipid Metabolism
GO Term: Nuclear Membrane -> Biodomain: Structural Stabilization, Lipid Metabolism, Cell Cycle, Apoptosis, Epigenetic
GO Term: Mitochondrial Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Organelle Envelope -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Autophagy, Proteostasis
GO Term: Nuclear Lumen -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Vesicle -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Organelle Subcompartment -> Biodomain: Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Golgi Cisterna -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, APP Metabolism
GO Term: Locomotion Involved In Locomotory Behavior -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Immune Response
GO Term: Bombesin Receptor Signaling Pathway -> Biodomain: Epigenetic, Autophagy, Apoptosis, Lipid Metabolism, Vasculature
GO Term: Mrna Export From Nucleus In Response To Heat Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, RNA Spliceosome
GO Term: Insulin-Like Growth Factor I Binding -> Biodomain: Proteostasis, Cell Cycle, Lipid Metabolism, Endolysosome, Apoptosis
GO Term: Insulin-Like Growth Factor Ii Binding -> Biodomain: Cell Cycle, Apoptosis, Autophagy, Lipid Metabolism, Vasculature
GO Term: Thioesterase Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Regulation Of Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Fatty Acid Beta-Oxidation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Interleukin-28 Receptor Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Interleukin-28 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Oxidative Stress
GO Term: Regulation Of Tor Signaling -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle
GO Term: Negative Regulation Of Tor Signaling -> Biodomain: Autophagy, Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress
GO Term: Positive Regulation Of Tor Signaling -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Lipid Metabolism, Cell Cycle
GO Term: Early Phagosome -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Phagolysosome -> Biodomain: Endolysosome, Immune Response, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Arf Protein Signal Transduction -> Biodomain: Endolysosome, Lipid Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: Regulation Of Arf Protein Signal Transduction -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Vasculature
GO Term: Negative Regulation Of Arf Protein Signal Transduction -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Positive Regulation Of Arf Protein Signal Transduction -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Isg15-Protein Conjugation -> Biodomain: Proteostasis, Immune Response, Ubiquitin-Proteasome System, Autophagy, Epigenetic
GO Term: Nelf Complex -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Autophagy
GO Term: Trypsinogen Activation -> Biodomain: Proteostasis, Endolysosome, Apoptosis, Autophagy, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Insulin Secretion -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Response To Cobalt Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Response To Magnesium Ion -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Myosin Light Chain Binding -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Cell Cycle, Autophagy
GO Term: Myosin Head/Neck Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Vasculature, Autophagy
GO Term: Myosin Tail Binding -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Myosin Ii Head/Neck Binding -> Biodomain: Structural Stabilization, Cell Cycle, Metal Binding and Homeostasis, Proteostasis, Synapse
GO Term: Myosin Heavy Chain Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Autophagy
GO Term: Myosin Ii Heavy Chain Binding -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Integrator Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Autophagy
GO Term: Small-Subunit Processome -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Histone H3K14 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, DNA Repair, Autophagy
GO Term: Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Mitochondrial Dna Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Apoptosis, Oxidative Stress, Autophagy
GO Term: Dsif Complex -> Biodomain: Transcriptional Regulation, RNA Processing, Gene Expression, Chromatin Remodeling, Transcription Factors
GO Term: Guanyl-Nucleotide Exchange Factor Complex -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Synapse, Immune Response
Saved results to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.5/go_biodomain_results_part_7.csv
Logged runtime to: Experiment/DeepSeek/01-Reference_free/01-Name/Temp_0.5/runtime_log.csv
