node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT,GO:0060716,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_INTESTINAL_EPITHELIAL_STRUCTURE_MAINTENANCE,GO:0060729,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT,GO:0060767,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Epigenetic Regulation,Signal Transduction,Response to Stimulus
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION,GO:0060837,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Immune System and Inflammation,Neurodevelopment and Neuronal Differentiation
GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION,GO:0060842,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Neurodevelopment and Neuronal Differentiation,Structural Stabilization
GOBP_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER,GO:0060856,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,System and Developmental Process,Structural Stabilization
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,GO:0060907,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT,GO:0060973,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization,Response to Stimulus
GOBP_COMMON_BILE_DUCT_DEVELOPMENT,GO:0061009,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus,Cell Adhesion and Interaction
GOBP_MEMBRANE_ORGANIZATION,GO:0061024,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,Protein Metabolism and Trafficking,Structural Stabilization,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_WOUND_HEALING,GO:0061044,biological_process,GO:0008150,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction,System and Developmental Process,Immune System and Inflammation
GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT,GO:0061050,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Signal Transduction,Epigenetic Regulation,Neurodevelopment and Neuronal Differentiation
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,GO:0061077,,,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,Structural Stabilization
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO:0061136,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus,Epigenetic Regulation,Molecular Transport and Homeostasis
GOBP_FUNGIFORM_PAPILLA_MORPHOGENESIS,GO:0061197,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY,GO:0061245,,,Cell Adhesion and Interaction,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Response to Stimulus
GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,GO:0061309,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization
GOBP_NOTCH_SIGNALING_INVOLVED_IN_HEART_DEVELOPMENT,,,,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Transcription and Translation Machinery
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,GO:0061323,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY,GO:0061339,biological_process,GO:0008150,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY,,,,Lipid Metabolism,Signal Transduction,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_HEART_TRABECULA_MORPHOGENESIS,GO:0061384,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_MACROPHAGE_PROLIFERATION,GO:0061517,,,Immune System and Inflammation,Cell Cycle,System and Developmental Process,Signal Transduction,Response to Stimulus
GOBP_MICROGLIAL_CELL_PROLIFERATION,GO:0061518,biological_process,GO:0008150,Gliogenesis and Glial Differentiation,Immune System and Inflammation,Cell Cycle,Neurodevelopment and Neuronal Differentiation,System and Developmental Process
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,GO:0061615,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Lipid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_CHAPERONE_MEDIATED_AUTOPHAGY,GO:0061684,biological_process,GO:0008150,Autophagy,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE,GO:0061760,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Autophagy,Cell Adhesion and Interaction
GOBP_TELOMERIC_D_LOOP_DISASSEMBLY,GO:0061820,biological_process,GO:0008150,DNA Repair,Chromosome Organization and Maintenance,Genomic Stability,Cell Cycle,DNA Replication and Recombination
GOBP_SELECTIVE_AUTOPHAGY,,,,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,GO:0061919,,,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Response to Stimulus
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS,GO:0061982,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,DNA Repair,Epigenetic Regulation,Signal Transduction
GOBP_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO:0062042,,,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Epigenetic Regulation,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO:0062043,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization,Response to Stimulus
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GO:0062207,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT,GO:0065002,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:0070059,biological_process,GO:0008150,Apoptosis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY,GO:0070106,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery,System and Developmental Process
GOBP_REGULATION_OF_ADIPONECTIN_SECRETION,GO:0070163,,,Lipid Metabolism,Molecular Transport and Homeostasis,Signal Transduction,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,GO:0070168,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Response to Stimulus,Structural Stabilization,Cell Adhesion and Interaction
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,GO:0070192,biological_process,GO:0008150,Cell Cycle,DNA Repair,Epigenetic Regulation,Structural Stabilization,System and Developmental Process
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,GO:0070201,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS,GO:0070292,biological_process,GO:0008150,Lipid Metabolism,System and Developmental Process,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Response to Stimulus
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,GO:0070302,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Epigenetic Regulation,Cell Cycle,Apoptosis
GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,GO:0070304,,,Signal Transduction,Response to Stimulus,Apoptosis,Immune System and Inflammation,Epigenetic Regulation
GOBP_RESPONSE_TO_CGMP,GO:0070305,biological_process,GO:0008150,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOBP_LENS_FIBER_CELL_DIFFERENTIATION,GO:0070306,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,System and Developmental Process,Cell Cycle,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,GO:0070507,biological_process,GO:0008150,Structural Stabilization,Cell Cycle,Intracellular Trafficking and Organelle Dynamics,Neurodevelopment and Neuronal Differentiation,System and Developmental Process
GOBP_HISTONE_H2A_K63_LINKED_DEUBIQUITINATION,,,,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,DNA Repair,Signal Transduction
GOBP_RESPONSE_TO_INTERLEUKIN_1,GO:0070555,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY,GO:0070564,biological_process,GO:0008150,Signal Transduction,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Response to Stimulus,Epigenetic Regulation
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION,GO:0070570,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_MITOCHONDRION_MORPHOGENESIS,,,,Mitochondrial Function and Metabolism,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,GO:0070585,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_RESPONSE_TO_INTERLEUKIN_2,GO:0070669,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Cycle,Transcription and Translation Machinery
GOBP_RESPONSE_TO_INTERLEUKIN_4,GO:0070670,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,System and Developmental Process
GOBP_PHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN,,,,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,RNA Metabolism
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,GO:0070849,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Cycle,Epigenetic Regulation
GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,GO:0070861,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,GO:0070862,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,GO:0070863,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION,GO:0070935,biological_process,GO:0008150,RNA Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,Transcription and Translation Machinery
GOBP_REGULATION_OF_NEUTROPHIL_MEDIATED_CYTOTOXICITY,GO:0070948,biological_process,GO:0008150,Immune System and Inflammation,Apoptosis,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,GO:0070972,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOBP_NUCLEAR_NCRNA_SURVEILLANCE,,,,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_HISTONE_MRNA_CATABOLIC_PROCESS,GO:0071044,biological_process,GO:0008150,RNA Metabolism,Epigenetic Regulation,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_DNA_CONFORMATION_CHANGE,GO:0071103,biological_process,GO:0008150,DNA Repair,Transcription and Translation Machinery,Epigenetic Regulation,Cell Cycle,Signal Transduction
GOBP_RESOLUTION_OF_RECOMBINATION_INTERMEDIATES,,,,DNA Repair,Cell Cycle,Epigenetic Regulation,Signal Transduction,Transcription and Translation Machinery
GOBP_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION,GO:0071166,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,RNA Metabolism,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,GO:0071219,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,GO:0071229,,,Response to Stimulus,Molecular Transport and Homeostasis,Signal Transduction,Transcription and Translation Machinery,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS,GO:0071257,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_LITHIUM_ION,,,,Signal Transduction,Neurotransmission and Synaptic Regulation,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_CGMP,GO:0071321,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,GO:0071346,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,GO:0071383,biological_process,GO:0008150,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS,GO:0071392,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery,Cell Cycle,Epigenetic Regulation
GOBP_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS,GO:0071394,biological_process,GO:0008150,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_LIPID,GO:0071396,biological_process,GO:0008150,Lipid Metabolism,Response to Stimulus,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_HISTONE_H3_K14_ACETYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking
GOCC_PRP19_COMPLEX,GO:0000974,cellular_component,GO:0005575,RNA Metabolism,Transcription and Translation Machinery,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis
GOCC_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR,GO:0001405,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
