In a magical forest, a lonely unicorn named Luna discovered a hidden glade filled with twinkling stars. Every night, she danced under the shimmering lights, spreading joy and laughter to all the creatures around her. One evening, as she twirled, she made a wish for friends, and to her delight, a troupe of playful fairies appeared, ready to join her enchanting adventures.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Unknown, Epigenetic, Autophagy, DNA Repair

Pathway: Maturation Of Lsu-Rrna -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Endonucleolytic Cleavage To Generate Mature 5'-End Of Ssu-Rrna From (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Autophagy, DNA Repair

Pathway: Endonucleolytic Cleavage Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Autophagy, DNA Repair

Pathway: Endonucleolytic Cleavage In 5'-Ets Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Autophagy, DNA Repair

Pathway: Maturation Of 5S Rrna -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Box C/D Snornp Assembly -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Box H/Aca Snornp Assembly -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Box C/D Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Apoptosis, DNA Repair

Pathway: Box H/Aca Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Unknown, Epigenetic, Proteostasis, Autophagy

Pathway: Proteasome Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, DNA Repair

Pathway: Glycosylphosphatidylinositol-N-Acetylglucosaminyltransferase (Gpi-Gnt) Complex -> Biodomain: Unknown, Proteostasis, Lipid Metabolism, Immune Response, Structural Stabilization

Pathway: H2A-H2B Histone Complex Chaperone Activity -> Biodomain: Proteostasis, Unknown, Apoptosis, Cell Cycle, Epigenetic

Pathway: Lncrna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Proteostasis, Autophagy

Pathway: 3-Sulfino-L-Alanine: Proton, Glutamate Antiporter Activity -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Aspartate:Glutamate, Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Embryonic Axis Specification -> Biodomain: Unknown, Immune Response, Apoptosis, Cell Cycle, Epigenetic

Pathway: Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Unknown, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Purine-Specific Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Unknown

Pathway: Oxidized Pyrimidine Nucleobase Lesion Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Autophagy

Pathway: Meiotic Dna Double-Strand Break Processing -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Unknown

Pathway: Meiotic Dna Recombinase Assembly -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Unknown

Pathway: Meiotic Joint Molecule Formation -> Biodomain: Unknown, DNA Repair, Autophagy, Proteostasis, Epigenetic

Pathway: Meiotic Mismatch Repair -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Unknown

Pathway: Meiotic Dna Repair Synthesis -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Unknown

Pathway: Resolution Of Meiotic Recombination Intermediates -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Immune Response, Unknown

Pathway: Nucleotide-Excision Repair, Dna Damage Recognition -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Unknown

Pathway: Photoreactive Repair -> Biodomain: DNA Repair, Unknown, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Pyrimidine Dimer Repair By Nucleotide-Excision Repair -> Biodomain: DNA Repair, Unknown, Apoptosis, Proteostasis, Oxidative Stress

Pathway: (R,R)-Butanediol Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Telomere Maintenance Via Recombination -> Biodomain: Unknown, DNA Repair, Proteostasis, Apoptosis, Cell Cycle

Pathway: Telomere Maintenance -> Biodomain: Unknown, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Double-Strand Break Repair Via Homologous Recombination -> Biodomain: DNA Repair, Autophagy, Proteostasis, Apoptosis, Unknown

Pathway: Recombinational Repair -> Biodomain: DNA Repair, Unknown, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Double-Strand Break Repair Via Break-Induced Replication -> Biodomain: DNA Repair, Unknown, Apoptosis, Cell Cycle, Epigenetic

Pathway: Dna Double-Strand Break Processing -> Biodomain: DNA Repair, Unknown, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Dna Recombinase Assembly -> Biodomain: DNA Repair, Unknown, Autophagy, Proteostasis, Oxidative Stress

Pathway: Dna Synthesis Involved In Dna Repair -> Biodomain: DNA Repair, Autophagy, Proteostasis, Oxidative Stress, Unknown

Pathway: Dna Strand Displacement -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 429. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Syncytium Formation By Plasma Membrane Fusion -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 345. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Phosphatidyl-N-Methylethanolamine N-Methyltransferase Activity -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 520. Please try again in 7ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Adenyl-Nucleotide Exchange Factor Activity -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 323. Please try again in 4ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Chromosome, Centromeric Region -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 428. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Kinetochore -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 410. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Condensed Chromosome, Centromeric Region -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 486. Please try again in 7ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Chromosome, Telomeric Region -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 496. Please try again in 7ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Telomere Cap Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 372. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Nuclear Telomere Cap Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 367. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Chromatin -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 383. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Nucleosome -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 363. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Euchromatin -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 344. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Heterochromatin -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 355. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Condensed Chromosome -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 383. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Condensed Nuclear Chromosome -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 404. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Synaptonemal Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 352. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Condensin Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 408. Please try again in 6ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Lateral Element -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 368. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Central Element -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 297. Please try again in 4ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Transverse Filament -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 307. Please try again in 4ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Sex Chromosome -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 277. Please try again in 4ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: X Chromosome -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 345. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Y Chromosome -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 365. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Origin Recognition Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 343. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Diacylglycerol Diphosphate Phosphatase Activity -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 379. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Gins Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 343. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Swr1 Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 361. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Escrt I Complex -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 346. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Escrt Ii Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, Unknown

Pathway: Escrt Iii Complex -> Biodomain: Endolysosome, Oxidative Stress, Autophagy, Proteostasis, Apoptosis

Pathway: Sister Chromatid Segregation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Autophagy

Pathway: Regulation Of Glutamine Family Amino Acid Metabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Regulation Of Arginine Metabolic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: Inositol Hexakisphosphate Binding -> Biodomain: Unknown, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Inositol-1,4,5-Trisphosphate 6-Kinase Activity -> Biodomain: Unknown, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Inositol-1,4,5,6-Tetrakisphosphate 3-Kinase Activity -> Biodomain: Unknown, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Inositol-1,3,4,5-Tetrakisphosphate 6-Kinase Activity -> Biodomain: Unknown, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Inositol-1,3,4,5,6-Pentakisphosphate Kinase Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Inositol Hexakisphosphate Kinase Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Diphosphoinositol Pentakisphosphate Kinase Activity -> Biodomain: Unknown, Oxidative Stress, Lipid Metabolism, Autophagy, Immune Response

Pathway: Inositol Hexakisphosphate 6-Kinase Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Inositol Hexakisphosphate 5-Kinase Activity -> Biodomain: Unknown, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Er Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Structural Stabilization

Pathway: Hrd1P Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Unknown

Pathway: Hrd1P Ubiquitin Ligase Erad-L Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Structural Stabilization

Pathway: Mrna Regulatory Element Binding Translation Repressor Activity -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, Epigenetic

Pathway: Cell Morphogenesis -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Mitochondrial Metabolism, Unknown

Pathway: Actomyosin Contractile Ring Assembly -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Autophagy, Unknown

Pathway: Actomyosin Contractile Ring Contraction -> Biodomain: Cell Cycle, Autophagy, Proteostasis, Apoptosis, Unknown

Pathway: Septin Ring Assembly -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Structural Stabilization, Unknown
