Once upon a time in a glittering forest, a curious unicorn named Luna discovered a hidden glade filled with glowing flowers. Each night, the flowers whispered secrets of joy and laughter, making Luna's heart sparkle with happiness. With a gentle flick of her tail, she spread the magic of the glade across the land, bringing sweet dreams to all who slept under the stars.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
Pathway: Maturation Of Ssu-Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Maturation Of Lsu-Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Maturation Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Proteostasis

Pathway: Maturation Of Lsu-Rrna -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Endonucleolytic Cleavage To Generate Mature 5'-End Of Ssu-Rrna From (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Endonucleolytic Cleavage Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Proteostasis, Cell Cycle, Epigenetic, Autophagy

Pathway: Endonucleolytic Cleavage In 5'-Ets Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Proteostasis

Pathway: Maturation Of 5S Rrna -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Box C/D Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Immune Response

Pathway: Box H/Aca Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Immune Response

Pathway: Box C/D Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: Box H/Aca Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Proteasome Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Oxidative Stress

Pathway: Glycosylphosphatidylinositol-N-Acetylglucosaminyltransferase (Gpi-Gnt) Complex -> Biodomain: Proteostasis, Lipid Metabolism, Immune Response, Apoptosis, Autophagy

Pathway: H2A-H2B Histone Complex Chaperone Activity -> Biodomain: Proteostasis, DNA Repair, Epigenetic, Autophagy, Cell Cycle

Pathway: Lncrna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Immune Response

Pathway: 3-Sulfino-L-Alanine: Proton, Glutamate Antiporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Aspartate:Glutamate, Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Embryonic Axis Specification -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Epigenetic, Mitochondrial Metabolism

Pathway: Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Epigenetic, Autophagy, Proteostasis, Oxidative Stress

Pathway: Purine-Specific Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Epigenetic

Pathway: Oxidized Pyrimidine Nucleobase Lesion Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Meiotic Dna Double-Strand Break Processing -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Meiotic Dna Recombinase Assembly -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Meiotic Joint Molecule Formation -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Proteostasis

Pathway: Meiotic Mismatch Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Immune Response

Pathway: Meiotic Dna Repair Synthesis -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Resolution Of Meiotic Recombination Intermediates -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Immune Response

Pathway: Nucleotide-Excision Repair, Dna Damage Recognition -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Cell Cycle

Pathway: Photoreactive Repair -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Pyrimidine Dimer Repair By Nucleotide-Excision Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: (R,R)-Butanediol Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Telomere Maintenance Via Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Telomere Maintenance -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Double-Strand Break Repair Via Homologous Recombination -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Epigenetic, Proteostasis

Pathway: Recombinational Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Immune Response

Pathway: Double-Strand Break Repair Via Break-Induced Replication -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Proteostasis

Pathway: Dna Double-Strand Break Processing -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Proteostasis

Pathway: Dna Recombinase Assembly -> Biodomain: DNA Repair, Autophagy, Epigenetic, Proteostasis, Cell Cycle

Pathway: Dna Synthesis Involved In Dna Repair -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Epigenetic, Oxidative Stress

Pathway: Dna Strand Displacement -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Syncytium Formation By Plasma Membrane Fusion -> Biodomain: Immune Response, Myelination, Apoptosis, Structural Stabilization, Cell Cycle

Pathway: Phosphatidyl-N-Methylethanolamine N-Methyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress

Pathway: Adenyl-Nucleotide Exchange Factor Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, DNA Repair

Pathway: Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Kinetochore -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Immune Response

Pathway: Condensed Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Apoptosis, Epigenetic

Pathway: Chromosome, Telomeric Region -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Proteostasis

Pathway: Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle, Apoptosis

Pathway: Nuclear Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Chromatin -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Cell Cycle

Pathway: Nucleosome -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Cell Cycle

Pathway: Euchromatin -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Cell Cycle, DNA Repair

Pathway: Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy

Pathway: Condensed Chromosome -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Oxidative Stress

Pathway: Condensed Nuclear Chromosome -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Epigenetic

Pathway: Synaptonemal Complex -> Biodomain: Synapse, Proteostasis, Cell Cycle, Apoptosis, Immune Response

Pathway: Condensin Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, DNA Repair, Structural Stabilization

Pathway: Lateral Element -> Biodomain: Synapse, Cell Cycle, Proteostasis, Apoptosis, DNA Repair

Pathway: Central Element -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle

Pathway: Transverse Filament -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Sex Chromosome -> Biodomain: Unknown, Immune Response, Epigenetic, Cell Cycle, DNA Repair

Pathway: X Chromosome -> Biodomain: Unknown, Immune Response, Apoptosis, Cell Cycle, Epigenetic

Pathway: Y Chromosome -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis, Cell Cycle

Pathway: Origin Recognition Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy

Pathway: Diacylglycerol Diphosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Gins Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Autophagy, Proteostasis

Pathway: Swr1 Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy

Pathway: Escrt I Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, DNA Repair

Pathway: Escrt Ii Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, DNA Repair

Pathway: Escrt Iii Complex -> Biodomain: Endolysosome, Autophagy, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Sister Chromatid Segregation -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Regulation Of Glutamine Family Amino Acid Metabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Regulation Of Arginine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Inositol Hexakisphosphate Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Inositol-1,4,5-Trisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Immune Response

Pathway: Inositol-1,4,5,6-Tetrakisphosphate 3-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: Inositol-1,3,4,5-Tetrakisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Inositol-1,3,4,5,6-Pentakisphosphate Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, DNA Repair

Pathway: Inositol Hexakisphosphate Kinase Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Proteostasis, Immune Response

Pathway: Diphosphoinositol Pentakisphosphate Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response, Structural Stabilization

Pathway: Inositol Hexakisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: Inositol Hexakisphosphate 5-Kinase Activity -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis

Pathway: Er Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, DNA Repair, Oxidative Stress, Immune Response

Pathway: Hrd1P Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, DNA Repair

Pathway: Hrd1P Ubiquitin Ligase Erad-L Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, DNA Repair

Pathway: Mrna Regulatory Element Binding Translation Repressor Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, DNA Repair

Pathway: Cell Morphogenesis -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Mitochondrial Metabolism, Immune Response

Pathway: Actomyosin Contractile Ring Assembly -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Autophagy, Structural Stabilization

Pathway: Actomyosin Contractile Ring Contraction -> Biodomain: Cell Cycle, Cytokinesis, Proteostasis, Apoptosis, Immune Response

Pathway: Septin Ring Assembly -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Structural Stabilization, Immune Response

Pathway: Spindle Pole -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Gamma-Tubulin Complex -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Gamma-Tubulin Ring Complex -> Biodomain: Structural Stabilization, Cell Cycle, Myelination, Proteostasis, Apoptosis

Pathway: P-Body -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Oxidative Stress, DNA Repair

Pathway: Garp Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Inner Kinetochore -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, DNA Repair, Structural Stabilization

Pathway: Outer Kinetochore -> Biodomain: Structural Stabilization, Cell Cycle, Apoptosis, Proteostasis, Immune Response

Pathway: Nuclear-Transcribed Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Epigenetic

Pathway: Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Mitochondrial Mrna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Mitochondrial Rna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, DNA Repair

Pathway: Negative Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Positive Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, RNA Spliceosome, Proteostasis

Pathway: Mitochondrial Rna Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Oxidative Stress, Proteostasis

Pathway: Mitochondrial Rna 5'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Oxidative Stress, Proteostasis

Pathway: Mitochondrial Rna 3'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Oxidative Stress, Proteostasis

Pathway: Transcription-Dependent Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Post-Transcriptional Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, DNA Repair

Pathway: Prp19 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Transcription Cis-Regulatory Region Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase Ii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase Ii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase Ii Core Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Dna-Binding Transcription Factor Activity, Rna Polymerase Ii-Specific -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Immune Response

Pathway: Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase Iii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Rna Polymerase Ii Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Iii Core Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Iii General Transcription Initiation Factor Activity -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Rna Polymerase Iii Type 1 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Rna Polymerase Iii Type 2 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Rna Polymerase Iii Type 3 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Ii Sequence-Specific Dna-Binding Transcription Factor Recruiting Activity -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase Iii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Mitochondrial Promoter Sequence-Specific Dna Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Rna Polymerase Iii General Transcription Initiation Factor Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase I Core Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Core Promoter Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, DNA Repair

Pathway: Transcription Regulatory Region Nucleic Acid Binding -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, RNA Spliceosome, Apoptosis

Pathway: Regulatory Region Rna Binding -> Biodomain: RNA Spliceosome, DNA Repair, Epigenetic, Cell Cycle, Autophagy

Pathway: Rna Polymerase Ii General Transcription Initiation Factor Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Tfiib-Class Transcription Factor Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Apoptosis

Pathway: Tfiid-Class Transcription Factor Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Tfiif-Class Transcription Factor Complex Binding -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, Cell Cycle, Epigenetic

Pathway: Tfiih-Class Transcription Factor Complex Binding -> Biodomain: RNA Spliceosome, DNA Repair, Epigenetic, Cell Cycle, Proteostasis

Pathway: Basal Rna Polymerase Ii Transcription Machinery Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Negative Regulation Of Exit From Mitosis -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Oxidative Stress

Pathway: Rna Polymerase Ii Promoter Clearance -> Biodomain: RNA Spliceosome, Cell Cycle, Epigenetic, Proteostasis, Autophagy

Pathway: Dna-Templated Transcription Open Complex Formation -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Proteostasis

Pathway: Protein-Dna-Rna Complex Disassembly -> Biodomain: RNA Spliceosome, DNA Repair, Proteostasis, Autophagy, Epigenetic

Pathway: Transcription Termination Site Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Autophagy

Pathway: Tfiiic-Class Transcription Factor Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Intronic Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Autophagy
