Once upon a time, a gentle unicorn named Luna roamed a sparkling meadow filled with flowers that glowed at night. One evening, she discovered a sad little star that had fallen from the sky, and with a twinkle of her horn, she lifted it back into the heavens. From that day on, every night the star would shine brighter, guiding Luna home as they became the best of friends.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Endonucleolytic Cleavage To Generate Mature 3'-End Of Ssu-Rrna From (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Maturation Of Ssu-Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Maturation Of Lsu-Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair

Pathway: Maturation Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Autophagy

Pathway: Maturation Of Lsu-Rrna -> Biodomain: RNA Spliceosome, Cell Cycle, Epigenetic, Proteostasis, DNA Repair

Pathway: Endonucleolytic Cleavage To Generate Mature 5'-End Of Ssu-Rrna From (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Structural Stabilization

Pathway: Endonucleolytic Cleavage Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Endonucleolytic Cleavage In 5'-Ets Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Epigenetic

Pathway: Maturation Of 5S Rrna -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Unknown

Pathway: Box C/D Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Epigenetic

Pathway: Box H/Aca Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Unknown

Pathway: Box C/D Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, Epigenetic, Cell Cycle

Pathway: Box H/Aca Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Proteostasis

Pathway: Proteasome Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Mitochondrial Metabolism

Pathway: Glycosylphosphatidylinositol-N-Acetylglucosaminyltransferase (Gpi-Gnt) Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Tau Homeostasis, Lipid Metabolism

Pathway: H2A-H2B Histone Complex Chaperone Activity -> Biodomain: Proteostasis, DNA Repair, Epigenetic, Autophagy, Cell Cycle

Pathway: Lncrna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Immune Response

Pathway: 3-Sulfino-L-Alanine: Proton, Glutamate Antiporter Activity -> Biodomain: Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Aspartate:Glutamate, Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Embryonic Axis Specification -> Biodomain: Immune Response, Epigenetic, Cell Cycle, Proteostasis, Myelination

Pathway: Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Epigenetic, Autophagy, Cell Cycle, Mitochondrial Metabolism

Pathway: Purine-Specific Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Epigenetic, Proteostasis

Pathway: Oxidized Pyrimidine Nucleobase Lesion Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism

Pathway: Meiotic Dna Double-Strand Break Processing -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Epigenetic

Pathway: Meiotic Dna Recombinase Assembly -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Immune Response

Pathway: Meiotic Joint Molecule Formation -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Proteostasis

Pathway: Meiotic Mismatch Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Immune Response

Pathway: Meiotic Dna Repair Synthesis -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Proteostasis

Pathway: Resolution Of Meiotic Recombination Intermediates -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Epigenetic, Proteostasis

Pathway: Nucleotide-Excision Repair, Dna Damage Recognition -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Photoreactive Repair -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Pyrimidine Dimer Repair By Nucleotide-Excision Repair -> Biodomain: DNA Repair, Apoptosis, Proteostasis, Oxidative Stress, Autophagy

Pathway: (R,R)-Butanediol Dehydrogenase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Telomere Maintenance Via Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Telomere Maintenance -> Biodomain: DNA Repair, Cell Cycle, Autophagy, Epigenetic, Proteostasis

Pathway: Double-Strand Break Repair Via Homologous Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Epigenetic

Pathway: Recombinational Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, Proteostasis

Pathway: Double-Strand Break Repair Via Break-Induced Replication -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Dna Double-Strand Break Processing -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Autophagy

Pathway: Dna Recombinase Assembly -> Biodomain: DNA Repair, Autophagy, Epigenetic, Proteostasis, Cell Cycle

Pathway: Dna Synthesis Involved In Dna Repair -> Biodomain: DNA Repair, Autophagy, Immune Response, Cell Cycle, Proteostasis

Pathway: Dna Strand Displacement -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Autophagy, Proteostasis

Pathway: Syncytium Formation By Plasma Membrane Fusion -> Biodomain: Cell Cycle, Myelination, Apoptosis, Structural Stabilization, Immune Response

Pathway: Phosphatidyl-N-Methylethanolamine N-Methyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Apoptosis

Pathway: Adenyl-Nucleotide Exchange Factor Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Apoptosis, Synapse

Pathway: Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Immune Response, Proteostasis

Pathway: Condensed Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Epigenetic, Structural Stabilization

Pathway: Chromosome, Telomeric Region -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Autophagy, Immune Response

Pathway: Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle, Apoptosis

Pathway: Nuclear Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Apoptosis, Cell Cycle

Pathway: Chromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Immune Response

Pathway: Nucleosome -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Cell Cycle

Pathway: Euchromatin -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, DNA Repair, Autophagy

Pathway: Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Immune Response

Pathway: Condensed Chromosome -> Biodomain: Cell Cycle, Chromosome Structure, DNA Repair, Proteostasis, Apoptosis

Pathway: Condensed Nuclear Chromosome -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Epigenetic, Proteostasis

Pathway: Synaptonemal Complex -> Biodomain: Synapse, Proteostasis, Cell Cycle, Mitochondrial Metabolism, Immune Response

Pathway: Condensin Complex -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, DNA Repair, Structural Stabilization

Pathway: Lateral Element -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Mitochondrial Metabolism, Apoptosis

Pathway: Central Element -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Endolysosome

Pathway: Transverse Filament -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Immune Response

Pathway: Sex Chromosome -> Biodomain: Unknown, Immune Response, Cell Cycle, Epigenetic, Structural Stabilization

Pathway: X Chromosome -> Biodomain: Structural Stabilization, Immune Response, Cell Cycle, Apoptosis, RNA Spliceosome

Pathway: Y Chromosome -> Biodomain: Immune Response, Mitochondrial Metabolism, Proteostasis, Synapse, Structural Stabilization

Pathway: Origin Recognition Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy

Pathway: Diacylglycerol Diphosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response, Structural Stabilization

Pathway: Gins Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Autophagy, Immune Response

Pathway: Swr1 Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Autophagy, Proteostasis

Pathway: Escrt I Complex -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Escrt Ii Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Escrt Iii Complex -> Biodomain: Endolysosome, Autophagy, Membrane Trafficking, Oxidative Stress, Proteostasis

Pathway: Sister Chromatid Segregation -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Proteostasis, Apoptosis

Pathway: Regulation Of Glutamine Family Amino Acid Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Regulation Of Arginine Metabolic Process -> Biodomain: Amino Acid Metabolism, Nitrogen Metabolism, Nitric Oxide Metabolism, Metabolism, Cellular Metabolism

Pathway: Inositol Hexakisphosphate Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, RNA Spliceosome

Pathway: Inositol-1,4,5-Trisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Inositol-1,4,5,6-Tetrakisphosphate 3-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Epigenetic, Metal Binding and Homeostasis

Pathway: Inositol-1,3,4,5-Tetrakisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Immune Response, Autophagy, Structural Stabilization, Oxidative Stress

Pathway: Inositol-1,3,4,5,6-Pentakisphosphate Kinase Activity -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis

Pathway: Inositol Hexakisphosphate Kinase Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Diphosphoinositol Pentakisphosphate Kinase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Autophagy

Pathway: Inositol Hexakisphosphate 6-Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Inositol Hexakisphosphate 5-Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Er Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, DNA Repair, Immune Response

Pathway: Hrd1P Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Endolysosome, DNA Repair, Oxidative Stress

Pathway: Hrd1P Ubiquitin Ligase Erad-L Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Oxidative Stress

Pathway: Mrna Regulatory Element Binding Translation Repressor Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Endolysosome

Pathway: Cell Morphogenesis -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Mitochondrial Metabolism, Immune Response

Pathway: Actomyosin Contractile Ring Assembly -> Biodomain: Cell Cycle, Cytokinesis, Proteostasis, Apoptosis, Immune Response

Pathway: Actomyosin Contractile Ring Contraction -> Biodomain: Cell Cycle, Cytokinesis, Proteostasis, Apoptosis, Immune Response

Pathway: Septin Ring Assembly -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Structural Stabilization, Autophagy

Pathway: Spindle Pole -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Gamma-Tubulin Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Mitochondrial Metabolism, Cell Cycle

Pathway: Gamma-Tubulin Ring Complex -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: P-Body -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Oxidative Stress, Immune Response

Pathway: Garp Complex -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse

Pathway: Inner Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Immune Response

Pathway: Outer Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Synapse, Proteostasis, Apoptosis

Pathway: Nuclear-Transcribed Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Immune Response

Pathway: Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, RNA Spliceosome

Pathway: Mitochondrial Mrna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Mitochondrial Rna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Negative Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, RNA Spliceosome

Pathway: Positive Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, RNA Spliceosome, APP Metabolism

Pathway: Mitochondrial Rna Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Mitochondrial Rna 5'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Metal Binding and Homeostasis, Epigenetic

Pathway: Mitochondrial Rna 3'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Transcription-Dependent Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: Transcription-Dependent Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery, Structural Stabilization, RNA Spliceosome, Epigenetic, Proteostasis

Pathway: Post-Transcriptional Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Prp19 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Epigenetic

Pathway: Transcription Cis-Regulatory Region Binding -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Mitochondrial Metabolism, RNA Spliceosome

Pathway: Rna Polymerase Ii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Ii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis, Immune Response

Pathway: Rna Polymerase Ii Core Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Dna-Binding Transcription Factor Activity, Rna Polymerase Ii-Specific -> Biodomain: Epigenetic, DNA Repair, Metal Binding and Homeostasis, Autophagy, Proteostasis

Pathway: Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Unknown, Immune Response, DNA Repair, Epigenetic, Cell Cycle

Pathway: Rna Polymerase Iii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Apoptosis, Immune Response

Pathway: Rna Polymerase Ii Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Autophagy

Pathway: Rna Polymerase Iii Core Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Immune Response

Pathway: Rna Polymerase Iii General Transcription Initiation Factor Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Rna Polymerase Iii Type 1 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Rna Polymerase Iii Type 2 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Immune Response, Autophagy

Pathway: Rna Polymerase Iii Type 3 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Rna Polymerase Ii Sequence-Specific Dna-Binding Transcription Factor Recruiting Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Epigenetic, RNA Spliceosome

Pathway: Rna Polymerase Iii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Immune Response

Pathway: Mitochondrial Promoter Sequence-Specific Dna Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, DNA Repair

Pathway: Rna Polymerase Iii General Transcription Initiation Factor Binding -> Biodomain: Immune Response, RNA Spliceosome, Autophagy, Epigenetic, DNA Repair

Pathway: Rna Polymerase I Core Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Immune Response

Pathway: Core Promoter Sequence-Specific Dna Binding -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis, Autophagy

Pathway: Transcription Regulatory Region Nucleic Acid Binding -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis

Pathway: Regulatory Region Rna Binding -> Biodomain: RNA Spliceosome, DNA Repair, Apoptosis, Epigenetic, Cell Cycle

Pathway: Rna Polymerase Ii General Transcription Initiation Factor Binding -> Biodomain: RNA Spliceosome, Transcription, Epigenetic, Cell Cycle, Proteostasis

Pathway: Tfiib-Class Transcription Factor Binding -> Biodomain: Transcription Regulation, RNA Spliceosome, Proteostasis, DNA Repair, Immune Response

Pathway: Tfiid-Class Transcription Factor Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Immune Response

Pathway: Tfiif-Class Transcription Factor Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Apoptosis

Pathway: Tfiih-Class Transcription Factor Complex Binding -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis

Pathway: Basal Rna Polymerase Ii Transcription Machinery Binding -> Biodomain: Transcription, RNA Spliceosome, Epigenetic, Cell Cycle, Immune Response

Pathway: Negative Regulation Of Exit From Mitosis -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic

Pathway: Rna Polymerase Ii Promoter Clearance -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis
