Once upon a time in a shimmering forest, a gentle unicorn named Luna discovered a hidden glade filled with sparkling stardust. Each night, she sprinkled the stardust over her friends, making their dreams come true as they peacefully slept under the twinkling sky. As the moonlight danced on their fur, Luna whispered, “May your dreams light up the world, just as you light up my heart.”
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
Pathway: Maturation Of Ssu-Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Maturation Of Lsu-Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, DNA Repair, Proteostasis, Apoptosis, Immune Response

Pathway: Maturation Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S Rrna From Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Proteostasis

Pathway: Maturation Of Lsu-Rrna -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Endonucleolytic Cleavage To Generate Mature 5'-End Of Ssu-Rrna From (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Autophagy, Proteostasis

Pathway: Endonucleolytic Cleavage Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Immune Response

Pathway: Endonucleolytic Cleavage In 5'-Ets Of Tricistronic Rrna Transcript (Ssu-Rrna, 5.8S Rrna, Lsu-Rrna) -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Epigenetic

Pathway: Maturation Of 5S Rrna -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: Box C/D Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, DNA Repair

Pathway: Box H/Aca Snornp Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Immune Response

Pathway: Box C/D Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair

Pathway: Box H/Aca Sno(S)Rna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Proteasome Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Mitochondrial Metabolism

Pathway: Glycosylphosphatidylinositol-N-Acetylglucosaminyltransferase (Gpi-Gnt) Complex -> Biodomain: Proteostasis, APP Metabolism, Lipid Metabolism, Autophagy, Immune Response

Pathway: H2A-H2B Histone Complex Chaperone Activity -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Autophagy, Cell Cycle

Pathway: Lncrna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Immune Response, Autophagy

Pathway: 3-Sulfino-L-Alanine: Proton, Glutamate Antiporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Aspartate:Glutamate, Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Embryonic Axis Specification -> Biodomain: Immune Response, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Oxidative Stress, Proteostasis

Pathway: Purine-Specific Mismatch Base Pair Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Epigenetic, Proteostasis

Pathway: Oxidized Pyrimidine Nucleobase Lesion Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Meiotic Dna Double-Strand Break Processing -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Epigenetic, Proteostasis

Pathway: Meiotic Dna Recombinase Assembly -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Meiotic Joint Molecule Formation -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Oxidative Stress

Pathway: Meiotic Mismatch Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Immune Response, Epigenetic

Pathway: Meiotic Dna Repair Synthesis -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Resolution Of Meiotic Recombination Intermediates -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Epigenetic, Immune Response

Pathway: Nucleotide-Excision Repair, Dna Damage Recognition -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Photoreactive Repair -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response

Pathway: Pyrimidine Dimer Repair By Nucleotide-Excision Repair -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Cell Cycle

Pathway: (R,R)-Butanediol Dehydrogenase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Telomere Maintenance Via Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Telomere Maintenance -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Double-Strand Break Repair Via Homologous Recombination -> Biodomain: DNA Repair, Apoptosis, Proteostasis, Cell Cycle, Epigenetic

Pathway: Recombinational Repair -> Biodomain: DNA Repair, Epigenetic, Autophagy, Immune Response, Structural Stabilization

Pathway: Double-Strand Break Repair Via Break-Induced Replication -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Oxidative Stress

Pathway: Dna Double-Strand Break Processing -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Dna Recombinase Assembly -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Dna Synthesis Involved In Dna Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Dna Strand Displacement -> Biodomain: DNA Repair, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Syncytium Formation By Plasma Membrane Fusion -> Biodomain: Synapse, Apoptosis, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Phosphatidyl-N-Methylethanolamine N-Methyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Adenyl-Nucleotide Exchange Factor Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Autophagy, DNA Repair

Pathway: Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Proteostasis, Epigenetic

Pathway: Kinetochore -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, RNA Spliceosome, Structural Stabilization

Pathway: Condensed Chromosome, Centromeric Region -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Apoptosis, Immune Response

Pathway: Chromosome, Telomeric Region -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle, Apoptosis

Pathway: Nuclear Telomere Cap Complex -> Biodomain: Structural Stabilization, DNA Repair, Proteostasis, Oxidative Stress, Autophagy

Pathway: Chromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Immune Response

Pathway: Nucleosome -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle

Pathway: Euchromatin -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, DNA Repair, Autophagy

Pathway: Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Immune Response

Pathway: Condensed Chromosome -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Oxidative Stress

Pathway: Condensed Nuclear Chromosome -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Immune Response

Pathway: Synaptonemal Complex -> Biodomain: Synapse, Proteostasis, Cell Cycle, Apoptosis, Mitochondrial Metabolism

Pathway: Condensin Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, DNA Repair, Structural Stabilization

Pathway: Lateral Element -> Biodomain: Synapse, Proteostasis, Cell Cycle, Apoptosis, DNA Repair

Pathway: Central Element -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Transverse Filament -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Apoptosis

Pathway: Sex Chromosome -> Biodomain: Unknown, Immune Response, Apoptosis, Cell Cycle, Epigenetic

Pathway: X Chromosome -> Biodomain: Unknown, Immune Response, Apoptosis, Cell Cycle, Structural Stabilization

Pathway: Y Chromosome -> Biodomain: Immune Response, Mitochondrial Metabolism, Structural Stabilization, Cell Cycle, Apoptosis

Pathway: Origin Recognition Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy

Pathway: Diacylglycerol Diphosphate Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Gins Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Autophagy, Proteostasis

Pathway: Swr1 Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle

Pathway: Escrt I Complex -> Biodomain: Endolysosome, Autophagy, Oxidative Stress, Proteostasis, DNA Repair

Pathway: Escrt Ii Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, DNA Repair

Pathway: Escrt Iii Complex -> Biodomain: Endolysosome, Autophagy, Oxidative Stress, Structural Stabilization, Immune Response

Pathway: Sister Chromatid Segregation -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Regulation Of Glutamine Family Amino Acid Metabolic Process -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy

Pathway: Regulation Of Arginine Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response, Autophagy

Pathway: Inositol Hexakisphosphate Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Inositol-1,4,5-Trisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: Inositol-1,4,5,6-Tetrakisphosphate 3-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: Inositol-1,3,4,5-Tetrakisphosphate 6-Kinase Activity -> Biodomain: Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Inositol-1,3,4,5,6-Pentakisphosphate Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Inositol Hexakisphosphate Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Diphosphoinositol Pentakisphosphate Kinase Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Inositol Hexakisphosphate 6-Kinase Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Inositol Hexakisphosphate 5-Kinase Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Er Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Endolysosome

Pathway: Hrd1P Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, DNA Repair

Pathway: Hrd1P Ubiquitin Ligase Erad-L Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, DNA Repair

Pathway: Mrna Regulatory Element Binding Translation Repressor Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Epigenetic

Pathway: Cell Morphogenesis -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Mitochondrial Metabolism, Immune Response

Pathway: Actomyosin Contractile Ring Assembly -> Biodomain: Cell Cycle, Cytokinesis, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Actomyosin Contractile Ring Contraction -> Biodomain: Cell Cycle, Autophagy, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Septin Ring Assembly -> Biodomain: Proteostasis, Structural Stabilization, Apoptosis, Cell Cycle, Immune Response

Pathway: Spindle Pole -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Synapse

Pathway: Gamma-Tubulin Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Immune Response

Pathway: Gamma-Tubulin Ring Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Apoptosis, Immune Response

Pathway: P-Body -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Oxidative Stress, Immune Response

Pathway: Garp Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism, Cell Cycle

Pathway: Inner Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: Outer Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, DNA Repair

Pathway: Nuclear-Transcribed Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Autophagy, Proteostasis, DNA Repair, Immune Response

Pathway: Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Mitochondrial Mrna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Mitochondrial Rna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism

Pathway: Negative Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Positive Regulation Of Mitochondrial Rna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, RNA Spliceosome

Pathway: Mitochondrial Rna Processing -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism

Pathway: Mitochondrial Rna 5'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Mitochondrial Rna 3'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Proteostasis, Oxidative Stress

Pathway: Transcription-Dependent Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Post-Transcriptional Tethering Of Rna Polymerase Ii Gene Dna At Nuclear Periphery -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, DNA Repair

Pathway: Prp19 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Cell Cycle

Pathway: Transcription Cis-Regulatory Region Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Ii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Apoptosis

Pathway: Rna Polymerase Ii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase Ii Core Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Dna-Binding Transcription Factor Activity, Rna Polymerase Ii-Specific -> Biodomain: Epigenetic, RNA Spliceosome, DNA Repair, Proteostasis, Autophagy

Pathway: Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: Immune Response, RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis

Pathway: Rna Polymerase Iii Cis-Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Ii Complex Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Rna Polymerase Iii Core Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Rna Polymerase Iii General Transcription Initiation Factor Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Immune Response

Pathway: Rna Polymerase Iii Type 1 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Structural Stabilization

Pathway: Rna Polymerase Iii Type 2 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Autophagy

Pathway: Rna Polymerase Iii Type 3 Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Rna Polymerase Ii Sequence-Specific Dna-Binding Transcription Factor Recruiting Activity -> Biodomain: Immune Response, Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis

Pathway: Rna Polymerase Iii Transcription Regulatory Region Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Mitochondrial Promoter Sequence-Specific Dna Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Rna Polymerase Iii General Transcription Initiation Factor Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Immune Response

Pathway: Rna Polymerase I Core Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Core Promoter Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Transcription Regulatory Region Nucleic Acid Binding -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Cell Cycle, Apoptosis

Pathway: Regulatory Region Rna Binding -> Biodomain: RNA Spliceosome, DNA Repair, Epigenetic, Cell Cycle, Autophagy

Pathway: Rna Polymerase Ii General Transcription Initiation Factor Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Tfiib-Class Transcription Factor Binding -> Biodomain: Transcription, RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle

Pathway: Tfiid-Class Transcription Factor Complex Binding -> Biodomain: Immune Response, Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis

Pathway: Tfiif-Class Transcription Factor Complex Binding -> Biodomain: Proteostasis, Apoptosis, RNA Spliceosome, Immune Response, DNA Repair

Pathway: Tfiih-Class Transcription Factor Complex Binding -> Biodomain: Proteostasis, RNA Spliceosome, DNA Repair, Apoptosis, Immune Response

Pathway: Basal Rna Polymerase Ii Transcription Machinery Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Immune Response

Pathway: Negative Regulation Of Exit From Mitosis -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Mitochondrial Metabolism

Pathway: Rna Polymerase Ii Promoter Clearance -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Dna-Templated Transcription Open Complex Formation -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, DNA Repair, Proteostasis

Pathway: Protein-Dna-Rna Complex Disassembly -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Autophagy, Epigenetic

Pathway: Transcription Termination Site Sequence-Specific Dna Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis
